t,ref,resp,err
0.000000,-0.610865,-0.583848,0.027017
0.010053,-0.610865,-0.583848,0.027017
0.020107,-0.610865,-0.583848,0.027017
0.030148,-0.610865,-0.583848,0.027017
0.040200,-0.610865,-0.583848,0.027017
0.050251,-0.610865,-0.583848,0.027017
0.060305,-0.610865,-0.583848,0.027017
0.070357,-0.610865,-0.583848,0.027017
0.080409,-0.610865,-0.583848,0.027017
0.090463,-0.610865,-0.583848,0.027017
0.100515,-0.610865,-0.583848,0.027017
0.110566,-0.610865,-0.583848,0.027017
0.120619,-0.610865,-0.583848,0.027017
0.130671,-0.610865,-0.583848,0.027017
0.140723,-0.610865,-0.583848,0.027017
0.150775,-0.610865,-0.583848,0.027017
0.160827,-0.610865,-0.583848,0.027017
0.170879,-0.610865,-0.583848,0.027017
0.180931,-0.610865,-0.583848,0.027017
0.190983,-0.610865,-0.583848,0.027017
0.201035,-0.610865,-0.583848,0.027017
0.211161,-0.610865,-0.583848,0.027017
0.221213,-0.610865,-0.583848,0.027017
0.231264,-0.610865,-0.583848,0.027017
0.241317,-0.610865,-0.583848,0.027017
0.251369,-0.610865,-0.583848,0.027017
0.261421,-0.610865,-0.583848,0.027017
0.271475,-0.610865,-0.583848,0.027017
0.281527,-0.610865,-0.583848,0.027017
0.291581,-0.610865,-0.583848,0.027017
0.301646,-0.610865,-0.583848,0.027017
0.311709,-0.610865,-0.583848,0.027017
0.321771,-0.610865,-0.583848,0.027017
0.331832,-0.610865,-0.583848,0.027017
0.341896,-0.610865,-0.583848,0.027017
0.351957,-0.610865,-0.583848,0.027017
0.362019,-0.610865,-0.583848,0.027017
0.372083,-0.610865,-0.583848,0.027017
0.382136,-0.610865,-0.583848,0.027017
0.392197,-0.610865,-0.583848,0.027017
0.402261,-0.610865,-0.583848,0.027017
0.412322,-0.610865,-0.583848,0.027017
0.422434,-0.610865,-0.583848,0.027017
0.432499,-0.610865,-0.583848,0.027017
0.442560,-0.610865,-0.583848,0.027017
0.452620,-0.610865,-0.583848,0.027017
0.462682,-0.610865,-0.583848,0.027017
0.472743,-0.610865,-0.583848,0.027017
0.482803,-0.610865,-0.583848,0.027017
0.492865,-0.610865,-0.583848,0.027017
0.502930,-0.610865,-0.583848,0.027017
0.512995,-0.610865,-0.583848,0.027017
0.523057,-0.610865,-0.583848,0.027017
0.533119,-0.610865,-0.583848,0.027017
0.543149,-0.610865,-0.583848,0.027017
0.553211,-0.610865,-0.583848,0.027017
0.563275,-0.610865,-0.583848,0.027017
0.573339,-0.610865,-0.583848,0.027017
0.583401,-0.610865,-0.583848,0.027017
0.593462,-0.610865,-0.583848,0.027017
0.603523,-0.610865,-0.583848,0.027017
0.613584,-0.610865,-0.583848,0.027017
0.623649,-0.610865,-0.583848,0.027017
0.633756,-0.610865,-0.583848,0.027017
0.643817,-0.610865,-0.583848,0.027017
0.653880,-0.610865,-0.583848,0.027017
0.663943,-0.610865,-0.583848,0.027017
0.674003,-0.610865,-0.583848,0.027017
0.684066,-0.610865,-0.583848,0.027017
0.694131,-0.610865,-0.583848,0.027017
0.704191,-0.610865,-0.583848,0.027017
0.714255,-0.610865,-0.583848,0.027017
0.724306,-0.610865,-0.583848,0.027017
0.734367,-0.610865,-0.583848,0.027017
0.744430,-0.610865,-0.583848,0.027017
0.754490,-0.610865,-0.583848,0.027017
0.764552,-0.610865,-0.583848,0.027017
0.774615,-0.610865,-0.583848,0.027017
0.784671,-0.610865,-0.583848,0.027017
0.794724,-0.610865,-0.583848,0.027017
0.804776,-0.610865,-0.583848,0.027017
0.814828,-0.610865,-0.583848,0.027017
0.824882,-0.610865,-0.583848,0.027017
0.834943,-0.610865,-0.583848,0.027017
0.845116,-0.610865,-0.583848,0.027017
