t,ref,resp,err
0.000000,-0.261799,-0.248150,0.013650
0.010053,-0.261799,-0.248150,0.013650
0.020110,-0.261799,-0.248150,0.013650
0.030162,-0.261799,-0.248150,0.013650
0.040216,-0.261799,-0.248150,0.013650
0.050269,-0.261799,-0.248150,0.013650
0.060322,-0.261799,-0.248150,0.013650
0.070362,-0.261799,-0.248150,0.013650
0.080415,-0.261799,-0.248150,0.013650
0.090477,-0.261799,-0.248150,0.013650
0.100540,-0.261799,-0.248150,0.013650
0.110604,-0.261799,-0.248150,0.013650
0.120666,-0.261799,-0.248150,0.013650
0.130729,-0.261799,-0.248150,0.013650
0.140792,-0.261799,-0.248150,0.013650
0.150858,-0.261799,-0.248150,0.013650
0.160919,-0.261799,-0.248150,0.013650
0.170974,-0.261799,-0.248150,0.013650
0.181035,-0.261799,-0.248150,0.013650
0.191089,-0.261799,-0.248150,0.013650
0.201142,-0.261799,-0.248150,0.013650
0.211196,-0.261799,-0.248150,0.013650
0.221249,-0.261799,-0.248150,0.013650
0.231313,-0.261799,-0.248150,0.013650
0.241375,-0.261799,-0.248150,0.013650
0.251430,-0.261799,-0.248150,0.013650
0.261493,-0.261799,-0.248150,0.013650
0.271615,-0.261799,-0.248150,0.013650
0.281678,-0.261799,-0.248150,0.013650
0.291741,-0.261799,-0.248150,0.013650
0.301805,-0.261799,-0.248150,0.013650
0.311870,-0.261799,-0.248150,0.013650
0.321932,-0.261799,-0.248150,0.013650
0.331995,-0.261799,-0.248150,0.013650
0.342059,-0.261799,-0.248150,0.013650
0.352121,-0.261799,-0.248150,0.013650
0.362183,-0.261799,-0.248150,0.013650
0.372247,-0.261799,-0.248150,0.013650
0.382301,-0.261799,-0.248150,0.013650
0.392351,-0.261799,-0.248150,0.013650
0.402406,-0.261799,-0.248150,0.013650
0.412460,-0.261799,-0.248150,0.013650
0.422524,-0.261799,-0.248150,0.013650
0.432589,-0.261799,-0.248150,0.013650
0.442643,-0.261799,-0.248150,0.013650
0.452697,-0.261799,-0.248150,0.013650
0.462759,-0.261799,-0.248150,0.013650
0.472812,-0.261799,-0.248150,0.013650
0.482877,-0.261799,-0.248150,0.013650
0.492939,-0.261799,-0.248150,0.013650
0.503002,-0.261799,-0.248150,0.013650
0.513066,-0.261799,-0.248150,0.013650
0.523131,-0.261799,-0.248150,0.013650
0.533196,-0.261799,-0.248150,0.013650
0.543252,-0.261799,-0.248150,0.013650
0.553305,-0.261799,-0.248150,0.013650
0.563363,-0.261799,-0.248150,0.013650
0.573416,-0.261799,-0.248150,0.013650
0.583470,-0.261799,-0.248150,0.013650
0.593522,-0.261799,-0.248150,0.013650
0.603575,-0.261799,-0.248150,0.013650
0.613628,-0.261799,-0.248150,0.013650
0.623682,-0.261799,-0.248150,0.013650
0.633745,-0.261799,-0.248150,0.013650
0.643799,-0.261799,-0.248150,0.013650
0.653852,-0.261799,-0.248150,0.013650
0.663915,-0.261799,-0.248150,0.013650
0.673979,-0.261799,-0.248150,0.013650
0.684038,-0.261799,-0.248150,0.013650
0.694101,-0.261799,-0.248150,0.013650
0.704165,-0.261799,-0.248150,0.013650
0.714229,-0.261799,-0.248150,0.013650
0.724294,-0.261799,-0.248150,0.013650
0.734347,-0.261799,-0.248150,0.013650
0.744356,-0.261799,-0.248150,0.013650
0.754417,-0.261799,-0.248150,0.013650
0.764480,-0.261799,-0.248150,0.013650
0.774544,-0.261799,-0.248150,0.013650
0.784603,-0.261799,-0.248150,0.013650
0.794666,-0.261799,-0.248150,0.013650
0.804726,-0.261799,-0.248150,0.013650
0.814788,-0.261799,-0.248150,0.013650
0.824852,-0.261799,-0.248150,0.013650
0.834906,-0.261799,-0.248150,0.013650
0.844969,-0.261799,-0.248150,0.013650
0.855022,-0.261799,-0.248150,0.013650
0.865086,-0.261799,-0.248150,0.013650
0.875142,-0.261799,-0.248150,0.013650
0.885204,-0.261799,-0.248150,0.013650
0.895265,-0.261799,-0.248150,0.013650
0.905327,-0.261799,-0.248150,0.013650
0.915389,-0.261799,-0.248150,0.013650
0.925452,-0.261799,-0.248150,0.013650
0.935516,-0.261799,-0.248150,0.013650
0.945580,-0.261799,-0.248150,0.013650
0.955641,-0.261799,-0.248150,0.013650
0.965705,-0.261799,-0.248150,0.013650
0.975768,-0.261799,-0.248150,0.013650
0.985833,-0.261799,-0.248150,0.013650
0.995894,-0.261799,-0.248150,0.013650
1.005948,-0.260242,-0.248150,0.012092
1.016002,-0.257610,-0.248150,0.009460
1.026055,-0.254978,-0.248150,0.006828
1.036106,-0.252347,-0.248150,0.004197
1.046169,-0.249712,-0.248150,0.001563
1.056229,-0.247079,-0.248150,-0.001071
1.066292,-0.244444,-0.248150,-0.003706
1.076356,-0.241810,-0.248150,-0.006340
