t,ex,ey,ez,e_pos,e_ang
0.000000,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.010058,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.020110,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.030165,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.040217,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.050270,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.060323,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.070374,0.001444,-0.000076,-0.012388,0.012472,0.061782
0.080426,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.090478,0.001444,-0.000076,-0.012388,0.012472,0.061782
0.100530,0.001444,-0.000076,-0.012388,0.012472,0.061782
0.110583,0.001444,-0.000076,-0.012388,0.012472,0.061782
0.120636,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.130693,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.140756,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.150820,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.160883,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.170936,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.180988,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.191040,0.001444,-0.000076,-0.012388,0.012472,0.061782
0.201094,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.211145,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.221199,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.231251,0.001447,-0.000068,-0.012388,0.012472,0.061730
0.241303,0.001382,-0.000045,-0.012338,0.012415,0.061364
0.251355,0.001382,-0.000045,-0.012338,0.012415,0.061364
0.261421,0.001382,-0.000045,-0.012338,0.012415,0.061364
0.271484,0.001379,-0.000053,-0.012338,0.012415,0.061416
0.281549,0.001379,-0.000053,-0.012344,0.012421,0.061416
0.291602,0.001382,-0.000045,-0.012356,0.012433,0.061364
0.301711,0.001382,-0.000045,-0.012368,0.012445,0.061364
0.311765,0.001379,-0.000053,-0.012382,0.012459,0.061416
0.321819,0.001382,-0.000045,-0.012396,0.012473,0.061364
0.331836,0.001379,-0.000053,-0.012411,0.012488,0.061416
0.341901,0.001383,-0.000045,-0.012427,0.012504,0.061364
0.351965,0.001383,-0.000045,-0.012445,0.012521,0.061364
0.362030,0.001380,-0.000053,-0.012463,0.012539,0.061416
0.372092,0.001383,-0.000045,-0.012482,0.012558,0.061364
0.382148,0.001380,-0.000053,-0.012503,0.012579,0.061416
0.392203,0.001383,-0.000045,-0.012523,0.012600,0.061364
0.402256,0.001383,-0.000045,-0.012546,0.012622,0.061364
0.412309,0.001380,-0.000053,-0.012569,0.012645,0.061416
0.422362,0.001383,-0.000045,-0.012594,0.012670,0.061364
0.432425,0.001384,-0.000045,-0.012620,0.012695,0.061364
0.442487,0.001381,-0.000053,-0.012647,0.012722,0.061416
0.452542,0.001384,-0.000045,-0.012675,0.012751,0.061364
0.462602,0.001381,-0.000053,-0.012705,0.012780,0.061416
0.472665,0.001385,-0.000045,-0.012736,0.012811,0.061364
