t,ref,resp,err,eff
0.000000,-0.610865,-0.581941,0.028924,-2.222222
0.010057,-0.610865,-0.581941,0.028924,-2.276923
0.020113,-0.610865,-0.581941,0.028924,-2.317949
0.030166,-0.610865,-0.581941,0.028924,-2.194872
0.040220,-0.610865,-0.581941,0.028924,-2.235897
0.050272,-0.610865,-0.581941,0.028924,-2.222222
0.060325,-0.610865,-0.581941,0.028924,-2.263248
0.070391,-0.610865,-0.581941,0.028924,-2.304274
0.080444,-0.610865,-0.581941,0.028924,-2.276923
0.090496,-0.610865,-0.581941,0.028924,-2.276923
0.100548,-0.610865,-0.581941,0.028924,-2.249573
0.110600,-0.610865,-0.581941,0.028924,-2.276923
0.120651,-0.610865,-0.581941,0.028924,-2.249573
0.130692,-0.610865,-0.581941,0.028924,-2.290598
0.140744,-0.610865,-0.581941,0.028924,-2.317949
0.150797,-0.610865,-0.581941,0.028924,-2.235897
0.160859,-0.610865,-0.581941,0.028924,-2.249573
0.170912,-0.610865,-0.581941,0.028924,-2.290598
0.180964,-0.610865,-0.581941,0.028924,-2.208547
0.191016,-0.610865,-0.581941,0.028924,-2.276923
0.201069,-0.610865,-0.581941,0.028924,-2.345299
0.211120,-0.610865,-0.581941,0.028924,-2.235897
0.221174,-0.610865,-0.581941,0.028924,-2.317949
0.231223,-0.610865,-0.581941,0.028924,-2.276923
0.241276,-0.610865,-0.581941,0.028924,-2.345299
0.251328,-0.610865,-0.581941,0.028924,-2.249573
0.261381,-0.610865,-0.581941,0.028924,-2.304274
0.271420,-0.610865,-0.581941,0.028924,-2.290598
0.281470,-0.610865,-0.581941,0.028924,-2.235897
0.291520,-0.610865,-0.581941,0.028924,-2.263248
0.301569,-0.610865,-0.581941,0.028924,-2.263248
0.311621,-0.610865,-0.581941,0.028924,-2.222222
0.321670,-0.610865,-0.581941,0.028924,-2.235897
0.331733,-0.610865,-0.581941,0.028924,-2.276923
0.341793,-0.610865,-0.581941,0.028924,-2.235897
0.351855,-0.610865,-0.581941,0.028924,-2.249573
0.361919,-0.610865,-0.581941,0.028924,-2.263248
0.371979,-0.610865,-0.581941,0.028924,-2.263248
0.382041,-0.610865,-0.581941,0.028924,-2.317949
0.392101,-0.610865,-0.581941,0.028924,-2.263248
0.402163,-0.610865,-0.581941,0.028924,-2.290598
0.412224,-0.610865,-0.581941,0.028924,-2.317949
0.422276,-0.610865,-0.581941,0.028924,-2.235897
0.432339,-0.610865,-0.581941,0.028924,-2.222222
0.442399,-0.610865,-0.581941,0.028924,-2.222222
0.452461,-0.610865,-0.581941,0.028924,-2.276923
0.462522,-0.610865,-0.581941,0.028924,-2.345299
0.472585,-0.610865,-0.581941,0.028924,-2.400000
0.482648,-0.610865,-0.581941,0.028924,-2.263248
0.492753,-0.610865,-0.581941,0.028924,-2.263248
0.502815,-0.610865,-0.581941,0.028924,-2.235897
0.512876,-0.610865,-0.581941,0.028924,-2.276923
0.522938,-0.610865,-0.581941,0.028924,-2.345299
0.533001,-0.610865,-0.581941,0.028924,-2.276923
0.543064,-0.610865,-0.581941,0.028924,-2.222222
0.553129,-0.610865,-0.581941,0.028924,-2.222222
0.563190,-0.610865,-0.581941,0.028924,-2.263248
0.573253,-0.610865,-0.581941,0.028924,-2.290598
0.583307,-0.610865,-0.581941,0.028924,-2.276923
0.593368,-0.610865,-0.581941,0.028924,-2.222222
0.603436,-0.610865,-0.581941,0.028924,-2.263248
0.613498,-0.610865,-0.581941,0.028924,-2.263248
0.623559,-0.610865,-0.581941,0.028924,-2.304274
0.633620,-0.610865,-0.581941,0.028924,-2.235897
0.643681,-0.610865,-0.581941,0.028924,-2.208547
0.653742,-0.610865,-0.581941,0.028924,-2.249573
0.663794,-0.610865,-0.581941,0.028924,-2.263248
0.673846,-0.610865,-0.581941,0.028924,-2.290598
0.683914,-0.610865,-0.581941,0.028924,-2.304274
0.693974,-0.610865,-0.581941,0.028924,-2.317949
0.704035,-0.610865,-0.581941,0.028924,-2.304274
0.714100,-0.610865,-0.581941,0.028924,-2.263248
0.724153,-0.610865,-0.581941,0.028924,-2.249573
0.734205,-0.610865,-0.581941,0.028924,-2.345299
0.744258,-0.610865,-0.581941,0.028924,-2.317949
0.754309,-0.610865,-0.581941,0.028924,-2.263248
0.764362,-0.610865,-0.581941,0.028924,-2.249573
0.774414,-0.610865,-0.581941,0.028924,-2.290598
0.784468,-0.610865,-0.581941,0.028924,-2.290598
0.794519,-0.610865,-0.581941,0.028924,-2.263248
0.804581,-0.610865,-0.581941,0.028924,-2.276923
0.814643,-0.610865,-0.581941,0.028924,-2.317949
0.824704,-0.610865,-0.581941,0.028924,-2.276923
0.834763,-0.610865,-0.581941,0.028924,-2.304274
0.844824,-0.610865,-0.581941,0.028924,-2.276923
0.854884,-0.610865,-0.581941,0.028924,-2.304274
0.864948,-0.610865,-0.581941,0.028924,-2.235897
0.875015,-0.610865,-0.581941,0.028924,-2.249573
0.885072,-0.610865,-0.581941,0.028924,-2.304274
0.895138,-0.610865,-0.581941,0.028924,-2.249573
0.905201,-0.610865,-0.581941,0.028924,-2.263248
0.915264,-0.610865,-0.581941,0.028924,-2.235897
0.925325,-0.610865,-0.581941,0.028924,-2.304274
0.935386,-0.610865,-0.581941,0.028924,-2.263248
0.945446,-0.610865,-0.581941,0.028924,-2.222222
0.955507,-0.610865,-0.581941,0.028924,-2.276923
0.965566,-0.610865,-0.581941,0.028924,-2.276923
0.975628,-0.610865,-0.581941,0.028924,-2.249573
0.985689,-0.610865,-0.581941,0.028924,-2.249573
0.995750,-0.610865,-0.581941,0.028924,-2.208547
1.005809,-0.586530,-0.581941,0.004590,-2.235897
1.015871,-0.544387,-0.581941,-0.037554,-2.085470
1.025930,-0.502251,-0.581941,-0.079690,-1.702564
1.035992,-0.460101,-0.581178,-0.121077,-0.594872
1.046052,-0.417964,-0.578889,-0.160925,-0.211966
1.056145,-0.375685,-0.572023,-0.196337,0.485470
1.066205,-0.333548,-0.564393,-0.230845,0.635897
1.076262,-0.291421,-0.554856,-0.263435,0.923077
1.086315,-0.261799,-0.535782,-0.273983,1.429060
1.096368,-0.261799,-0.519760,-0.257961,1.305983
1.106420,-0.261799,-0.492676,-0.230876,0.854701
1.116471,-0.261799,-0.472839,-0.211040,0.389744
1.126523,-0.261799,-0.442321,-0.180522,-0.266667
1.136577,-0.261799,-0.422484,-0.160685,-0.745299
1.146638,-0.261799,-0.395399,-0.133600,-1.388034
1.156700,-0.261799,-0.378233,-0.116434,-1.565812
1.166760,-0.261799,-0.354582,-0.092782,-2.304274
1.176813,-0.261799,-0.340467,-0.078668,-2.235897
1.186864,-0.261799,-0.321775,-0.059975,-2.400000
1.196917,-0.261799,-0.311093,-0.049294,-2.372650
1.206975,-0.261799,-0.296979,-0.035179,-2.372650
1.217036,-0.261799,-0.289349,-0.027550,-2.386325
1.227094,-0.261799,-0.277905,-0.016106,-3.070085
1.237155,-0.261799,-0.269894,-0.008095,-3.193162
1.247207,-0.261799,-0.260739,0.001061,-2.632479
1.257269,-0.261799,-0.257305,0.004494,-2.317949
1.267333,-0.261799,-0.254635,0.007164,-2.235897
1.277397,-0.261799,-0.253109,0.008690,-2.372650
1.287459,-0.261799,-0.250820,0.010979,-2.222222
1.297522,-0.261799,-0.250439,0.011361,-2.044444
1.307586,-0.261799,-0.250820,0.010979,-2.140171
1.317639,-0.261799,-0.250820,0.010979,-2.099145
1.327700,-0.261799,-0.250439,0.011361,-2.099145
1.337752,-0.261799,-0.250439,0.011361,-2.099145
1.347882,-0.261799,-0.250820,0.010979,-2.030769
1.357936,-0.261799,-0.250820,0.010979,-2.099145
1.367988,-0.261799,-0.250820,0.010979,-2.071795
1.378048,-0.261799,-0.250820,0.010979,-2.112821
1.388113,-0.261799,-0.250439,0.011361,-2.058120
1.398178,-0.261799,-0.250820,0.010979,-2.017094
1.408238,-0.261799,-0.250820,0.010979,-2.058120
1.418302,-0.261799,-0.250820,0.010979,-2.058120
1.428366,-0.261799,-0.250820,0.010979,-2.112821
1.438426,-0.261799,-0.250820,0.010979,-1.989744
1.448490,-0.261799,-0.250439,0.011361,-2.058120
1.458548,-0.261799,-0.250820,0.010979,-2.071795
1.468611,-0.261799,-0.250820,0.010979,-1.989744
1.478674,-0.261799,-0.250820,0.010979,-2.003419
1.488725,-0.261799,-0.250820,0.010979,-2.044444
1.498787,-0.261799,-0.250820,0.010979,-2.112821
1.508846,-0.261799,-0.250439,0.011361,-2.085470
1.518908,-0.261799,-0.250439,0.011361,-2.071795
1.528972,-0.261799,-0.250820,0.010979,-2.099145
1.539031,-0.261799,-0.250820,0.010979,-2.003419
1.549094,-0.261799,-0.250820,0.010979,-2.071795
1.559152,-0.261799,-0.250820,0.010979,-2.112821
1.569204,-0.261799,-0.250820,0.010979,-2.071795
1.579257,-0.261799,-0.250820,0.010979,-2.112821
1.589310,-0.261799,-0.250820,0.010979,-2.085470
1.599364,-0.261799,-0.250820,0.010979,-2.126496
1.609418,-0.261799,-0.250820,0.010979,-2.003419
1.619470,-0.261799,-0.250820,0.010979,-2.030769
1.629523,-0.261799,-0.250820,0.010979,-2.112821
1.639579,-0.261799,-0.250820,0.010979,-2.112821
1.649633,-0.261799,-0.250820,0.010979,-2.099145
1.659685,-0.261799,-0.250820,0.010979,-2.112821
1.669749,-0.261799,-0.250820,0.010979,-2.030769
1.679811,-0.261799,-0.250820,0.010979,-2.058120
1.689874,-0.261799,-0.250439,0.011361,-2.085470
1.699938,-0.261799,-0.250820,0.010979,-2.044444
1.710001,-0.261799,-0.250820,0.010979,-2.099145
1.720054,-0.261799,-0.250820,0.010979,-2.030769
1.730107,-0.261799,-0.250820,0.010979,-2.126496
1.740160,-0.261799,-0.250439,0.011361,-2.099145
1.750224,-0.261799,-0.250820,0.010979,-2.085470
1.760286,-0.261799,-0.250820,0.010979,-2.099145
1.770349,-0.261799,-0.250820,0.010979,-2.140171
1.780401,-0.261799,-0.250820,0.010979,-2.058120
1.790454,-0.261799,-0.250820,0.010979,-2.112821
1.800506,-0.261799,-0.250820,0.010979,-2.085470
1.810559,-0.261799,-0.250820,0.010979,-2.085470
1.820610,-0.261799,-0.250820,0.010979,-2.126496
1.830663,-0.261799,-0.250820,0.010979,-1.976068
1.840685,-0.261799,-0.250820,0.010979,-2.071795
1.850740,-0.261799,-0.250820,0.010979,-2.030769
1.860790,-0.261799,-0.250820,0.010979,-2.071795
1.870853,-0.261799,-0.250820,0.010979,-2.071795
1.880917,-0.261799,-0.250820,0.010979,-2.044444
1.890982,-0.261799,-0.250820,0.010979,-2.071795
1.901043,-0.261799,-0.250820,0.010979,-2.017094
1.911135,-0.261799,-0.250439,0.011361,-2.140171
1.921196,-0.261799,-0.250820,0.010979,-2.112821
1.931259,-0.261799,-0.250820,0.010979,-2.140171
1.941322,-0.261799,-0.250820,0.010979,-2.085470
1.951382,-0.261799,-0.250820,0.010979,-2.126496
1.961443,-0.261799,-0.250439,0.011361,-2.085470
1.971505,-0.261799,-0.250820,0.010979,-2.085470
1.981558,-0.261799,-0.250820,0.010979,-2.003419
1.991619,-0.261799,-0.250820,0.010979,-2.071795
2.001681,-0.261799,-0.250820,0.010979,-1.989744
2.011744,-0.261799,-0.250820,0.010979,-2.017094
2.021803,-0.261799,-0.250820,0.010979,-2.071795
2.031865,-0.261799,-0.250820,0.010979,-2.030769
2.041920,-0.261799,-0.250820,0.010979,-2.126496
2.051980,-0.261799,-0.250820,0.010979,-2.112821
2.062045,-0.261799,-0.250820,0.010979,-2.140171
2.072108,-0.261799,-0.250820,0.010979,-2.126496
2.082172,-0.261799,-0.250820,0.010979,-2.085470
2.092242,-0.261799,-0.250820,0.010979,-2.126496
2.102295,-0.261799,-0.250820,0.010979,-2.099145
2.112348,-0.261799,-0.250820,0.010979,-2.126496
2.122400,-0.261799,-0.250820,0.010979,-2.058120
2.132453,-0.261799,-0.250820,0.010979,-2.112821
2.142505,-0.261799,-0.250820,0.010979,-2.099145
2.152558,-0.261799,-0.250820,0.010979,-2.017094
2.162609,-0.261799,-0.250820,0.010979,-2.153846
2.172661,-0.261799,-0.250820,0.010979,-2.058120
2.182722,-0.261799,-0.250820,0.010979,-2.085470
2.192785,-0.261799,-0.250820,0.010979,-2.099145
2.202845,-0.261799,-0.250820,0.010979,-2.085470
2.212906,-0.261799,-0.250820,0.010979,-2.085470
2.222965,-0.261799,-0.250820,0.010979,-2.030769
2.233018,-0.261799,-0.250820,0.010979,-2.044444
2.243082,-0.261799,-0.250820,0.010979,-2.030769
2.253133,-0.261799,-0.250820,0.010979,-2.003419
2.263189,-0.261799,-0.250820,0.010979,-2.058120
2.273251,-0.261799,-0.250439,0.011361,-2.030769
2.283314,-0.261799,-0.250820,0.010979,-2.112821
2.293379,-0.261799,-0.250439,0.011361,-2.099145
2.303439,-0.261799,-0.250439,0.011361,-2.058120
2.313502,-0.261799,-0.250439,0.011361,-2.085470
2.323555,-0.261799,-0.250820,0.010979,-2.126496
2.333607,-0.261799,-0.250820,0.010979,-2.044444
2.343659,-0.261799,-0.250820,0.010979,-2.071795
2.353683,-0.261799,-0.250820,0.010979,-2.112821
2.363737,-0.261799,-0.250820,0.010979,-2.126496
2.373789,-0.261799,-0.250820,0.010979,-2.085470
2.383842,-0.261799,-0.250820,0.010979,-2.071795
2.393904,-0.261799,-0.250820,0.010979,-2.071795
2.403965,-0.261799,-0.250820,0.010979,-2.085470
2.414026,-0.261799,-0.250439,0.011361,-2.071795
2.424079,-0.261799,-0.250820,0.010979,-2.071795
2.434141,-0.261799,-0.250820,0.010979,-2.058120
2.444205,-0.261799,-0.250820,0.010979,-2.085470
2.454259,-0.261799,-0.250820,0.010979,-2.085470
2.464314,-0.261799,-0.250820,0.010979,-2.058120
2.474368,-0.261799,-0.250439,0.011361,-2.085470
2.484429,-0.261799,-0.250820,0.010979,-2.112821
2.494491,-0.261799,-0.250820,0.010979,-2.058120
2.504543,-0.261799,-0.250820,0.010979,-2.099145
2.514597,-0.261799,-0.250820,0.010979,-2.044444
2.524610,-0.261799,-0.250820,0.010979,-2.044444
