t,px,py,pz,qw,qx,qy,qz
0.000000,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.010058,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.020110,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.030165,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.040217,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.050270,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.060323,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.070374,0.142040,-0.051249,0.298816,0.978876,-0.025007,-0.098313,-0.177513
0.080426,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.090478,0.142040,-0.051249,0.298816,0.978876,-0.025007,-0.098313,-0.177513
0.100530,0.142040,-0.051249,0.298816,0.978876,-0.025007,-0.098313,-0.177513
0.110583,0.142040,-0.051249,0.298816,0.978876,-0.025007,-0.098313,-0.177513
0.120636,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.130693,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.140756,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.150820,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.160883,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.170936,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.180988,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.191040,0.142040,-0.051249,0.298816,0.978876,-0.025007,-0.098313,-0.177513
0.201094,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.211145,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.221199,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.231251,0.142043,-0.051241,0.298816,0.978910,-0.025027,-0.098312,-0.177326
0.241303,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.251355,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.261421,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.271484,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.281549,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.291602,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.301711,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.311765,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.321819,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.331836,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.341901,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.351965,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.362030,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.372092,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
0.382148,0.141975,-0.051226,0.298866,0.978857,-0.025038,-0.098501,-0.177511
0.392203,0.141978,-0.051217,0.298866,0.978890,-0.025058,-0.098499,-0.177324
