t,q1,q2,q3,q4,q5,q6
0.000000,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.010058,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.020110,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.030165,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.040217,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.050270,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.060323,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.070374,-0.344282,0.609026,-0.409133,-0.402647,-0.012779,-0.016976
0.080426,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.090478,-0.344282,0.609026,-0.409133,-0.402647,-0.012779,-0.016976
0.100530,-0.344282,0.609026,-0.409133,-0.402647,-0.012779,-0.016976
0.110583,-0.344282,0.609026,-0.409133,-0.402647,-0.012779,-0.016976
0.120636,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.130693,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.140756,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.150820,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.160883,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.170936,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.180988,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.191040,-0.344282,0.609026,-0.409133,-0.402647,-0.012779,-0.016976
0.201094,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.211145,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.221199,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.231251,-0.344282,0.609026,-0.409133,-0.402647,-0.012398,-0.016976
0.241303,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.251355,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.261421,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.271484,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.281549,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.291602,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.301711,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.311765,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.321819,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.331836,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.341901,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.351965,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.362030,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.372092,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.382148,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.392203,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.402256,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.412309,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.422362,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.432425,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.442487,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.452542,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.462602,-0.344282,0.608644,-0.409133,-0.402647,-0.012779,-0.016976
0.472665,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.482727,-0.344282,0.608644,-0.409133,-0.402647,-0.012398,-0.016976
0.492787,-0.344282,0.608263,-0.409133,-0.402647,-0.012398,-0.016976
0.502842,-0.344282,0.608263,-0.409133,-0.402647,-0.012398,-0.016976
0.512895,-0.344282,0.608263,-0.409133,-0.402647,-0.012398,-0.016976
0.522958,-0.344282,0.608263,-0.409133,-0.402647,-0.012398,-0.016976
0.533152,-0.344282,0.607881,-0.409133,-0.402647,-0.012398,-0.016976
0.543215,-0.344282,0.607881,-0.409133,-0.402647,-0.012398,-0.016976
0.553336,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.563391,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.573455,-0.344282,0.607500,-0.409133,-0.402647,-0.012779,-0.016976
0.583507,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.593565,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.603620,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.613679,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.623744,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.633809,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.643873,-0.344282,0.607500,-0.409133,-0.402647,-0.012398,-0.016976
0.653938,-0.344282,0.607500,-0.409514,-0.402647,-0.012779,-0.016976
0.664001,-0.344282,0.607500,-0.409514,-0.402647,-0.012398,-0.016976
0.674064,-0.344282,0.607500,-0.409514,-0.402647,-0.012398,-0.016976
0.684128,-0.344282,0.607500,-0.409514,-0.402647,-0.012398,-0.016976
0.694193,-0.344282,0.607500,-0.409895,-0.402647,-0.012779,-0.016976
0.704262,-0.344282,0.607500,-0.410277,-0.402647,-0.012398,-0.016976
0.714326,-0.344282,0.607500,-0.410658,-0.402647,-0.012398,-0.016976
0.724390,-0.344282,0.607500,-0.411421,-0.402647,-0.012398,-0.016976
0.734455,-0.344282,0.607500,-0.411803,-0.402647,-0.012398,-0.016976
0.744518,-0.344282,0.607500,-0.412566,-0.402647,-0.012398,-0.016976
0.754579,-0.344282,0.607500,-0.412947,-0.402647,-0.012398,-0.016976
0.764633,-0.344282,0.607500,-0.413329,-0.402647,-0.012398,-0.016976
0.774687,-0.344282,0.607500,-0.413710,-0.402647,-0.012398,-0.016976
0.784749,-0.344282,0.607500,-0.414473,-0.402647,-0.012398,-0.016976
0.794813,-0.344282,0.607500,-0.414855,-0.402647,-0.012398,-0.016976
0.804878,-0.344282,0.607118,-0.415236,-0.402647,-0.012398,-0.016976
0.814941,-0.344282,0.607118,-0.415236,-0.402647,-0.012398,-0.016976
0.825000,-0.344282,0.607118,-0.415618,-0.402647,-0.012779,-0.016976
0.835061,-0.344282,0.607118,-0.415999,-0.402647,-0.012779,-0.016976
0.845122,-0.344282,0.607118,-0.415999,-0.402647,-0.012398,-0.016976
0.855185,-0.344282,0.607118,-0.416381,-0.402647,-0.012398,-0.016976
0.865245,-0.344282,0.607118,-0.416381,-0.402647,-0.012398,-0.016976
0.875307,-0.344282,0.607118,-0.416381,-0.402647,-0.012398,-0.016976
0.885371,-0.344282,0.607118,-0.416762,-0.402647,-0.012398,-0.016976
0.895430,-0.344282,0.607118,-0.416762,-0.402647,-0.012398,-0.016976
0.905492,-0.344282,0.607118,-0.416762,-0.402647,-0.012398,-0.016976
0.915556,-0.344282,0.607118,-0.417144,-0.402647,-0.012398,-0.016976
0.925618,-0.344282,0.607118,-0.417525,-0.402647,-0.012398,-0.016976
0.935681,-0.344282,0.607118,-0.417906,-0.402647,-0.012398,-0.016976
0.945740,-0.344282,0.607118,-0.418288,-0.402647,-0.012398,-0.016976
0.955804,-0.344282,0.607118,-0.418669,-0.402647,-0.012398,-0.016976
0.965867,-0.344282,0.607118,-0.419051,-0.402647,-0.012398,-0.016976
0.975932,-0.344282,0.607118,-0.419432,-0.402647,-0.012398,-0.016976
0.985994,-0.344282,0.607118,-0.419814,-0.402647,-0.012398,-0.016976
0.996056,-0.344282,0.607118,-0.420958,-0.402647,-0.012398,-0.016976
1.006119,-0.344282,0.607118,-0.421340,-0.402647,-0.012779,-0.016976
1.016185,-0.344282,0.607118,-0.421721,-0.402647,-0.012398,-0.016976
1.026250,-0.344282,0.607118,-0.421721,-0.402647,-0.012398,-0.016976
1.036311,-0.344282,0.607118,-0.422866,-0.402647,-0.012398,-0.016976
1.046374,-0.344282,0.607118,-0.423629,-0.402647,-0.012398,-0.016976
1.056438,-0.344282,0.607118,-0.424392,-0.402647,-0.012398,-0.016976
1.066499,-0.344282,0.607118,-0.424773,-0.402647,-0.012398,-0.016976
1.076562,-0.344663,0.607118,-0.425536,-0.402647,-0.012398,-0.016976
