t,q1,q2,q3,q4,q5,q6
0.000000,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.010058,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.020110,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.030165,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.040217,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.050270,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.060323,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.070374,0.004784,-0.001840,0.027200,0.033685,-0.012779,-0.016976
0.080426,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.090478,0.004784,-0.001840,0.027200,0.033685,-0.012779,-0.016976
0.100530,0.004784,-0.001840,0.027200,0.033685,-0.012779,-0.016976
0.110583,0.004784,-0.001840,0.027200,0.033685,-0.012779,-0.016976
0.120636,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.130693,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.140756,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.150820,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.160883,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.170936,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.180988,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.191040,0.004784,-0.001840,0.027200,0.033685,-0.012779,-0.016976
0.201094,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.211145,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.221199,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.231251,0.004784,-0.001840,0.027200,0.033685,-0.012398,-0.016976
0.241303,0.004784,-0.002221,0.027200,0.033685,-0.012398,-0.016976
0.251355,0.004784,-0.002221,0.027200,0.033685,-0.012398,-0.016976
0.261421,0.004784,-0.002221,0.027200,0.033685,-0.012398,-0.016976
0.271484,0.004784,-0.002221,0.027200,0.033685,-0.012779,-0.016976
0.281549,0.004784,-0.002223,0.027225,0.033662,-0.012779,-0.016976
0.291602,0.004784,-0.002228,0.027272,0.033620,-0.012398,-0.016976
0.301711,0.004784,-0.002233,0.027323,0.033573,-0.012398,-0.016976
0.311765,0.004784,-0.002238,0.027379,0.033523,-0.012780,-0.016976
0.321819,0.004784,-0.002244,0.027435,0.033472,-0.012398,-0.016976
0.331836,0.004785,-0.002249,0.027496,0.033418,-0.012780,-0.016976
0.341901,0.004785,-0.002256,0.027561,0.033358,-0.012398,-0.016976
0.351965,0.004785,-0.002262,0.027631,0.033295,-0.012399,-0.016976
0.362030,0.004785,-0.002269,0.027705,0.033228,-0.012780,-0.016976
0.372092,0.004785,-0.002276,0.027780,0.033160,-0.012399,-0.016976
0.382148,0.004785,-0.002284,0.027864,0.033084,-0.012781,-0.016976
0.392203,0.004786,-0.002292,0.027948,0.033008,-0.012399,-0.016976
0.402256,0.004786,-0.002300,0.028037,0.032927,-0.012400,-0.016976
0.412309,0.004786,-0.002309,0.028131,0.032841,-0.012782,-0.016976
0.422362,0.004787,-0.002318,0.028231,0.032751,-0.012400,-0.016976
0.432425,0.004787,-0.002327,0.028335,0.032656,-0.012401,-0.016976
0.442487,0.004788,-0.002337,0.028444,0.032557,-0.012783,-0.016977
