t,ref,resp,err,eff
0.000000,-0.261799,-0.255398,0.006402,-0.119658
0.010053,-0.261799,-0.255398,0.006402,-0.153846
0.020093,-0.261799,-0.255398,0.006402,-0.168498
0.030146,-0.261799,-0.255398,0.006402,-0.168498
0.040198,-0.261799,-0.255016,0.006783,-0.139194
0.050251,-0.261799,-0.255398,0.006402,-0.158730
0.060283,-0.261799,-0.255398,0.006402,-0.158730
0.070336,-0.261799,-0.255398,0.006402,-0.173382
0.080397,-0.261799,-0.255398,0.006402,-0.144078
0.090451,-0.261799,-0.255016,0.006783,-0.163614
0.100503,-0.261799,-0.255398,0.006402,-0.139194
0.110553,-0.261799,-0.255398,0.006402,-0.144078
0.120615,-0.261799,-0.255398,0.006402,-0.168498
0.130675,-0.261799,-0.255398,0.006402,-0.173382
0.140737,-0.261799,-0.255016,0.006783,-0.173382
0.150792,-0.261799,-0.255398,0.006402,-0.134310
0.160846,-0.261799,-0.255398,0.006402,-0.153846
0.170898,-0.261799,-0.255398,0.006402,-0.158730
0.180988,-0.261799,-0.255398,0.006402,-0.144078
0.191040,-0.261799,-0.255398,0.006402,-0.158730
0.201093,-0.261799,-0.255398,0.006402,-0.119658
0.211146,-0.261799,-0.255016,0.006783,-0.139194
0.221198,-0.261799,-0.255016,0.006783,-0.148962
0.231252,-0.261799,-0.255398,0.006402,-0.124542
0.241306,-0.261799,-0.255398,0.006402,-0.158730
0.251359,-0.261799,-0.255016,0.006783,-0.158730
0.261412,-0.261799,-0.255398,0.006402,-0.158730
0.271463,-0.261799,-0.255398,0.006402,-0.134310
0.281515,-0.261799,-0.255398,0.006402,-0.153846
0.291567,-0.261799,-0.255398,0.006402,-0.134310
0.301619,-0.261799,-0.255398,0.006402,-0.163614
0.311670,-0.261799,-0.255398,0.006402,-0.139194
0.321722,-0.261799,-0.255016,0.006783,-0.163614
0.331773,-0.261799,-0.255016,0.006783,-0.163614
0.341826,-0.261799,-0.255398,0.006402,-0.109890
0.351877,-0.261799,-0.255398,0.006402,-0.114774
0.361930,-0.261799,-0.255398,0.006402,-0.153846
0.371983,-0.261799,-0.255398,0.006402,-0.119658
0.382036,-0.261799,-0.255398,0.006402,-0.134310
0.392089,-0.261799,-0.255398,0.006402,-0.124542
0.402140,-0.261799,-0.255016,0.006783,-0.153846
0.412200,-0.261799,-0.255398,0.006402,-0.129426
0.422254,-0.261799,-0.255016,0.006783,-0.158730
0.432306,-0.261799,-0.255398,0.006402,-0.144078
0.442358,-0.261799,-0.255398,0.006402,-0.158730
0.452413,-0.261799,-0.255016,0.006783,-0.148962
0.462466,-0.261799,-0.255016,0.006783,-0.158730
0.472520,-0.261799,-0.255398,0.006402,-0.158730
0.482572,-0.261799,-0.255016,0.006783,-0.158730
0.492623,-0.261799,-0.255398,0.006402,-0.129426
0.502675,-0.261799,-0.255398,0.006402,-0.148962
0.512728,-0.261799,-0.255398,0.006402,-0.168498
0.522780,-0.261799,-0.255398,0.006402,-0.148962
0.532831,-0.261799,-0.255016,0.006783,-0.158730
0.542883,-0.261799,-0.255016,0.006783,-0.148962
0.552933,-0.261799,-0.255398,0.006402,-0.153846
0.562985,-0.261799,-0.255398,0.006402,-0.158730
0.573035,-0.261799,-0.255398,0.006402,-0.158730
0.583085,-0.261799,-0.255398,0.006402,-0.173382
0.593149,-0.261799,-0.255398,0.006402,-0.148962
0.603214,-0.261799,-0.255398,0.006402,-0.173382
0.613277,-0.261799,-0.255016,0.006783,-0.158730
0.623329,-0.261799,-0.255016,0.006783,-0.148962
0.633382,-0.261799,-0.255016,0.006783,-0.144078
0.643434,-0.261799,-0.255016,0.006783,-0.129426
0.653489,-0.261799,-0.255016,0.006783,-0.134310
0.663544,-0.261799,-0.255398,0.006402,-0.158730
0.673597,-0.261799,-0.255016,0.006783,-0.148962
0.683651,-0.261799,-0.255398,0.006402,-0.183150
0.693715,-0.261799,-0.255398,0.006402,-0.163614
0.703769,-0.261799,-0.255016,0.006783,-0.139194
0.713830,-0.261799,-0.255016,0.006783,-0.139194
0.723883,-0.261799,-0.255398,0.006402,-0.129426
0.733939,-0.261799,-0.255016,0.006783,-0.144078
0.743994,-0.261799,-0.255398,0.006402,-0.124542
0.754047,-0.261799,-0.255398,0.006402,-0.168498
0.764104,-0.261799,-0.255016,0.006783,-0.168498
0.774157,-0.261799,-0.255016,0.006783,-0.163614
0.784211,-0.261799,-0.255016,0.006783,-0.153846
0.794263,-0.261799,-0.255398,0.006402,-0.139194
0.804317,-0.261799,-0.255016,0.006783,-0.183150
0.814369,-0.261799,-0.255016,0.006783,-0.144078
0.824422,-0.261799,-0.255398,0.006402,-0.158730
0.834481,-0.261799,-0.255398,0.006402,-0.134310
0.844534,-0.261799,-0.255016,0.006783,-0.153846
0.854588,-0.261799,-0.255398,0.006402,-0.158730
0.864642,-0.261799,-0.255016,0.006783,-0.134310
0.874695,-0.261799,-0.255016,0.006783,-0.129426
0.884750,-0.261799,-0.255016,0.006783,-0.144078
0.894804,-0.261799,-0.255016,0.006783,-0.163614
0.904856,-0.261799,-0.255016,0.006783,-0.114774
0.914909,-0.261799,-0.255016,0.006783,-0.168498
0.924964,-0.261799,-0.255398,0.006402,-0.158730
0.935019,-0.261799,-0.255398,0.006402,-0.134310
0.945073,-0.261799,-0.255016,0.006783,-0.168498
0.955237,-0.261799,-0.255016,0.006783,-0.114774
0.965291,-0.261799,-0.255016,0.006783,-0.148962
0.975348,-0.261799,-0.255398,0.006402,-0.148962
0.985402,-0.261799,-0.255398,0.006402,-0.168498
0.995456,-0.261799,-0.255398,0.006402,-0.144078
1.005514,-0.260356,-0.255016,0.005339,-0.153846
1.015567,-0.257724,-0.255398,0.002326,-0.134310
1.025621,-0.255092,-0.255016,0.000075,-0.158730
1.035673,-0.252460,-0.255016,-0.002556,-0.095238
1.045726,-0.249828,-0.255016,-0.005188,-0.061050
1.055778,-0.247197,-0.254635,-0.007438,-0.051282
1.065830,-0.244565,-0.254635,-0.010070,0.002442
1.075882,-0.241933,-0.254253,-0.012320,0.002442
1.085934,-0.239302,-0.253491,-0.014189,0.031746
1.095987,-0.236670,-0.253491,-0.016820,0.041514
1.106035,-0.234040,-0.252728,-0.018688,0.070818
1.116090,-0.231407,-0.252346,-0.020939,0.095238
1.126144,-0.228775,-0.251583,-0.022808,0.109890
1.136198,-0.226143,-0.250820,-0.024677,0.109890
1.146252,-0.223511,-0.249676,-0.026165,0.134310
1.156308,-0.220878,-0.248531,-0.027653,0.100122
1.166361,-0.218246,-0.247387,-0.029141,0.124542
1.176416,-0.215614,-0.246624,-0.031010,0.129426
1.186470,-0.212982,-0.245098,-0.032116,0.139194
1.196523,-0.210350,-0.243954,-0.033604,0.183150
1.206577,-0.207718,-0.242809,-0.035091,0.183150
1.216630,-0.205086,-0.241665,-0.036579,0.173382
1.226684,-0.202454,-0.240520,-0.038067,0.207570
1.236737,-0.199822,-0.238613,-0.038791,0.178266
1.246791,-0.197190,-0.237469,-0.040279,0.188034
1.256848,-0.194557,-0.235943,-0.041386,0.227106
1.266903,-0.191924,-0.234798,-0.042874,0.241758
