t_epoch,t_rel_s,can_id_hex,dlc,data_hex
1784615977.647674,0.000000,0x01,8,047BFF7FE78007FF
1784615977.647851,0.000177,0x02,8,03D7CB802F81682F
1784615977.648052,0.000378,0x03,8,028FFF80368168DF
1784615977.648153,0.000479,0x01,8,207FE67FF7FF6872
1784615977.648257,0.000583,0x02,8,20801B81083C6A75
1784615977.648346,0.000672,0x04,8,80117FE0F5666774
1784615977.648477,0.000803,0x05,8,7FB88000511997FF
1784615977.648574,0.000900,0x03,8,20801F8098CC6A74
1784615977.648702,0.001028,0x04,8,1480107FF7731D1C
1784615977.648824,0.001150,0x06,8,7FCF8000CCCCC7FF
1784615977.649074,0.001400,0x05,8,157FB07FE804151E
1784615977.649199,0.001525,0x06,8,167FC77FE80A1420
1784615977.651775,0.004101,0x01,8,047BFF7FE78007FF
1784615977.651976,0.004302,0x02,8,03D7CB803181782F
1784615977.652075,0.004401,0x01,8,207FE67FF80A6872
1784615977.652226,0.004552,0x03,8,028FFF80388178DF
1784615977.652393,0.004719,0x04,8,80117FE0F5666774
1784615977.652476,0.004802,0x02,8,20801D8148476A75
1784615977.652578,0.004904,0x03,8,20802080B8D36A74
1784615977.652703,0.005029,0x05,8,7FB88000511997FF
1784615977.652851,0.005177,0x04,8,1480107FF7701D1C
1784615977.652949,0.005275,0x06,8,7FCF8000CCCCC7FF
1784615977.653199,0.005525,0x05,8,157FB17FE803151E
1784615977.653299,0.005625,0x06,8,167FC78038041420
1784615977.655798,0.008124,0x01,8,047BFF7FE78007FF
1784615977.655999,0.008325,0x02,8,03D7CB803381782F
1784615977.656091,0.008417,0x01,8,207FE67FF7F46872
1784615977.656257,0.008583,0x03,8,028FFF803B8178DF
1784615977.656423,0.008749,0x04,8,80117FE0F5666774
1784615977.656499,0.008825,0x02,8,20801E8158486A75
1784615977.656623,0.008949,0x03,8,2080218088D06A74
1784615977.656723,0.009049,0x05,8,7FB88000511997FF
1784615977.656882,0.009208,0x06,8,7FCF8000CCCCC7FF
1784615977.656922,0.009248,0x04,8,1480107FF76F1D1C
1784615977.657229,0.009555,0x05,8,157FB1800800151E
1784615977.657352,0.009678,0x06,8,167FC77FE80A1420
1784615977.659826,0.012152,0x01,8,047BFF7FE78007FF
1784615977.660025,0.012351,0x02,8,03D7CB803581882F
1784615977.660155,0.012481,0x01,8,207FE67FE7FE6872
1784615977.660274,0.012600,0x03,8,028FFF803D8188DF
1784615977.660450,0.012776,0x04,8,80117FE0F5666774
1784615977.660524,0.012850,0x02,8,20802081183C6A75
1784615977.660673,0.012999,0x05,8,7FB98000511997FF
1784615977.660721,0.013047,0x03,8,2080228098C96A74
1784615977.660882,0.013208,0x06,8,7FCF8000CCCCC7FF
1784615977.660923,0.013249,0x04,8,1480107FF7721D1C
1784615977.661249,0.013575,0x05,8,157FB07FC803151E
1784615977.661373,0.013699,0x06,8,167FC67FD8121420
1784615977.663877,0.016203,0x01,8,047BFF7FE78007FF
1784615977.664104,0.016430,0x02,8,03D7CB803881882F
1784615977.664175,0.016501,0x01,8,207FE68007FC6872
1784615977.664324,0.016650,0x03,8,028FFF803F8188DF
1784615977.664500,0.016826,0x04,8,80117FE0F5666774
1784615977.664576,0.016902,0x02,8,20802281682C6A75
1784615977.664703,0.017029,0x03,8,2080238078D86A74
1784615977.664797,0.017123,0x05,8,7FB98000511997FF
1784615977.664924,0.017250,0x04,8,1480107FF7751D1C
1784615977.665047,0.017373,0x06,8,7FCF8000CCCCC7FF
1784615977.665297,0.017623,0x05,8,157FB1800803151E
1784615977.665399,0.017725,0x06,8,167FC77FB8071420
1784615977.667923,0.020249,0x01,8,047BFF7FE78007FF
1784615977.668172,0.020498,0x02,8,03D7CB803A81982F
1784615977.668225,0.020551,0x01,8,207FE68007FC6872
1784615977.668382,0.020708,0x03,8,028FFF80418198DF
1784615977.668548,0.020874,0x04,8,80117FE0F5666774
1784615977.668622,0.020948,0x02,8,20802581B8246A75
1784615977.668756,0.021082,0x03,8,2080248058DB6A74
1784615977.668848,0.021174,0x05,8,7FB98000511997FF
1784615977.668974,0.021300,0x04,8,1480107FF7721D1C
1784615977.669100,0.021426,0x06,8,7FCF8000CCCCC7FF
1784615977.669350,0.021676,0x05,8,157FB1800807151E
1784615977.669450,0.021776,0x06,8,167FC78018061420
1784615977.671975,0.024301,0x01,8,047BFF7FE78007FF
1784615977.672177,0.024503,0x02,8,03D7CB803C81982F
1784615977.672276,0.024602,0x01,8,207FE67FE8006872
1784615977.672400,0.024726,0x03,8,028FFF80448198DF
1784615977.672601,0.024927,0x04,8,80117FE0F5666774
1784615977.672647,0.024973,0x02,8,2080278198146A75
1784615977.672797,0.025123,0x03,8,20802580A8C56A74
1784615977.672890,0.025216,0x05,8,7FB98000511997FF
1784615977.673024,0.025350,0x06,8,7FCF8000CCCCC7FF
1784615977.673073,0.025399,0x04,8,1480107FF76F1D1C
1784615977.673381,0.025707,0x05,8,157FB1800805151E
1784615977.673510,0.025836,0x06,8,167FC77FE80D1420
1784615977.676024,0.028350,0x01,8,047BFF7FE78007FF
1784615977.676248,0.028574,0x02,8,03D7CB803F81A82F
1784615977.676325,0.028651,0x01,8,207FE68017F76872
1784615977.676478,0.028804,0x03,8,028FFF804681A8DF
1784615977.676649,0.028975,0x04,8,80117FE0F5666774
1784615977.676722,0.029048,0x02,8,20802981982B6A75
1784615977.676849,0.029175,0x03,8,20802680C8D96A74
1784615977.676931,0.029257,0x05,8,7FB98000511997FF
1784615977.677073,0.029399,0x06,8,7FCF8000CCCCC7FF
1784615977.677173,0.029499,0x04,8,1480107FF7731D1C
1784615977.677422,0.029748,0x05,8,157FB1801804151E
1784615977.677547,0.029873,0x06,8,167FC67FC8111420
1784615977.680074,0.032400,0x01,8,047BFF7FE88007FF
1784615977.680274,0.032600,0x02,8,03D7CB804181A82F
1784615977.680375,0.032701,0x01,8,207FE67FE8026872
1784615977.680520,0.032846,0x03,8,028FFF804981A8DF
1784615977.680724,0.033050,0x04,8,80117FE0F5666774
1784615977.680769,0.033095,0x02,8,20802C8208356A75
1784615977.680899,0.033225,0x05,8,7FBA8000511997FF
1784615977.680944,0.033270,0x03,8,20802780D8E76A74
1784615977.681172,0.033498,0x04,8,1480107FF7731D1C
1784615977.681258,0.033584,0x06,8,7FD08000CCCCC7FF
1784615977.681506,0.033832,0x05,8,157FB17FD802151E
1784615977.681623,0.033949,0x06,8,167FC77FE8071420
1784615977.684172,0.036498,0x01,8,047BFF7FE88007FF
1784615977.684350,0.036676,0x02,8,03D7CB804481B82F
1784615977.684427,0.036753,0x01,8,207FE68007FC6872
1784615977.684573,0.036899,0x03,8,028FFF804B81B8DF
1784615977.684747,0.037073,0x04,8,80117FE0F5666774
1784615977.684824,0.037150,0x02,8,20802F81D8256A75
1784615977.684948,0.037274,0x03,8,20802880C8D76A74
1784615977.685045,0.037371,0x05,8,7FBA8000511997FF
1784615977.685172,0.037498,0x04,8,1480107FF7701D1C
1784615977.685297,0.037623,0x06,8,7FD08000CCCCC7FF
1784615977.685547,0.037873,0x05,8,157FB17FE807151E
1784615977.685649,0.037975,0x06,8,167FC77FD8101420
1784615977.688172,0.040498,0x01,8,047BFF7FE88007FF
1784615977.688372,0.040698,0x02,8,03D7CB804681B82F
1784615977.688481,0.040807,0x01,8,207FE67FF8036872
1784615977.688631,0.040957,0x03,8,028FFF804E81B8DF
1784615977.688801,0.041127,0x04,8,80117FE0F5666774
1784615977.688871,0.041197,0x02,8,2080318138396A75
1784615977.688975,0.041301,0x03,8,20802980A8D76A74
1784615977.689100,0.041426,0x05,8,7FBA8000511997FF
1784615977.689257,0.041583,0x04,8,1480107FF7751D1C
1784615977.689350,0.041676,0x06,8,7FD08000CCCCC7FF
1784615977.689599,0.041925,0x05,8,157FB1800803151E
1784615977.689724,0.042050,0x06,8,167FC780080C1420
1784615977.692274,0.044600,0x01,8,047BFF7FE88007FF
1784615977.692510,0.044836,0x02,8,03D7CB804981C82F
1784615977.692596,0.044922,0x01,8,207FE67FF8006872
1784615977.692723,0.045049,0x03,8,028FFF805081C8DF
1784615977.692922,0.045248,0x04,8,80117FE0F5666774
1784615977.692974,0.045300,0x02,8,2080338168376A75
1784615977.693074,0.045400,0x03,8,20802A8108CD6A74
1784615977.693198,0.045524,0x05,8,7FBA8000511997FF
1784615977.693354,0.045680,0x04,8,1480107FF7751D1C
1784615977.693448,0.045774,0x06,8,7FD08000CCCCC7FF
1784615977.693699,0.046025,0x05,8,157FB17FF803151E
1784615977.693798,0.046124,0x06,8,167FC77FE80F1420
1784615977.696297,0.048623,0x01,8,047BFF7FE88007FF
1784615977.696507,0.048833,0x02,8,03D7CB804C81C82F
1784615977.696659,0.048985,0x01,8,207FE67FF7F96872
1784615977.696760,0.049086,0x03,8,028FFF805381C8DF
1784615977.696926,0.049252,0x04,8,80117FE0F5666774
1784615977.696998,0.049324,0x02,8,2080368178336A75
1784615977.697172,0.049498,0x05,8,7FBA8000511997FF
1784615977.697220,0.049546,0x03,8,20802C8138C76A74
1784615977.697372,0.049698,0x06,8,7FD08000CCCCC7FF
1784615977.697417,0.049743,0x04,8,1480107FF7711D1C
1784615977.697726,0.050052,0x05,8,157FB1802802151E
1784615977.697850,0.050176,0x06,8,167FC77FD8071420
1784615977.700350,0.052676,0x01,8,047BFF7FE88007FF
1784615977.700552,0.052878,0x02,8,03D7CB804F81D82F
1784615977.700648,0.052974,0x01,8,207FE67FF8046872
1784615977.700798,0.053124,0x03,8,028FFF805681D8DF
1784615977.701006,0.053332,0x04,8,80117FE0F5666774
1784615977.701047,0.053373,0x02,8,2080388178336A75
1784615977.701152,0.053478,0x03,8,20802E8158CF6A74
1784615977.701297,0.053623,0x05,8,7FBB8000511997FF
1784615977.701448,0.053774,0x06,8,7FD08000CCCCC7FF
1784615977.701496,0.053822,0x04,8,1480107FF7701D1C
1784615977.701773,0.054099,0x05,8,157FB1800800151E
1784615977.701898,0.054224,0x06,8,167FC780280D1420
1784615977.704475,0.056801,0x01,8,047BFF7FE88007FF
1784615977.704672,0.056998,0x02,8,03D7CB805181D82F
1784615977.704798,0.057124,0x01,8,207FE67FF80F6872
1784615977.704922,0.057248,0x03,8,028FFF805981D8DF
1784615977.705047,0.057373,0x04,8,80117FE0F5666774
1784615977.705151,0.057477,0x02,8,20803B81E83C6A75
1784615977.705296,0.057622,0x05,8,7FBB8000511997FF
1784615977.705347,0.057673,0x03,8,20803080E8D76A74
1784615977.705475,0.057801,0x06,8,7FD18000CCCCC7FF
1784615977.705523,0.057849,0x04,8,1480107FF7701D1C
1784615977.705881,0.058207,0x05,8,157FB07FF807151E
1784615977.706006,0.058332,0x06,8,167FC77FE8191420
1784615977.708475,0.060801,0x01,8,047BFF7FE88007FF
1784615977.708672,0.060998,0x02,8,03D7CB805481E82F
1784615977.708782,0.061108,0x01,8,207FE67FF8056872
1784615977.708922,0.061248,0x03,8,028FFF805B81E8DF
1784615977.709073,0.061399,0x04,8,80117FE0F5666774
1784615977.709172,0.061498,0x02,8,20803E8218466A75
1784615977.709296,0.061622,0x03,8,20803180D8E66A74
1784615977.709398,0.061724,0x05,8,7FBB8010511997FF
1784615977.709547,0.061873,0x04,8,1480107FF7741D1C
1784615977.709641,0.061967,0x06,8,7FD18000CCCCC7FF
1784615977.709898,0.062224,0x05,8,157FB07FE809151E
1784615977.710006,0.062332,0x06,8,167FC77FF80E1420
1784615977.712573,0.064899,0x01,8,047BFF7FE88007FF
1784615977.712797,0.065123,0x02,8,03D7CB805781E82F
1784615977.712880,0.065206,0x01,8,207FE67FF8056872
1784615977.713023,0.065349,0x03,8,028FFF805E81E8DF
1784615977.713274,0.065600,0x04,8,80107FE0F5666774
1784615977.713306,0.065632,0x02,8,20804181D8276A75
1784615977.713399,0.065725,0x03,8,2080338118D56A74
1784615977.713500,0.065826,0x05,8,7FBB8010511997FF
1784615977.713648,0.065974,0x04,8,1480107FF7751D1C
1784615977.713758,0.066084,0x06,8,7FD18000CCCCC7FF
1784615977.714006,0.066332,0x05,8,157FB1805801151E
1784615977.714099,0.066425,0x06,8,167FC77FF8101420
1784615977.716599,0.068925,0x01,8,047BFF7FE88007FF
1784615977.716796,0.069122,0x02,8,03D7CB805A81F82F
1784615977.716959,0.069285,0x01,8,207FE67FF7FD6872
1784615977.717046,0.069372,0x03,8,028FFF806181F8DF
1784615977.717256,0.069582,0x04,8,80107FE0F5666774
1784615977.717300,0.069626,0x02,8,20804381D8446A75
1784615977.717447,0.069773,0x03,8,20803480E8DB6A74
1784615977.717527,0.069853,0x05,8,7FBC8010511997FF
1784615977.717671,0.069997,0x06,8,7FD18000CCCCC7FF
1784615977.717724,0.070050,0x04,8,1480107FF7751D1C
1784615977.718022,0.070348,0x05,8,157FB1803804151E
1784615977.718171,0.070497,0x06,8,167FC780080D1420
1784615977.720648,0.072974,0x01,8,047BFF7FE88007FF
1784615977.720849,0.073175,0x02,8,03D7CB805D81F82F
1784615977.720935,0.073261,0x01,8,207FE68018036872
1784615977.721073,0.073399,0x03,8,028FFF806481F8DF
1784615977.721274,0.073600,0x04,8,80107FE0F5666774
1784615977.721324,0.073650,0x02,8,20804781F8276A75
1784615977.721475,0.073801,0x03,8,20803680E8CA6A74
1784615977.721561,0.073887,0x05,8,7FBC8010511997FF
1784615977.721700,0.074026,0x06,8,7FD18000CCCCC7FF
1784615977.721746,0.074072,0x04,8,1480107FF7741D1C
1784615977.722046,0.074372,0x05,8,157FB1802804151E
1784615977.722171,0.074497,0x06,8,167FC780080C1420
1784615977.724699,0.077025,0x01,8,047BFF7FE88007FF
1784615977.724898,0.077224,0x02,8,03D7CB806082082F
1784615977.725172,0.077498,0x03,8,028FFF80678208DF
1784615977.725224,0.077550,0x01,8,207FE67FF7FF6872
1784615977.725259,0.077585,0x02,8,20804A82280B6A75
1784615977.725398,0.077724,0x04,8,80107FE0F5666774
1784615977.725546,0.077872,0x05,8,7FBC8010511997FF
1784615977.725623,0.077949,0x03,8,2080378108CD6A74
1784615977.725772,0.078098,0x06,8,7FD18000CCCCC7FF
1784615977.725822,0.078148,0x04,8,1480107FF7701D1C
1784615977.726171,0.078497,0x05,8,157FB1801805151E
1784615977.726251,0.078577,0x06,8,167FC77FF8181420
1784615977.728798,0.081124,0x01,8,047BFF7FE88007FF
1784615977.728996,0.081322,0x02,8,03D7CB806382082F
1784615977.729107,0.081433,0x01,8,207FE68007FD6872
1784615977.729256,0.081582,0x03,8,028FFF806A8208DF
1784615977.729448,0.081774,0x04,8,80107FE0F5666774
1784615977.729502,0.081828,0x02,8,20804D82B8166A75
1784615977.729640,0.081966,0x03,8,2080398128C66A74
1784615977.729724,0.082050,0x05,8,7FBC8010511997FF
1784615977.729880,0.082206,0x06,8,7FD18000CCCCC7FF
1784615977.729921,0.082247,0x04,8,1480107FF76F1D1C
1784615977.730224,0.082550,0x05,8,157FB1802808151E
1784615977.730349,0.082675,0x06,8,167FC78008141420
1784615977.732823,0.085149,0x01,8,047BFF7FE98007FF
1784615977.733023,0.085349,0x02,8,03D7CB806682182F
1784615977.733151,0.085477,0x01,8,207FE68018026872
1784615977.733272,0.085598,0x03,8,028FFF806D8218DF
1784615977.733447,0.085773,0x04,8,80107FE0F5666774
1784615977.733523,0.085849,0x02,8,2080518218216A75
1784615977.733648,0.085974,0x03,8,20803B8158D56A74
1784615977.733781,0.086107,0x05,8,7FBD8010511997FF
1784615977.733848,0.086174,0x06,8,7FD28000CCCCC7FF
1784615977.733894,0.086220,0x04,8,1480107FF76F1D1C
1784615977.734255,0.086581,0x05,8,157FB1800805151E
1784615977.734370,0.086696,0x06,8,167FC78038081420
1784615977.736849,0.089175,0x01,8,047BFF7FE98007FF
1784615977.737073,0.089399,0x02,8,03D7CB806982182F
1784615977.737210,0.089536,0x01,8,207FE67FF7FC6872
1784615977.737322,0.089648,0x03,8,028FFF80708218DF
1784615977.737474,0.089800,0x04,8,80107FE0F5666774
1784615977.737576,0.089902,0x02,8,2080548258396A75
1784615977.737723,0.090049,0x05,8,7FBD8010511997FF
1784615977.737774,0.090100,0x03,8,20803D8198CD6A74
1784615977.737921,0.090247,0x06,8,7FD28000CCCCC7FF
1784615977.737974,0.090300,0x04,8,1480107FF7761D1C
1784615977.738272,0.090598,0x05,8,157FB17FC805151E
1784615977.738398,0.090724,0x06,8,167FC780080F1420
1784615977.740921,0.093247,0x01,8,047BFF7FE98007FF
1784615977.741171,0.093497,0x02,8,03D7CB806C82282F
