t,px,py,pz,qw,qx,qy,qz
0.000000,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.010060,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.020114,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.030165,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.040229,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.050283,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.060347,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.070411,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.080473,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.090536,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.100600,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.110755,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.120812,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.130864,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.140924,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.150984,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.161037,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.171101,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.181167,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.191228,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.201283,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.211346,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.221414,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.231469,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.241522,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.251574,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.261626,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.271678,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.281731,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.291785,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.301837,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.311888,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.321942,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.331994,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.342046,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.352099,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.362151,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.372204,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.382233,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.392294,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.402354,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.412417,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.422471,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.432523,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.442575,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.452626,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.462679,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.472741,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.482808,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.492872,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.502925,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.513028,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.523081,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.533133,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.543185,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.553226,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.563285,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.573346,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.583413,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.593477,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.603537,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.613600,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.623661,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.633714,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.643766,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.653818,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.663870,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.673921,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.683976,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.694029,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.704080,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.714132,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.724226,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.734280,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.744334,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.754397,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.764456,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.774517,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.784582,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.794642,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.804699,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.814752,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.824803,0.142259,-0.050074,0.296865,0.981183,-0.018451,-0.092197,-0.168637
0.834865,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.844928,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.854987,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.865050,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
0.875110,0.142249,-0.050070,0.296997,0.981166,-0.018483,-0.092384,-0.168635
