t,ex,ey,ez,e_pos,e_ang
0.000000,0.001664,0.001099,-0.014339,0.014477,0.074146
0.010060,0.001664,0.001099,-0.014339,0.014477,0.074146
0.020114,0.001664,0.001099,-0.014339,0.014477,0.074146
0.030165,0.001664,0.001099,-0.014339,0.014477,0.074146
0.040229,0.001664,0.001099,-0.014339,0.014477,0.074146
0.050283,0.001664,0.001099,-0.014339,0.014477,0.074146
0.060347,0.001664,0.001099,-0.014339,0.014477,0.074146
0.070411,0.001664,0.001099,-0.014339,0.014477,0.074146
0.080473,0.001664,0.001099,-0.014339,0.014477,0.074146
0.090536,0.001664,0.001099,-0.014339,0.014477,0.074146
0.100600,0.001664,0.001099,-0.014339,0.014477,0.074146
0.110755,0.001664,0.001099,-0.014339,0.014477,0.074146
0.120812,0.001664,0.001099,-0.014339,0.014477,0.074146
0.130864,0.001664,0.001099,-0.014339,0.014477,0.074146
0.140924,0.001664,0.001099,-0.014339,0.014477,0.074146
0.150984,0.001664,0.001099,-0.014339,0.014477,0.074146
0.161037,0.001664,0.001099,-0.014339,0.014477,0.074146
0.171101,0.001664,0.001099,-0.014339,0.014477,0.074146
0.181167,0.001664,0.001099,-0.014339,0.014477,0.074146
0.191228,0.001664,0.001099,-0.014339,0.014477,0.074146
0.201283,0.001664,0.001099,-0.014339,0.014477,0.074146
0.211346,0.001664,0.001099,-0.014339,0.014477,0.074146
0.221414,0.001664,0.001099,-0.014339,0.014477,0.074146
0.231469,0.001664,0.001099,-0.014339,0.014477,0.074146
0.241522,0.001664,0.001099,-0.014339,0.014477,0.074146
0.251574,0.001664,0.001099,-0.014339,0.014477,0.074146
0.261626,0.001664,0.001099,-0.014339,0.014477,0.074146
0.271678,0.001664,0.001099,-0.014339,0.014477,0.074146
0.281731,0.001664,0.001099,-0.014345,0.014483,0.074146
0.291785,0.001664,0.001099,-0.014357,0.014495,0.074146
0.301837,0.001664,0.001099,-0.014370,0.014507,0.074146
0.311888,0.001664,0.001099,-0.014384,0.014521,0.074146
0.321942,0.001664,0.001099,-0.014397,0.014535,0.074146
0.331994,0.001664,0.001099,-0.014413,0.014550,0.074146
0.342046,0.001664,0.001099,-0.014429,0.014566,0.074146
0.352099,0.001664,0.001099,-0.014446,0.014583,0.074146
0.362151,0.001664,0.001099,-0.014465,0.014601,0.074146
0.372204,0.001664,0.001099,-0.014483,0.014620,0.074146
0.382233,0.001664,0.001099,-0.014504,0.014640,0.074146
0.392294,0.001664,0.001099,-0.014525,0.014661,0.074146
0.402354,0.001665,0.001099,-0.014547,0.014683,0.074146
0.412417,0.001665,0.001099,-0.014570,0.014706,0.074146
0.422471,0.001665,0.001099,-0.014595,0.014731,0.074146
0.432523,0.001665,0.001099,-0.014621,0.014756,0.074146
0.442575,0.001665,0.001099,-0.014648,0.014783,0.074146
0.452626,0.001665,0.001099,-0.014677,0.014812,0.074146
