t,ref,resp,err
0.000000,-0.610865,-0.570115,0.040750
0.010063,-0.610865,-0.570115,0.040750
0.020126,-0.610865,-0.570115,0.040750
0.030179,-0.610865,-0.570115,0.040750
0.040232,-0.610865,-0.570115,0.040750
0.050284,-0.610865,-0.570115,0.040750
0.060337,-0.610865,-0.570115,0.040750
0.070398,-0.610865,-0.570115,0.040750
0.080463,-0.610865,-0.570115,0.040750
0.090525,-0.610865,-0.570115,0.040750
0.100588,-0.610865,-0.570115,0.040750
0.110651,-0.610865,-0.570115,0.040750
0.120712,-0.610865,-0.570115,0.040750
0.130773,-0.610865,-0.570115,0.040750
0.140837,-0.610865,-0.570115,0.040750
0.150899,-0.610865,-0.570115,0.040750
0.160952,-0.610865,-0.570115,0.040750
0.171016,-0.610865,-0.570115,0.040750
0.181042,-0.610865,-0.570115,0.040750
0.191095,-0.610865,-0.570115,0.040750
0.201156,-0.610865,-0.570115,0.040750
0.211219,-0.610865,-0.570115,0.040750
0.221282,-0.610865,-0.570115,0.040750
0.231344,-0.610865,-0.570115,0.040750
0.241397,-0.610865,-0.570115,0.040750
0.251460,-0.610865,-0.570115,0.040750
0.261516,-0.610865,-0.570115,0.040750
0.271569,-0.610865,-0.570115,0.040750
0.281621,-0.610865,-0.570115,0.040750
0.291684,-0.610865,-0.570115,0.040750
0.301748,-0.610865,-0.570115,0.040750
0.311809,-0.610865,-0.570115,0.040750
0.321870,-0.610865,-0.570115,0.040750
0.331935,-0.610865,-0.570115,0.040750
0.341966,-0.610865,-0.570115,0.040750
0.352007,-0.610865,-0.570115,0.040750
0.362071,-0.610865,-0.570115,0.040750
0.372136,-0.610865,-0.570115,0.040750
0.382198,-0.610865,-0.570115,0.040750
0.392261,-0.610865,-0.570115,0.040750
0.402325,-0.610865,-0.570115,0.040750
0.412389,-0.610865,-0.570115,0.040750
0.422451,-0.610865,-0.570115,0.040750
0.432514,-0.610865,-0.570115,0.040750
0.442578,-0.610865,-0.570115,0.040750
0.452639,-0.610865,-0.570115,0.040750
0.462702,-0.610865,-0.570115,0.040750
0.472766,-0.610865,-0.570115,0.040750
0.482830,-0.610865,-0.570115,0.040750
0.492891,-0.610865,-0.570115,0.040750
0.502943,-0.610865,-0.570115,0.040750
0.512956,-0.610865,-0.570115,0.040750
0.523015,-0.610865,-0.570115,0.040750
0.533073,-0.610865,-0.570115,0.040750
0.543126,-0.610865,-0.570115,0.040750
0.553178,-0.610865,-0.570115,0.040750
0.563230,-0.610865,-0.570115,0.040750
0.573282,-0.610865,-0.570115,0.040750
0.583333,-0.610865,-0.570115,0.040750
0.593387,-0.610865,-0.570115,0.040750
0.603439,-0.610865,-0.570115,0.040750
0.613492,-0.610865,-0.570115,0.040750
0.623557,-0.610865,-0.570115,0.040750
0.633609,-0.610865,-0.570115,0.040750
0.643662,-0.610865,-0.570115,0.040750
0.653713,-0.610865,-0.570115,0.040750
0.663766,-0.610865,-0.570115,0.040750
0.673818,-0.610865,-0.570115,0.040750
0.683875,-0.610865,-0.570115,0.040750
0.693927,-0.610865,-0.570115,0.040750
0.703954,-0.610865,-0.570115,0.040750
0.714006,-0.610865,-0.570115,0.040750
0.724060,-0.610865,-0.570115,0.040750
0.734112,-0.610865,-0.570115,0.040750
0.744164,-0.610865,-0.570115,0.040750
0.754217,-0.610865,-0.570115,0.040750
0.764271,-0.610865,-0.570115,0.040750
0.774325,-0.610865,-0.570115,0.040750
0.784378,-0.610865,-0.570115,0.040750
0.794431,-0.610865,-0.570115,0.040750
0.804482,-0.610865,-0.570115,0.040750
0.814534,-0.610865,-0.570115,0.040750
0.824587,-0.610865,-0.570115,0.040750
0.834639,-0.610865,-0.570115,0.040750
0.844691,-0.610865,-0.570115,0.040750
0.854743,-0.610865,-0.570115,0.040750
0.864795,-0.610865,-0.570115,0.040750
0.874853,-0.610865,-0.570115,0.040750
0.884904,-0.610865,-0.570115,0.040750
0.894955,-0.610865,-0.570115,0.040750
0.905007,-0.610865,-0.570115,0.040750
0.915059,-0.610865,-0.570115,0.040750
0.925111,-0.610865,-0.570115,0.040750
0.935164,-0.610865,-0.570115,0.040750
0.945216,-0.610865,-0.570115,0.040750
0.955267,-0.610865,-0.570115,0.040750
0.965320,-0.610865,-0.570115,0.040750
0.975372,-0.610865,-0.570115,0.040750
0.985424,-0.610865,-0.570115,0.040750
0.995476,-0.610865,-0.570115,0.040750
1.005528,-0.587709,-0.570115,0.017594
1.015580,-0.545605,-0.570115,-0.024510
1.025632,-0.503497,-0.570115,-0.066618
1.035684,-0.461392,-0.569734,-0.108342
