t,q1,q2,q3,q4,q5,q6
0.000000,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.010060,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.020114,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.030165,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.040229,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.050283,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.060347,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.070411,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.080473,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.090536,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.100600,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.110755,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.120812,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.130864,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.140924,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.150984,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.161037,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.171101,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.181167,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.191228,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.201283,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.211346,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.221414,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.231469,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.241522,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.251574,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.261626,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.271678,0.010888,-0.004891,0.029870,0.048562,-0.001717,-0.005531
0.281731,0.010888,-0.004894,0.029895,0.048540,-0.001717,-0.005531
0.291785,0.010888,-0.004898,0.029942,0.048497,-0.001717,-0.005531
0.301837,0.010888,-0.004903,0.029993,0.048451,-0.001717,-0.005531
0.311888,0.010888,-0.004909,0.030049,0.048401,-0.001717,-0.005531
0.321942,0.010888,-0.004914,0.030105,0.048350,-0.001717,-0.005531
0.331994,0.010888,-0.004920,0.030166,0.048295,-0.001717,-0.005531
0.342046,0.010888,-0.004926,0.030231,0.048236,-0.001717,-0.005532
0.352099,0.010888,-0.004933,0.030301,0.048173,-0.001717,-0.005532
0.362151,0.010889,-0.004940,0.030375,0.048105,-0.001717,-0.005532
0.372204,0.010889,-0.004947,0.030450,0.048038,-0.001718,-0.005532
0.382233,0.010889,-0.004954,0.030534,0.047962,-0.001718,-0.005532
0.392294,0.010889,-0.004962,0.030618,0.047885,-0.001718,-0.005532
0.402354,0.010890,-0.004971,0.030707,0.047804,-0.001718,-0.005532
0.412417,0.010890,-0.004979,0.030802,0.047719,-0.001719,-0.005532
0.422471,0.010890,-0.004988,0.030901,0.047628,-0.001719,-0.005532
0.432523,0.010891,-0.004998,0.031005,0.047534,-0.001720,-0.005532
0.442575,0.010891,-0.005007,0.031114,0.047434,-0.001720,-0.005532
0.452626,0.010892,-0.005017,0.031229,0.047330,-0.001721,-0.005532
0.462679,0.010893,-0.005028,0.031348,0.047221,-0.001721,-0.005533
0.472741,0.010894,-0.005039,0.031472,0.047108,-0.001722,-0.005533
0.482808,0.010894,-0.005050,0.031602,0.046989,-0.001723,-0.005533
0.492872,0.010895,-0.005061,0.031737,0.046866,-0.001724,-0.005533
0.502925,0.010897,-0.005073,0.031877,0.046737,-0.001725,-0.005534
0.513028,0.010898,-0.005085,0.032023,0.046604,-0.001726,-0.005534
0.523081,0.010899,-0.005098,0.032174,0.046465,-0.001728,-0.005534
0.533133,0.010901,-0.005110,0.032331,0.046320,-0.001729,-0.005535
0.543185,0.010903,-0.005123,0.032494,0.046171,-0.001731,-0.005535
0.553226,0.010904,-0.005137,0.032662,0.046015,-0.001733,-0.005536
0.563285,0.010907,-0.005150,0.032837,0.045854,-0.001735,-0.005536
0.573346,0.010909,-0.005164,0.033017,0.045687,-0.001737,-0.005537
0.583413,0.010911,-0.005178,0.033208,0.045511,-0.001740,-0.005538
0.593477,0.010914,-0.005192,0.033400,0.045333,-0.001742,-0.005538
0.603537,0.010917,-0.005206,0.033599,0.045149,-0.001745,-0.005539
0.613600,0.010921,-0.005221,0.033808,0.044954,-0.001748,-0.005540
0.623661,0.010924,-0.005235,0.034023,0.044754,-0.001752,-0.005541
0.633714,0.010928,-0.005250,0.034239,0.044552,-0.001756,-0.005542
0.643766,0.010932,-0.005265,0.034468,0.044339,-0.001760,-0.005543
0.653818,0.010937,-0.005280,0.034702,0.044119,-0.001764,-0.005544
0.663870,0.010942,-0.005295,0.034943,0.043893,-0.001769,-0.005545
0.673921,0.010947,-0.005310,0.035190,0.043661,-0.001774,-0.005547
0.683976,0.010953,-0.005324,0.035444,0.043421,-0.001780,-0.005548
0.694029,0.010959,-0.005339,0.035706,0.043175,-0.001786,-0.005550
0.704080,0.010966,-0.005354,0.035978,0.042917,-0.001792,-0.005552
0.714132,0.010973,-0.005368,0.036252,0.042657,-0.001799,-0.005554
0.724226,0.010981,-0.005383,0.036539,0.042385,-0.001807,-0.005556
0.734280,0.010990,-0.005397,0.036832,0.042106,-0.001815,-0.005558
0.744334,0.010999,-0.005410,0.037131,0.041820,-0.001824,-0.005560
0.754397,0.011008,-0.005424,0.037438,0.041527,-0.001833,-0.005563
0.764456,0.011018,-0.005437,0.037752,0.041226,-0.001843,-0.005565
0.774517,0.011029,-0.005449,0.038074,0.040916,-0.001853,-0.005568
0.784582,0.011041,-0.005461,0.038404,0.040599,-0.001865,-0.005571
0.794642,0.011054,-0.005473,0.038364,0.040268,-0.001877,-0.005574
0.804699,0.011067,-0.005484,0.038708,0.039935,-0.001889,-0.005578
0.814752,0.011081,-0.005494,0.039065,0.039589,-0.001903,-0.005581
0.824803,0.011096,-0.005504,0.039811,0.039234,-0.001918,-0.005585
0.834865,0.011112,-0.005513,0.039800,0.038872,-0.001933,-0.005589
0.844928,0.011129,-0.005520,0.040180,0.038501,-0.001949,-0.005594
0.854987,0.011146,-0.005527,0.040567,0.038120,-0.001966,-0.005598
0.865050,0.011185,-0.005538,0.041367,0.037331,-0.002004,-0.005608
0.875110,0.011207,-0.005542,0.041780,0.036922,-0.002025,-0.005614
0.885175,0.011229,-0.005545,0.042205,0.036499,-0.002046,-0.005620
0.895238,0.011253,-0.005546,0.042633,0.036073,-0.002069,-0.005626
0.905297,0.011278,-0.005546,0.043075,0.035631,-0.002093,-0.005632
0.915360,0.011304,-0.005544,0.043138,0.035184,-0.002119,-0.005639
0.925423,0.011332,-0.005541,0.043597,0.034722,-0.002146,-0.005646
0.935483,0.011361,-0.005536,0.044064,0.034251,-0.002174,-0.005654
0.945544,0.011392,-0.005529,0.044157,0.033769,-0.002204,-0.005662
0.955604,0.011425,-0.005521,0.044640,0.033277,-0.002235,-0.005670
0.965666,0.011459,-0.005511,0.044751,0.032775,-0.002268,-0.005679
0.975726,0.011494,-0.005498,0.044871,0.032261,-0.002303,-0.005688
0.985779,0.011532,-0.005484,0.045000,0.031736,-0.002339,-0.005698
0.995832,0.011572,-0.005467,0.045519,0.031200,-0.002377,-0.005708
1.005883,0.011613,-0.005448,0.046047,0.030653,-0.002417,-0.005719
1.015944,0.011656,-0.005426,0.046204,0.030094,-0.002459,-0.005730
1.025996,0.011702,-0.005402,0.046369,0.029523,-0.002503,-0.005742
1.036050,0.011750,-0.005375,0.046925,0.028940,-0.002549,-0.005754
1.046101,0.011800,-0.005345,0.046727,0.028345,-0.002597,-0.005767
1.056161,0.011852,-0.005313,0.046920,0.027738,-0.002648,-0.005781
1.066213,0.011907,-0.005277,0.047123,0.027118,-0.002701,-0.005795
1.076218,0.011964,-0.005238,0.047334,0.026486,-0.002756,-0.005810
1.086229,0.012023,-0.005196,0.047555,0.025842,-0.002814,-0.005825
1.096280,0.012086,-0.005150,0.047785,0.025184,-0.002874,-0.005841
1.106333,0.012151,-0.005101,0.047643,0.024514,-0.002937,-0.005858
1.116385,0.012219,-0.005048,0.048274,0.023831,-0.003002,-0.005876
1.126438,0.012290,-0.004992,0.047769,0.023135,-0.003071,-0.005894
1.136490,0.012363,-0.004931,0.047655,0.022425,-0.003142,-0.005913
1.146543,0.012059,-0.004485,0.047169,0.021702,-0.003216,-0.005933
1.156594,0.012139,-0.004415,0.047073,0.020965,-0.003294,-0.005954
1.166647,0.012223,-0.004342,0.046606,0.020215,-0.003374,-0.005976
1.176706,0.012310,-0.004264,0.046529,0.019451,-0.003458,-0.005998
1.186772,0.012400,-0.004562,0.046461,0.018672,-0.003546,-0.006022
1.196833,0.012494,-0.004475,0.046022,0.017880,-0.003637,-0.006046
1.206891,0.012592,-0.004382,0.045591,0.017074,-0.003731,-0.006071
1.216958,0.012693,-0.004284,0.045551,0.016253,-0.003829,-0.006097
1.227020,0.012799,-0.004181,0.045139,0.015417,-0.003931,-0.006125
1.237079,0.012908,-0.004073,0.045114,0.014571,-0.004036,-0.006153
1.247203,0.012640,-0.003958,0.045104,0.013704,-0.004147,-0.006182
1.257263,0.012758,-0.003838,0.045098,0.012827,-0.004260,-0.006213
1.267324,0.012880,-0.003712,0.045102,0.011934,-0.004378,-0.006245
1.277383,0.013007,-0.003580,0.044735,0.011024,-0.004501,-0.006277
1.287446,0.012757,-0.003441,0.044377,0.010480,-0.004628,-0.006311
1.297505,0.012894,-0.003296,0.044029,0.009540,-0.004760,-0.006347
1.307567,0.013035,-0.003144,0.044070,0.008584,-0.004896,-0.006383
1.317632,0.012800,-0.002985,0.043739,0.007612,-0.005038,-0.006421
1.327693,0.012951,-0.002819,0.044179,0.006624,-0.005184,-0.006460
1.337754,0.013108,-0.002647,0.043861,0.005625,-0.005335,-0.006501
1.347815,0.012889,-0.002466,0.044322,0.004603,-0.005492,-0.006543
1.357875,0.012675,-0.002279,0.044022,0.003571,-0.005653,-0.006586
1.367929,0.012848,-0.002083,0.044114,0.002520,-0.005821,-0.006631
1.377990,0.012646,-0.001879,0.043834,0.001453,-0.005994,-0.006678
