t_epoch,t_rel_s,can_id_hex,dlc,data_hex
1784549102.920382,0.000000,0x01,8,047BFF7FFF7FF7FF
1784549102.920544,0.000162,0x02,8,03D7CB836781381E
1784549102.920666,0.000284,0x03,8,028FFF83668138D3
1784549102.920723,0.000341,0x04,8,7FFF7FF0F566677C
1784549102.920791,0.000409,0x05,8,7FFE7FF0511997FF
1784549102.920840,0.000458,0x01,8,2080037FE7ED6B75
1784549102.920916,0.000534,0x06,8,7FE28070CC1997FF
1784549102.920976,0.000594,0x02,8,2083458158286C79
1784549102.921265,0.000883,0x03,8,2083378178C17685
1784549102.921390,0.001008,0x04,8,147FFA7FF77F1F1D
1784549102.921640,0.001258,0x05,8,157FF47FF8051F1D
1784549102.924438,0.004056,0x01,8,047BFF7FFF7FF7FF
1784549102.924617,0.004235,0x02,8,03D7CB836981381E
1784549102.924699,0.004317,0x03,8,028FFF83688138D3
1784549102.924788,0.004406,0x04,8,7FFF7FF0F566677C
1784549102.924840,0.004458,0x05,8,7FFE7FF0511997FF
1784549102.924891,0.004509,0x06,8,7FE38070CC1997FF
1784549102.924943,0.004561,0x01,8,2080038007FF6B75
1784549102.924993,0.004611,0x02,8,20834681082E6C79
1784549102.925314,0.004932,0x03,8,2083398188C07684
1784549102.925413,0.005031,0x04,8,147FFA7FF77F1F1D
1784549102.925666,0.005284,0x05,8,157FF47FF8041F1D
1784549102.928478,0.008096,0x01,8,047BFF7FFF7FF7FF
1784549102.928617,0.008235,0x02,8,03D7CB836A81281E
1784549102.928742,0.008360,0x03,8,028FFF836A8128D3
1784549102.928787,0.008405,0x04,8,7FFF7FF0F566677C
1784549102.928862,0.008480,0x05,8,7FFE7FF0511997FF
1784549102.928917,0.008535,0x06,8,7FE48070CC1997FF
1784549102.928993,0.008611,0x01,8,2080038007F66B75
1784549102.929042,0.008660,0x02,8,20834880D8356C79
1784549102.929351,0.008969,0x03,8,20833B8148C27684
1784549102.929467,0.009085,0x04,8,147FFA80077F1F1D
1784549102.929723,0.009341,0x05,8,157FF47FF8051F1D
1784549102.932536,0.012154,0x01,8,047BFF7FFF7FF7FF
1784549102.932672,0.012290,0x02,8,03D7CB836C81281E
1784549102.932851,0.012469,0x03,8,028FFF836C8128D3
1784549102.932890,0.012508,0x04,8,7FFF7FF0F566677C
1784549102.932976,0.012594,0x05,8,7FFE7FF0511997FF
1784549102.933015,0.012633,0x06,8,7FE58070CC1997FF
1784549102.933101,0.012719,0x01,8,2080037FF7F96B75
1784549102.933140,0.012758,0x02,8,20834981082C6C79
1784549102.933417,0.013035,0x03,8,20833D8128C47684
1784549102.933515,0.013133,0x04,8,147FFA80077F1F1D
1784549102.933766,0.013384,0x05,8,157FF47FF8061F1D
1784549102.936547,0.016165,0x01,8,047BFF7FFF7FF7FF
1784549102.936674,0.016292,0x02,8,03D7CB836E81181E
1784549102.936851,0.016469,0x03,8,028FFF836E8118D3
1784549102.936943,0.016561,0x04,8,7FFF7FF0F566677C
1784549102.936989,0.016607,0x05,8,7FFE7FF0511997FF
1784549102.937068,0.016686,0x06,8,7FE78060CC1997FF
1784549102.937118,0.016736,0x01,8,2080037FF8076B75
1784549102.937167,0.016785,0x02,8,20834B8108336C79
1784549102.937417,0.017035,0x03,8,20833F8158C67685
1784549102.937542,0.017160,0x04,8,147FFA7FF77F1F1D
1784549102.937768,0.017386,0x05,8,157FF47FF8061F1D
1784549102.940619,0.020237,0x01,8,047BFF7FFF7FF7FF
1784549102.940755,0.020373,0x02,8,03D7CB837081181E
1784549102.940928,0.020546,0x03,8,028FFF836F8118D3
1784549102.940967,0.020585,0x04,8,7FFF7FF0F566677C
1784549102.941042,0.020660,0x05,8,7FFE7FF0511997FF
1784549102.941090,0.020708,0x06,8,7FE88060CC1997FF
1784549102.941140,0.020758,0x01,8,2080037FF8056B75
1784549102.941193,0.020811,0x02,8,20834C80F8256C79
1784549102.941515,0.021133,0x03,8,20834180E8BC7684
1784549102.941640,0.021258,0x04,8,147FFA7FE77F1F1D
1784549102.941868,0.021486,0x05,8,157FF47FF8051F1D
1784549102.944724,0.024342,0x01,8,047BFF7FFF7FF7FF
1784549102.944887,0.024505,0x02,8,03D7CB837181081E
1784549102.944992,0.024610,0x03,8,028FFF83718108D3
1784549102.945041,0.024659,0x04,8,7FFF7FF0F566677C
1784549102.945117,0.024735,0x05,8,7FFE7FF0511997FF
1784549102.945166,0.024784,0x06,8,7FE98060CC1997FF
1784549102.945242,0.024860,0x01,8,2080037FF80E6B75
1784549102.945296,0.024914,0x02,8,20834E8128286C79
1784549102.945640,0.025258,0x03,8,20834280F8B77685
1784549102.945723,0.025341,0x04,8,147FFA7FE77F1F1D
1784549102.945943,0.025561,0x05,8,157FF47FF8051F1D
1784549102.948741,0.028359,0x01,8,047BFF7FFF7FF7FF
1784549102.948864,0.028482,0x02,8,03D7CB837381081E
1784549102.949015,0.028633,0x03,8,028FFF83728108D3
1784549102.949067,0.028685,0x04,8,7FFF7FF0F566677C
1784549102.949140,0.028758,0x05,8,7FFE7FF0511997FF
1784549102.949193,0.028811,0x06,8,7FEA8060CC1997FF
1784549102.949239,0.028857,0x01,8,2080037FF7FC6B75
1784549102.949318,0.028936,0x02,8,2083508108266C79
1784549102.949641,0.029259,0x03,8,20834480D8BB7685
1784549102.949743,0.029361,0x04,8,147FFA7FE77F1F1D
1784549102.949976,0.029594,0x05,8,157FF47FF8051F1D
1784549102.952793,0.032411,0x01,8,047BFF7FFF7FF7FF
1784549102.952960,0.032578,0x02,8,03D7CB837480F81E
1784549102.953067,0.032685,0x03,8,028FFF837480F8D3
1784549102.953114,0.032732,0x04,8,7FFF7FF0F566677C
1784549102.953192,0.032810,0x01,8,2080038008086B75
1784549102.953239,0.032857,0x05,8,7FFE7FF0511997FF
1784549102.953317,0.032935,0x06,8,7FEB8060CC1997FF
1784549102.953363,0.032981,0x02,8,20835180F83A6C79
1784549102.953667,0.033285,0x03,8,20834580C8AF7685
1784549102.953791,0.033409,0x04,8,147FFA7FF77E1F1D
1784549102.954015,0.033633,0x05,8,157FF47FF8051F1D
1784549102.956848,0.036466,0x01,8,047BFF7FFF7FF7FF
