t,ex,ey,ez,e_pos,e_ang
0.000000,0.002398,0.001800,-0.012588,0.012940,0.068054
0.010055,0.002398,0.001800,-0.012588,0.012940,0.068054
0.020108,0.002398,0.001800,-0.012588,0.012940,0.068054
0.030160,0.002398,0.001800,-0.012588,0.012940,0.068054
0.040212,0.002406,0.001788,-0.012720,0.013069,0.068238
0.050264,0.002409,0.001796,-0.012720,0.013071,0.068394
0.060317,0.002398,0.001800,-0.012588,0.012940,0.068054
0.070370,0.002409,0.001796,-0.012720,0.013071,0.068394
0.080434,0.002398,0.001800,-0.012588,0.012940,0.068054
0.090497,0.002396,0.001791,-0.012588,0.012938,0.067898
0.100558,0.002396,0.001791,-0.012588,0.012938,0.067898
0.110609,0.002396,0.001791,-0.012588,0.012938,0.067898
0.120672,0.002398,0.001800,-0.012588,0.012940,0.068054
0.130731,0.002396,0.001791,-0.012588,0.012938,0.067898
0.140793,0.002398,0.001800,-0.012588,0.012940,0.068054
0.150846,0.002398,0.001800,-0.012588,0.012940,0.068054
0.160900,0.002396,0.001791,-0.012588,0.012938,0.067898
0.170956,0.002398,0.001800,-0.012588,0.012940,0.068054
0.181010,0.002398,0.001800,-0.012588,0.012940,0.067988
0.191062,0.002398,0.001800,-0.012588,0.012940,0.068054
0.201127,0.002398,0.001800,-0.012588,0.012940,0.068054
0.211178,0.002398,0.001800,-0.012588,0.012940,0.068054
0.221230,0.002398,0.001800,-0.012588,0.012940,0.068054
0.231279,0.002396,0.001791,-0.012588,0.012938,0.067898
0.241329,0.002396,0.001791,-0.012588,0.012938,0.067898
0.251381,0.002398,0.001800,-0.012588,0.012940,0.068054
0.261441,0.002398,0.001800,-0.012588,0.012940,0.068054
0.271504,0.002398,0.001800,-0.012588,0.012940,0.068054
0.281566,0.002398,0.001800,-0.012594,0.012946,0.068054
0.291632,0.002398,0.001800,-0.012606,0.012957,0.068054
0.301695,0.002398,0.001800,-0.012619,0.012970,0.068054
0.311756,0.002398,0.001800,-0.012632,0.012983,0.068054
0.321811,0.002396,0.001791,-0.012646,0.012995,0.067898
0.331871,0.002399,0.001800,-0.012661,0.013012,0.068054
0.341933,0.002399,0.001800,-0.012678,0.013027,0.068054
0.351996,0.002399,0.001800,-0.012695,0.013044,0.068054
0.362056,0.002396,0.001791,-0.012713,0.013061,0.067898
0.372121,0.002399,0.001800,-0.012732,0.013080,0.068054
0.382180,0.002396,0.001791,-0.012753,0.013099,0.067831
0.392242,0.002399,0.001800,-0.012774,0.013121,0.068054
0.402304,0.002396,0.001791,-0.012796,0.013141,0.067898
0.412364,0.002399,0.001800,-0.012819,0.013165,0.068054
0.422416,0.002397,0.001791,-0.012844,0.013188,0.067898
0.432477,0.002397,0.001791,-0.012870,0.013213,0.067831
0.442528,0.002400,0.001800,-0.012897,0.013241,0.067988
0.452593,0.002400,0.001800,-0.012925,0.013269,0.067988
0.462656,0.002397,0.001791,-0.012955,0.013296,0.067898
0.472718,0.002398,0.001791,-0.012986,0.013326,0.067898
0.482778,0.002401,0.001800,-0.013018,0.013360,0.068054
