t,px,py,pz,qw,qx,qy,qz
0.000000,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.010055,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.020108,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.030160,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.040212,0.143001,-0.049385,0.298483,0.982050,-0.025183,-0.097472,-0.159508
0.050264,0.143004,-0.049376,0.298483,0.982080,-0.025202,-0.097470,-0.159321
0.060317,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.070370,0.143004,-0.049376,0.298483,0.982080,-0.025202,-0.097470,-0.159321
0.080434,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.090497,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.100558,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.110609,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.120672,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.130731,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.140793,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.150846,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.160900,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.170956,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.181010,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.191062,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.201127,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.211178,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.221230,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.231279,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.241329,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.251381,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.261441,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.271504,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.281566,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.291632,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.301695,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.311756,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.321811,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.331871,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.341933,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.351996,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.362056,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.372121,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.382180,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.392242,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.402304,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.412364,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.422416,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.432477,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.442528,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.452593,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.462656,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.472718,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.482778,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.492829,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.502894,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.512953,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.523016,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.533084,0.142994,-0.049373,0.298616,0.982061,-0.025234,-0.097657,-0.159319
0.543152,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.553216,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.563270,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.573331,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.583392,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.593446,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.603507,0.142994,-0.049373,0.298616,0.982066,-0.025047,-0.097688,-0.159300
0.613568,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.623633,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.633692,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.643755,0.142991,-0.049381,0.298616,0.982036,-0.025028,-0.097690,-0.159488
0.653816,0.142991,-0.049381,0.298616,0.982031,-0.025215,-0.097659,-0.159506
0.663879,0.142980,-0.049378,0.298748,0.982016,-0.025061,-0.097876,-0.159486
0.673938,0.142983,-0.049369,0.298748,0.982042,-0.025267,-0.097844,-0.159317
0.684001,0.142980,-0.049378,0.298748,0.982016,-0.025061,-0.097876,-0.159486
0.694063,0.142973,-0.049365,0.298881,0.982027,-0.025113,-0.098061,-0.159297
0.704124,0.142962,-0.049362,0.299014,0.982008,-0.025146,-0.098248,-0.159295
0.714185,0.142938,-0.049363,0.299279,0.981939,-0.025192,-0.098624,-0.159480
0.724246,0.142927,-0.049359,0.299411,0.981920,-0.025225,-0.098811,-0.159478
0.734310,0.142919,-0.049347,0.299544,0.981931,-0.025277,-0.098996,-0.159289
0.744375,0.142897,-0.049339,0.299809,0.981892,-0.025343,-0.099370,-0.159286
0.754428,0.142872,-0.049340,0.300074,0.981823,-0.025389,-0.099745,-0.159470
0.764581,0.142861,-0.049336,0.300207,0.981803,-0.025422,-0.099932,-0.159468
0.774634,0.142850,-0.049332,0.300339,0.981779,-0.025642,-0.100089,-0.159485
0.784688,0.142830,-0.049316,0.300604,0.981774,-0.025540,-0.100491,-0.159276
0.794744,0.142816,-0.049321,0.300737,0.981724,-0.025553,-0.100680,-0.159461
0.804807,0.142816,-0.049321,0.300737,0.981724,-0.025553,-0.100680,-0.159461
