t,q1,q2,q3,q4,q5,q6
0.000000,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.010055,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.020108,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.030160,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.040212,0.014321,-0.000314,0.027581,0.033685,0.014305,-0.015831
0.050264,0.014321,-0.000314,0.027581,0.033685,0.014687,-0.015831
0.060317,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.070370,0.014321,-0.000314,0.027581,0.033685,0.014687,-0.015831
0.080434,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.090497,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.100558,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.110609,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.120672,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.130731,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.140793,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.150846,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.160900,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.170956,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.181010,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015450
0.191062,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.201127,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.211178,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.221230,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.231279,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.241329,0.014321,-0.000314,0.027200,0.033685,0.014305,-0.015831
0.251381,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.261441,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.271504,0.014321,-0.000314,0.027200,0.033685,0.014687,-0.015831
0.281566,0.014321,-0.000316,0.027225,0.033662,0.014687,-0.015831
0.291632,0.014321,-0.000321,0.027272,0.033620,0.014687,-0.015831
0.301695,0.014321,-0.000326,0.027323,0.033573,0.014687,-0.015831
0.311756,0.014321,-0.000331,0.027379,0.033523,0.014687,-0.015831
0.321811,0.014321,-0.000336,0.027435,0.033472,0.014305,-0.015831
0.331871,0.014321,-0.000342,0.027496,0.033418,0.014686,-0.015831
0.341933,0.014322,-0.000348,0.027561,0.033358,0.014686,-0.015831
0.351996,0.014322,-0.000355,0.027631,0.033295,0.014686,-0.015831
0.362056,0.014322,-0.000362,0.027705,0.033228,0.014305,-0.015831
0.372121,0.014322,-0.000369,0.027780,0.033160,0.014686,-0.015831
0.382180,0.014322,-0.000377,0.027864,0.033084,0.014304,-0.015450
0.392242,0.014323,-0.000385,0.027948,0.033008,0.014685,-0.015832
0.402304,0.014323,-0.000393,0.028037,0.032927,0.014304,-0.015832
0.412364,0.014323,-0.000401,0.028131,0.032841,0.014685,-0.015832
0.422416,0.014324,-0.000410,0.028231,0.032751,0.014303,-0.015832
0.432477,0.014324,-0.000420,0.028335,0.032656,0.014302,-0.015451
0.442528,0.014325,-0.000430,0.028444,0.032557,0.014683,-0.015451
0.452593,0.014325,-0.000440,0.028558,0.032452,0.014683,-0.015451
0.462656,0.014326,-0.000450,0.028678,0.032344,0.014301,-0.015833
0.472718,0.014327,-0.000461,0.028802,0.032230,0.014300,-0.015833
0.482778,0.014328,-0.000472,0.028932,0.032112,0.014680,-0.015833
0.492829,0.014329,-0.000484,0.029067,0.031988,0.014298,-0.015452
0.502894,0.014330,-0.000496,0.029207,0.031860,0.014297,-0.015834
0.512953,0.014331,-0.000508,0.029353,0.031726,0.014296,-0.015834
0.523016,0.014333,-0.000520,0.029504,0.031587,0.014294,-0.015453
0.533084,0.014334,-0.000533,0.029661,0.031443,0.014674,-0.015835
0.543152,0.014336,-0.000546,0.029823,0.031293,0.014291,-0.015454
0.553216,0.014338,-0.000559,0.029992,0.031138,0.014671,-0.015454
0.563270,0.014340,-0.000572,0.030166,0.030977,0.014669,-0.015455
