t,q1,q2,q3,q4,q5,q6
0.000000,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.010062,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.020124,0.011269,-0.005273,0.028726,0.046655,-0.009728,-0.005531
0.030223,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.040282,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.050343,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.060398,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.070459,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.080522,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.090582,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.100643,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.110704,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.120767,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.130829,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.140888,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.150942,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.161001,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.171064,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.181123,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.191185,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.201248,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.211310,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.221367,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.231428,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.241582,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.251643,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.261702,0.011269,-0.004891,0.028726,0.046655,-0.009728,-0.005531
0.271763,0.011269,-0.004891,0.029107,0.046655,-0.009728,-0.005531
0.281820,0.011269,-0.004894,0.029132,0.046632,-0.009728,-0.005531
0.291882,0.011269,-0.004898,0.028798,0.046590,-0.009728,-0.005531
0.301944,0.011269,-0.004903,0.029231,0.046544,-0.009728,-0.005531
0.312004,0.011269,-0.004909,0.029286,0.046493,-0.009728,-0.005531
0.322064,0.011270,-0.004914,0.028961,0.046443,-0.009728,-0.005531
0.332126,0.011270,-0.004920,0.029021,0.046388,-0.009728,-0.005531
0.342179,0.011270,-0.004926,0.029087,0.046329,-0.009728,-0.005532
0.352240,0.011270,-0.004933,0.029157,0.046265,-0.009728,-0.005532
0.362303,0.011270,-0.004940,0.029231,0.046198,-0.009728,-0.005532
0.372363,0.011270,-0.004947,0.029306,0.046130,-0.009729,-0.005532
0.382424,0.011270,-0.004954,0.029390,0.046054,-0.009729,-0.005532
0.392485,0.011271,-0.004962,0.029855,0.045978,-0.009729,-0.005532
0.402546,0.011271,-0.004971,0.029563,0.045897,-0.009729,-0.005532
0.412604,0.011271,-0.004979,0.029657,0.045811,-0.009730,-0.005532
0.422667,0.011272,-0.004988,0.029757,0.045721,-0.009730,-0.005532
0.432727,0.011272,-0.004998,0.029861,0.045626,-0.009731,-0.005532
0.442789,0.011273,-0.005007,0.029970,0.045527,-0.009731,-0.005532
0.452876,0.011273,-0.005017,0.030084,0.045423,-0.009732,-0.005532
0.462936,0.011274,-0.005028,0.030204,0.045314,-0.009732,-0.005533
0.472997,0.011275,-0.005039,0.030328,0.045200,-0.009733,-0.005533
0.483059,0.011276,-0.005050,0.030458,0.045082,-0.009734,-0.005533
0.493121,0.011277,-0.005061,0.030593,0.044958,-0.009735,-0.005533
0.503184,0.011278,-0.005073,0.030733,0.044830,-0.009736,-0.005534
0.513245,0.011279,-0.005085,0.030879,0.044696,-0.009737,-0.005534
0.523308,0.011281,-0.005098,0.031030,0.044557,-0.009739,-0.005534
0.533372,0.011282,-0.005110,0.031187,0.044413,-0.009740,-0.005535
0.543432,0.011284,-0.005123,0.031349,0.044263,-0.009742,-0.005535
0.553483,0.011286,-0.005137,0.031518,0.044108,-0.009744,-0.005536
0.563544,0.011288,-0.005150,0.031692,0.043947,-0.009746,-0.005536
0.573605,0.011290,-0.005164,0.031873,0.043780,-0.009748,-0.005537
0.583665,0.011293,-0.005178,0.032064,0.043604,-0.009751,-0.005538
0.593729,0.011296,-0.005192,0.032256,0.043426,-0.009753,-0.005538
0.603791,0.011299,-0.005206,0.032454,0.043241,-0.009756,-0.005539
0.613850,0.011302,-0.005221,0.032663,0.043047,-0.009759,-0.005540
0.623914,0.011306,-0.005235,0.032878,0.042847,-0.009763,-0.005541
0.633973,0.011310,-0.005250,0.033095,0.042645,-0.009767,-0.005542
0.644034,0.011314,-0.005265,0.033323,0.042431,-0.009771,-0.005543
0.654095,0.011318,-0.005280,0.033557,0.042212,-0.009775,-0.005544
0.664154,0.011323,-0.005295,0.033798,0.041986,-0.009780,-0.005545
0.674215,0.011329,-0.005310,0.034046,0.041753,-0.009785,-0.005547
0.684279,0.011335,-0.005324,0.034300,0.041514,-0.009791,-0.005548
0.694339,0.011341,-0.005339,0.034561,0.041267,-0.009797,-0.005550
0.704402,0.011348,-0.005354,0.034834,0.041009,-0.009803,-0.005552
0.714465,0.011355,-0.005368,0.035108,0.040749,-0.009810,-0.005554
0.724525,0.011363,-0.005383,0.035394,0.040477,-0.009818,-0.005556
0.734588,0.011371,-0.005397,0.035687,0.040199,-0.009826,-0.005558
0.744652,0.011380,-0.005410,0.035987,0.039913,-0.009835,-0.005560
0.754710,0.011390,-0.005424,0.036293,0.039620,-0.009844,-0.005563
0.764774,0.011400,-0.005437,0.036608,0.039318,-0.009854,-0.005565
0.774834,0.011411,-0.005449,0.036930,0.039009,-0.009864,-0.005568
0.784898,0.011422,-0.005461,0.037260,0.038691,-0.009876,-0.005571
0.794962,0.011435,-0.005473,0.037601,0.038361,-0.009888,-0.005574
0.805027,0.011462,-0.005494,0.038302,0.037681,-0.009914,-0.005581
0.815086,0.011477,-0.005504,0.038666,0.037327,-0.009929,-0.005585
0.825149,0.011493,-0.005513,0.039037,0.036965,-0.009944,-0.005589
0.835206,0.011510,-0.005520,0.039417,0.036593,-0.009960,-0.005594
0.845269,0.011528,-0.005527,0.039804,0.036213,-0.009977,-0.005598
0.855328,0.011547,-0.005533,0.040200,0.035823,-0.009996,-0.005603
0.865393,0.011567,-0.005538,0.040604,0.035424,-0.010015,-0.005608
0.875452,0.011588,-0.005542,0.041017,0.035015,-0.010036,-0.005614
0.885516,0.011611,-0.005545,0.041442,0.034592,-0.010057,-0.005620
0.895583,0.011634,-0.005546,0.041488,0.034165,-0.010080,-0.005626
0.905634,0.011659,-0.005546,0.041930,0.033723,-0.010104,-0.005632
0.915684,0.011685,-0.005544,0.042375,0.033277,-0.010130,-0.005639
0.925746,0.011713,-0.005541,0.042453,0.032815,-0.010157,-0.005646
0.935805,0.011743,-0.005536,0.042919,0.032343,-0.010185,-0.005654
0.945867,0.011774,-0.005529,0.043013,0.031862,-0.010215,-0.005662
0.955920,0.011806,-0.005521,0.043496,0.031370,-0.010246,-0.005670
0.965982,0.011840,-0.005511,0.043988,0.030867,-0.010279,-0.005679
0.976046,0.011876,-0.005498,0.044489,0.030354,-0.010314,-0.005688
0.986110,0.011914,-0.005484,0.045000,0.029829,-0.010350,-0.005698
0.996172,0.011953,-0.005848,0.045137,0.029293,-0.010388,-0.005708
1.006234,0.011995,-0.005829,0.045666,0.028745,-0.010428,-0.005719
1.016293,0.012038,-0.005808,0.046204,0.028186,-0.010470,-0.005730
1.026356,0.012084,-0.005783,0.046750,0.027615,-0.010514,-0.005742
1.036415,0.012131,-0.005375,0.047306,0.027032,-0.010560,-0.005754
1.046477,0.011800,-0.005345,0.047872,0.026437,-0.010608,-0.005767
1.056540,0.012233,-0.005313,0.048446,0.025830,-0.010659,-0.005781
1.066602,0.012288,-0.005277,0.049030,0.025211,-0.010712,-0.005795
1.076665,0.011964,-0.005238,0.049623,0.024579,-0.010767,-0.005810
1.086728,0.012023,-0.005196,0.049844,0.023934,-0.010825,-0.005825
1.096788,0.012467,-0.005150,0.050456,0.023277,-0.010885,-0.005841
1.106863,0.012151,-0.005101,0.050695,0.022607,-0.010948,-0.005858
1.116922,0.012219,-0.005048,0.050944,0.021924,-0.011013,-0.005876
1.126984,0.012290,-0.004992,0.051202,0.021227,-0.011082,-0.005894
1.137047,0.012363,-0.004931,0.051088,0.020518,-0.011153,-0.005913
1.147109,0.012440,-0.004866,0.051746,0.019795,-0.011227,-0.005933
1.157170,0.012521,-0.004797,0.051651,0.019058,-0.011305,-0.005954
1.167234,0.012604,-0.004723,0.051565,0.018689,-0.011385,-0.005976
1.177294,0.012691,-0.004645,0.051107,0.017925,-0.011469,-0.005998
1.187358,0.012781,-0.004562,0.051039,0.017147,-0.011557,-0.006022
1.197422,0.012875,-0.004475,0.050218,0.016354,-0.011648,-0.006046
1.207473,0.012973,-0.004382,0.049787,0.015548,-0.011742,-0.006071
1.217523,0.013075,-0.004284,0.049366,0.014727,-0.011840,-0.006097
1.227583,0.013180,-0.004181,0.049335,0.013891,-0.011942,-0.006125
1.237642,0.013289,-0.004073,0.048547,0.013046,-0.012047,-0.006153
1.247702,0.013403,-0.004339,0.048156,0.012178,-0.012158,-0.006182
1.257766,0.013521,-0.004220,0.047387,0.011301,-0.012271,-0.006213
1.267827,0.013643,-0.004094,0.047391,0.010408,-0.012389,-0.006245
1.277886,0.013770,-0.003961,0.046643,0.009498,-0.012512,-0.006277
1.287948,0.013902,-0.003823,0.046666,0.008573,-0.012639,-0.006311
1.298007,0.013657,-0.003677,0.045554,0.007632,-0.012771,-0.006347
1.308067,0.013798,-0.003525,0.045214,0.006676,-0.012907,-0.006383
1.318149,0.013944,-0.003367,0.044883,0.005704,-0.013049,-0.006421
1.328211,0.014096,-0.002819,0.044561,0.004717,-0.013195,-0.006460
1.338272,0.014252,-0.003029,0.044624,0.003718,-0.013346,-0.006501
1.348332,0.014415,-0.002848,0.044322,0.002695,-0.013503,-0.006543
1.358394,0.014582,-0.002660,0.044403,0.001664,-0.013664,-0.006586
1.368455,0.014755,-0.002465,0.043733,0.000613,-0.013832,-0.006631
1.378516,0.014935,-0.002261,0.043834,-0.000455,-0.014005,-0.006678
1.388581,0.014739,-0.002049,0.043562,-0.001539,-0.014184,-0.006726
1.398641,0.014930,-0.001829,0.043680,-0.002640,-0.014369,-0.006775
1.408702,0.014746,-0.001601,0.043039,-0.003753,-0.014559,-0.006826
1.418762,0.014950,-0.001364,0.043172,-0.004885,-0.014757,-0.006879
1.428824,0.015160,-0.001118,0.042170,-0.005273,-0.014960,-0.006933
1.438883,0.015378,-0.000863,0.042319,-0.006059,-0.015170,-0.006990
1.448947,0.015221,-0.000598,0.042095,-0.007244,-0.015387,-0.007048
1.459006,0.015452,-0.000325,0.042638,-0.008441,-0.015610,-0.007108
1.469069,0.015309,-0.000042,0.042810,-0.009658,-0.015841,-0.007169
1.479132,0.015174,-0.000130,0.043371,-0.010894,-0.016078,-0.007233
1.489194,0.015046,0.000173,0.043558,-0.012147,-0.016324,-0.007299
1.499257,0.015308,0.000487,0.043752,-0.013417,-0.016576,-0.007366
1.509316,0.014813,0.000810,0.043950,-0.014700,-0.016835,-0.007436
1.519377,0.014709,0.001145,0.044539,-0.016004,-0.017103,-0.007508
1.529446,0.013850,0.001490,0.044753,-0.016564,-0.017379,-0.007582
1.539509,0.013381,0.001847,0.044974,-0.017141,-0.017663,-0.007658
1.549568,0.013301,0.002213,0.045199,-0.017731,-0.017955,-0.007736
1.559631,0.012850,0.002592,0.045050,-0.017961,-0.018255,-0.007816
1.569695,0.013170,0.002983,0.044909,-0.018591,-0.018565,-0.007899
1.579750,0.013118,0.003385,0.044392,-0.019239,-0.018883,-0.007985
1.589812,0.013456,0.003798,0.044640,-0.019518,-0.019210,-0.008072
1.599874,0.013805,0.004224,0.044515,-0.019437,-0.019546,-0.008162
1.609938,0.014163,0.004663,0.044396,-0.019756,-0.019892,-0.008255
1.619997,0.014530,0.005113,0.044280,-0.019707,-0.020247,-0.008350
1.630059,0.014526,0.005577,0.044552,-0.020060,-0.020612,-0.008448
1.640121,0.014915,0.006054,0.044448,-0.020433,-0.020987,-0.008548
1.650182,0.015313,0.006543,0.045109,-0.020818,-0.021371,-0.008651
1.660246,0.015722,0.006664,0.045014,-0.020843,-0.021767,-0.008757
1.670307,0.016143,0.007181,0.045306,-0.020887,-0.022173,-0.008866
1.680361,0.016575,0.007712,0.044838,-0.021331,-0.022590,-0.008978
1.690417,0.016635,0.008255,0.045135,-0.021787,-0.023017,-0.009092
1.700479,0.017089,0.008813,0.044674,-0.021120,-0.023456,-0.009210
1.710539,0.017174,0.009386,0.044981,-0.021235,-0.023906,-0.009331
1.720593,0.017270,0.009971,0.044906,-0.021362,-0.023986,-0.009454
1.730653,0.017760,0.010572,0.045218,-0.022274,-0.024459,-0.009581
1.740751,0.017880,0.010805,0.044767,-0.022435,-0.024944,-0.009711
1.750804,0.018014,0.011436,0.045085,-0.023000,-0.025441,-0.009845
1.760855,0.018161,0.012083,0.045024,-0.023202,-0.025952,-0.009981
1.770908,0.017938,0.012742,0.045343,-0.023416,-0.026474,-0.010121
1.780959,0.018111,0.013419,0.045667,-0.024795,-0.027009,-0.010265
1.791011,0.017535,0.014112,0.045993,-0.025048,-0.027177,-0.010412
1.801064,0.017735,0.014818,0.046317,-0.025694,-0.027738,-0.010562
1.811116,0.017949,0.015542,0.045500,-0.025599,-0.028313,-0.010717
1.821168,0.018176,0.015899,0.045445,-0.025897,-0.028902,-0.010874
1.831219,0.018420,0.016655,0.045774,-0.025453,-0.029505,-0.011036
1.841271,0.018678,0.017427,0.045722,-0.025407,-0.030123,-0.011202
1.851322,0.018949,0.018215,0.045668,-0.024992,-0.030754,-0.011371
1.861349,0.019238,0.018639,0.045997,-0.025741,-0.031400,-0.011544
1.871400,0.019158,0.019078,0.045941,-0.025358,-0.030916,-0.011721
1.881453,0.019096,0.019917,0.045887,-0.025757,-0.029686,-0.011903
1.891506,0.018285,0.020390,0.045830,-0.025787,-0.025417,-0.012088
1.901572,0.017874,0.021263,0.046155,-0.026218,-0.021929,-0.012278
1.911632,0.017477,0.022152,0.046094,-0.025515,-0.017311,-0.012471
1.921694,0.017481,0.023061,0.046415,-0.025976,-0.016144,-0.012670
1.931754,0.017501,0.023987,0.045972,-0.025309,-0.016137,-0.012873
1.941817,0.017919,0.024928,0.045904,-0.025414,-0.015383,-0.013080
1.951876,0.018737,0.025890,0.046218,-0.025538,-0.014266,-0.013292
1.961936,0.019189,0.026485,0.045762,-0.025291,-0.012401,-0.013508
1.971997,0.019662,0.027101,0.046069,-0.025443,-0.012081,-0.013729
1.982058,0.019769,0.027351,0.046369,-0.024842,-0.011396,-0.013954
1.992119,0.020278,0.027622,0.047049,-0.025785,-0.011494,-0.014185
