t,ex,ey,ez,e_pos,e_ang
0.000000,0.001555,0.000998,-0.013759,0.013882,0.070590
0.010062,0.001555,0.000998,-0.013759,0.013882,0.070590
0.020124,0.001491,0.001021,-0.013709,0.013827,0.070209
0.030223,0.001555,0.000998,-0.013759,0.013882,0.070590
0.040282,0.001555,0.000998,-0.013759,0.013882,0.070590
0.050343,0.001555,0.000998,-0.013759,0.013882,0.070590
0.060398,0.001566,0.000995,-0.013891,0.014015,0.070971
0.070459,0.001566,0.000995,-0.013891,0.014015,0.070971
0.080522,0.001566,0.000995,-0.013891,0.014015,0.070971
0.090582,0.001566,0.000995,-0.013891,0.014015,0.070971
0.100643,0.001555,0.000998,-0.013759,0.013882,0.070590
0.110704,0.001566,0.000995,-0.013891,0.014015,0.070971
0.120767,0.001566,0.000995,-0.013891,0.014015,0.070971
0.130829,0.001555,0.000998,-0.013759,0.013882,0.070590
0.140888,0.001555,0.000998,-0.013759,0.013882,0.070590
0.150942,0.001555,0.000998,-0.013759,0.013882,0.070590
0.161001,0.001555,0.000998,-0.013759,0.013882,0.070590
0.171064,0.001555,0.000998,-0.013759,0.013882,0.070590
0.181123,0.001555,0.000998,-0.013759,0.013882,0.070590
0.191185,0.001555,0.000998,-0.013759,0.013882,0.070590
0.201248,0.001566,0.000995,-0.013891,0.014015,0.070971
0.211310,0.001555,0.000998,-0.013759,0.013882,0.070590
0.221367,0.001555,0.000998,-0.013759,0.013882,0.070590
0.231428,0.001566,0.000995,-0.013891,0.014015,0.070971
0.241582,0.001566,0.000995,-0.013891,0.014015,0.070971
0.251643,0.001555,0.000998,-0.013759,0.013882,0.070590
0.261702,0.001555,0.000998,-0.013759,0.013882,0.070590
0.271763,0.001566,0.000995,-0.013891,0.014015,0.070971
0.281820,0.001566,0.000995,-0.013898,0.014021,0.070971
0.291882,0.001555,0.000998,-0.013777,0.013900,0.070590
0.301944,0.001566,0.000995,-0.013922,0.014045,0.070971
0.312004,0.001566,0.000995,-0.013936,0.014059,0.070971
0.322064,0.001555,0.000998,-0.013817,0.013940,0.070590
0.332126,0.001555,0.000998,-0.013832,0.013955,0.070590
0.342179,0.001556,0.000998,-0.013848,0.013971,0.070590
0.352240,0.001556,0.000998,-0.013866,0.013988,0.070590
0.362303,0.001556,0.000998,-0.013884,0.014007,0.070590
0.372363,0.001556,0.000998,-0.013903,0.014025,0.070590
0.382424,0.001556,0.000998,-0.013924,0.014046,0.070590
0.392485,0.001566,0.000995,-0.014077,0.014199,0.070971
0.402546,0.001556,0.000998,-0.013967,0.014088,0.070590
0.412604,0.001556,0.000998,-0.013990,0.014112,0.070590
0.422667,0.001556,0.000998,-0.014015,0.014136,0.070590
0.432727,0.001556,0.000998,-0.014041,0.014162,0.070590
0.442789,0.001557,0.000998,-0.014068,0.014189,0.070590
0.452876,0.001557,0.000998,-0.014096,0.014217,0.070590
0.462936,0.001557,0.000998,-0.014126,0.014246,0.070590
0.472997,0.001557,0.000998,-0.014157,0.014277,0.070590
0.483059,0.001558,0.000998,-0.014189,0.014309,0.070590
0.493121,0.001558,0.000998,-0.014222,0.014342,0.070590
0.503184,0.001559,0.000998,-0.014257,0.014377,0.070590
0.513245,0.001559,0.000998,-0.014294,0.014413,0.070590
0.523308,0.001560,0.000998,-0.014331,0.014450,0.070590
0.533372,0.001560,0.000998,-0.014370,0.014489,0.070590
0.543432,0.001561,0.000998,-0.014411,0.014529,0.070590
0.553483,0.001562,0.000998,-0.014453,0.014571,0.070590
0.563544,0.001562,0.000998,-0.014496,0.014614,0.070590
0.573605,0.001563,0.000998,-0.014541,0.014659,0.070590
0.583665,0.001564,0.000998,-0.014589,0.014706,0.070590
0.593729,0.001565,0.000998,-0.014636,0.014754,0.070590
0.603791,0.001566,0.000998,-0.014686,0.014803,0.070590
0.613850,0.001568,0.000998,-0.014738,0.014855,0.070590
0.623914,0.001569,0.000998,-0.014792,0.014908,0.070590
0.633973,0.001570,0.000998,-0.014846,0.014962,0.070590
0.644034,0.001572,0.000998,-0.014902,0.015018,0.070590
0.654095,0.001574,0.000998,-0.014961,0.015076,0.070590
0.664154,0.001575,0.000998,-0.015021,0.015136,0.070590
0.674215,0.001577,0.000998,-0.015083,0.015198,0.070590
0.684279,0.001580,0.000998,-0.015146,0.015261,0.070590
0.694339,0.001582,0.000998,-0.015211,0.015326,0.070590
0.704402,0.001584,0.000998,-0.015279,0.015394,0.070590
0.714465,0.001587,0.000998,-0.015348,0.015462,0.070590
0.724525,0.001590,0.000998,-0.015419,0.015533,0.070590
0.734588,0.001593,0.000998,-0.015493,0.015606,0.070590
0.744652,0.001596,0.000998,-0.015567,0.015681,0.070590
0.754710,0.001600,0.000998,-0.015644,0.015757,0.070590
0.764774,0.001604,0.000998,-0.015723,0.015836,0.070590
0.774834,0.001608,0.000998,-0.015803,0.015916,0.070590
0.784898,0.001612,0.000998,-0.015886,0.015999,0.070590
0.794962,0.001617,0.000998,-0.015971,0.016084,0.070590
0.805027,0.001627,0.000998,-0.016147,0.016259,0.070590
0.815086,0.001633,0.000998,-0.016238,0.016351,0.070590
0.825149,0.001638,0.000998,-0.016331,0.016444,0.070590
0.835206,0.001645,0.000998,-0.016426,0.016539,0.070590
0.845269,0.001651,0.000998,-0.016524,0.016636,0.070590
0.855328,0.001658,0.000998,-0.016623,0.016735,0.070590
0.865393,0.001666,0.000998,-0.016724,0.016837,0.070590
0.875452,0.001674,0.000998,-0.016828,0.016940,0.070590
0.885516,0.001682,0.000998,-0.016935,0.017047,0.070590
0.895583,0.001680,0.001002,-0.016910,0.017023,0.070209
0.905634,0.001689,0.001002,-0.017021,0.017134,0.070209
0.915684,0.001699,0.001002,-0.017133,0.017246,0.070209
0.925746,0.001699,0.001006,-0.017116,0.017229,0.069828
0.935805,0.001710,0.001006,-0.017233,0.017347,0.069828
0.945867,0.001711,0.001010,-0.017220,0.017334,0.069447
0.955920,0.001723,0.001010,-0.017342,0.017457,0.069447
0.965982,0.001735,0.001010,-0.017466,0.017581,0.069447
0.976046,0.001749,0.001010,-0.017593,0.017708,0.069447
0.986110,0.001762,0.001010,-0.017721,0.017837,0.069447
0.996172,0.001702,0.001036,-0.017670,0.017782,0.068684
1.006234,0.001717,0.001036,-0.017803,0.017916,0.068684
1.016293,0.001733,0.001036,-0.017939,0.018053,0.068684
1.026356,0.001750,0.001036,-0.018078,0.018192,0.068684
1.036415,0.001832,0.001013,-0.018268,0.018388,0.069066
1.046477,0.001832,0.000959,-0.018411,0.018527,0.069064
1.056540,0.001870,0.001013,-0.018557,0.018678,0.069066
1.066602,0.001890,0.001013,-0.018705,0.018827,0.069066
1.076665,0.001892,0.000959,-0.018855,0.018974,0.069064
1.086728,0.001903,0.000963,-0.018875,0.018996,0.068682
1.096788,0.001946,0.001017,-0.019031,0.019157,0.068684
1.106863,0.001940,0.000967,-0.019056,0.019179,0.068301
1.116922,0.001954,0.000970,-0.019083,0.019208,0.067920
1.126984,0.001969,0.000974,-0.019113,0.019239,0.067539
1.137047,0.001975,0.000982,-0.019013,0.019141,0.066777
1.147109,0.002003,0.000982,-0.019181,0.019310,0.066777
1.157170,0.002010,0.000990,-0.019086,0.019217,0.066014
1.167234,0.002026,0.000995,-0.019030,0.019163,0.065633
1.177294,0.002024,0.001007,-0.018807,0.018942,0.064490
1.187358,0.002035,0.001015,-0.018719,0.018857,0.063728
1.197422,0.002023,0.001031,-0.018369,0.018509,0.062203
1.207473,0.002024,0.001043,-0.018154,0.018296,0.061060
1.217523,0.002026,0.001056,-0.017941,0.018086,0.059917
1.227583,0.002041,0.001064,-0.017863,0.018011,0.059155
1.237642,0.002033,0.001081,-0.017522,0.017673,0.057631
1.247702,0.001972,0.001117,-0.017268,0.017416,0.056107
1.257766,0.001965,0.001134,-0.016932,0.017084,0.054583
1.267827,0.001985,0.001143,-0.016864,0.017019,0.053821
1.277886,0.001981,0.001161,-0.016534,0.016693,0.052297
1.287948,0.002003,0.001170,-0.016472,0.016634,0.051535
1.298007,0.001969,0.001139,-0.016014,0.016175,0.049631
1.308067,0.001981,0.001153,-0.015824,0.015989,0.048489
1.318149,0.001994,0.001167,-0.015636,0.015806,0.047347
1.328211,0.002076,0.001158,-0.015500,0.015682,0.046585
1.338272,0.002038,0.001191,-0.015399,0.015579,0.045443
1.348332,0.002056,0.001205,-0.015220,0.015405,0.044301
1.358394,0.002089,0.001215,-0.015173,0.015365,0.043539
1.368455,0.002096,0.001235,-0.014865,0.015063,0.042017
1.378516,0.002133,0.001245,-0.014824,0.015028,0.041256
1.388581,0.002138,0.001206,-0.014653,0.014857,0.040118
1.398641,0.002179,0.001216,-0.014617,0.014828,0.039357
1.408702,0.002173,0.001183,-0.014318,0.014530,0.037844
1.418762,0.002217,0.001193,-0.014286,0.014506,0.037084
1.428824,0.002235,0.001214,-0.013932,0.014162,0.035943
1.438883,0.002291,0.001222,-0.013941,0.014181,0.035563
1.448947,0.002308,0.001184,-0.013784,0.014026,0.034437
1.459006,0.002376,0.001189,-0.013892,0.014144,0.034057
1.469069,0.002412,0.001146,-0.013872,0.014126,0.033316
1.479132,0.002396,0.001122,-0.013936,0.014185,0.032580
1.489194,0.002437,0.001080,-0.013919,0.014172,0.031850
1.499257,0.002500,0.001091,-0.013905,0.014170,0.031093
1.509316,0.002526,0.000995,-0.013892,0.014155,0.030410
1.519377,0.002590,0.000947,-0.014014,0.014282,0.030078
1.529446,0.002619,0.000791,-0.014078,0.014341,0.030240
1.539509,0.002669,0.000690,-0.014144,0.014410,0.030372
1.549568,0.002741,0.000642,-0.014211,0.014487,0.030445
1.559631,0.002789,0.000544,-0.014184,0.014466,0.030605
1.569695,0.002871,0.000555,-0.014124,0.014424,0.030234
1.579750,0.002919,0.000519,-0.013933,0.014245,0.029585
1.589812,0.003030,0.000522,-0.014044,0.014377,0.029953
1.599874,0.003135,0.000528,-0.014061,0.014416,0.030322
1.609938,0.003236,0.000537,-0.014044,0.014422,0.030322
1.619997,0.003347,0.000543,-0.014064,0.014467,0.030691
1.630059,0.003451,0.000493,-0.014181,0.014604,0.031150
1.640121,0.003560,0.000503,-0.014169,0.014618,0.031150
1.650182,0.003706,0.000500,-0.014421,0.014898,0.031888
1.660246,0.003759,0.000532,-0.014398,0.014891,0.031888
1.670307,0.003903,0.000533,-0.014559,0.015082,0.032627
1.680361,0.004008,0.000549,-0.014420,0.014977,0.032257
1.690417,0.004131,0.000499,-0.014545,0.015129,0.032717
1.700479,0.004267,0.000507,-0.014518,0.015140,0.033454
1.710539,0.004405,0.000454,-0.014683,0.015336,0.034283
1.720593,0.004532,0.000417,-0.014716,0.015404,0.034662
1.730653,0.004680,0.000423,-0.014811,0.015539,0.034662
1.740751,0.004722,0.000410,-0.014666,0.015413,0.034388
1.750804,0.004866,0.000361,-0.014798,0.015582,0.034853
1.760855,0.005004,0.000315,-0.014837,0.015661,0.035320
1.770908,0.005144,0.000211,-0.015007,0.015865,0.036260
1.780959,0.005284,0.000167,-0.015070,0.015970,0.036005
1.791011,0.005415,0.000018,-0.015242,0.016175,0.036970
1.801064,0.005578,-0.000031,-0.015378,0.016358,0.037449
1.811116,0.005706,-0.000065,-0.015192,0.016228,0.037571
1.821168,0.005794,-0.000083,-0.015184,0.016253,0.037695
1.831219,0.005992,-0.000140,-0.015431,0.016554,0.039256
1.841271,0.006168,-0.000187,-0.015510,0.016693,0.040099
1.851322,0.006355,-0.000237,-0.015625,0.016870,0.041301
1.861349,0.006470,-0.000259,-0.015715,0.016997,0.041429
1.871400,0.006582,-0.000309,-0.015781,0.017102,0.042050
1.881453,0.006762,-0.000364,-0.015825,0.017213,0.042106
1.891506,0.006866,-0.000433,-0.015855,0.017283,0.041729
1.901572,0.007072,-0.000497,-0.016030,0.017528,0.042047
1.911632,0.007294,-0.000536,-0.016182,0.017758,0.043320
1.921694,0.007509,-0.000597,-0.016356,0.018007,0.044100
1.931754,0.007703,-0.000677,-0.016376,0.018110,0.045255
1.941817,0.007930,-0.000689,-0.016454,0.018278,0.046049
1.951876,0.008205,-0.000646,-0.016663,0.018585,0.047282
1.961936,0.008365,-0.000600,-0.016596,0.018595,0.047900
1.971997,0.008549,-0.000600,-0.016756,0.018820,0.048760
1.982058,0.008662,-0.000621,-0.016938,0.019034,0.050014
1.992119,0.008783,-0.000603,-0.017106,0.019239,0.050089
2.002182,0.008832,-0.000596,-0.017238,0.019378,0.050986
2.012241,0.008886,-0.000519,-0.017261,0.019421,0.050916
2.022301,0.008856,-0.000519,-0.017343,0.019480,0.051574
2.032365,0.008883,-0.000457,-0.017615,0.019733,0.052041
2.042426,0.008726,-0.000461,-0.017768,0.019800,0.051669
2.052489,0.008796,-0.000490,-0.017990,0.020031,0.052281
2.062549,0.008860,-0.000614,-0.018321,0.020360,0.054048
2.072612,0.009012,-0.000670,-0.018589,0.020669,0.054860
2.082671,0.008862,-0.000725,-0.018391,0.020428,0.054291
2.092733,0.008922,-0.000741,-0.018440,0.020498,0.054210
2.102792,0.008704,-0.000705,-0.018061,0.020061,0.052973
2.112855,0.008602,-0.000721,-0.018012,0.019973,0.052108
2.122918,0.008229,-0.000677,-0.017596,0.019437,0.049776
2.132978,0.008363,-0.000711,-0.017613,0.019510,0.049385
2.143039,0.008579,-0.000826,-0.017784,0.019762,0.050530
2.153099,0.008729,-0.000863,-0.017833,0.019874,0.050541
2.163162,0.008930,-0.000908,-0.017759,0.019898,0.050182
2.173222,0.008901,-0.000918,-0.017579,0.019726,0.049085
