t,ref,resp,err,eff
0.000000,-0.261799,-0.248913,0.012887,-0.075702
0.010065,-0.261799,-0.248913,0.012887,-0.075702
0.020118,-0.261799,-0.248913,0.012887,-0.075702
0.030172,-0.261799,-0.248913,0.012887,-0.075702
0.040226,-0.261799,-0.248913,0.012887,-0.075702
0.050278,-0.261799,-0.248913,0.012887,-0.075702
0.060343,-0.261799,-0.255016,0.006783,-0.148962
0.070410,-0.261799,-0.255016,0.006783,-0.148962
0.080475,-0.261799,-0.255016,0.006783,-0.148962
0.090556,-0.261799,-0.255016,0.006783,-0.148962
0.100619,-0.261799,-0.255016,0.006783,-0.148962
0.110683,-0.261799,-0.255016,0.006783,-0.148962
0.120737,-0.261799,-0.255016,0.006783,-0.148962
0.130791,-0.261799,-0.255016,0.006783,-0.148962
0.140844,-0.261799,-0.255016,0.006783,-0.148962
0.150898,-0.261799,-0.255016,0.006783,-0.148962
0.160950,-0.261799,-0.255016,0.006783,-0.148962
0.171002,-0.261799,-0.255016,0.006783,-0.148962
0.181054,-0.261799,-0.255016,0.006783,-0.148962
0.191107,-0.261799,-0.255016,0.006783,-0.148962
0.201159,-0.261799,-0.255016,0.006783,-0.148962
0.211211,-0.261799,-0.255016,0.006783,-0.148962
0.221263,-0.261799,-0.255016,0.006783,-0.163614
0.231317,-0.261799,-0.255016,0.006783,-0.163614
0.241369,-0.261799,-0.255016,0.006783,-0.163614
0.251423,-0.261799,-0.255016,0.006783,-0.163614
0.261475,-0.261799,-0.255016,0.006783,-0.163614
0.271528,-0.261799,-0.255016,0.006783,-0.163614
0.281582,-0.261799,-0.255016,0.006783,-0.163614
0.291634,-0.261799,-0.255016,0.006783,-0.163614
0.301686,-0.261799,-0.255016,0.006783,-0.163614
0.311738,-0.261799,-0.255016,0.006783,-0.163614
0.321802,-0.261799,-0.255398,0.006402,-0.134310
0.331866,-0.261799,-0.255398,0.006402,-0.134310
0.341931,-0.261799,-0.255398,0.006402,-0.134310
0.351984,-0.261799,-0.255398,0.006402,-0.134310
0.362037,-0.261799,-0.255398,0.006402,-0.134310
0.372089,-0.261799,-0.255016,0.006783,-0.144078
0.382143,-0.261799,-0.255398,0.006402,-0.158730
0.392194,-0.261799,-0.255398,0.006402,-0.158730
0.402246,-0.261799,-0.255398,0.006402,-0.158730
0.412298,-0.261799,-0.255398,0.006402,-0.158730
0.422350,-0.261799,-0.255398,0.006402,-0.158730
0.432403,-0.261799,-0.255398,0.006402,-0.158730
0.442440,-0.261799,-0.255398,0.006402,-0.158730
0.452492,-0.261799,-0.255398,0.006402,-0.158730
0.462544,-0.261799,-0.255398,0.006402,-0.158730
0.472595,-0.261799,-0.255398,0.006402,-0.158730
0.482648,-0.261799,-0.255398,0.006402,-0.158730
0.492714,-0.261799,-0.255398,0.006402,-0.158730
0.502767,-0.261799,-0.255398,0.006402,-0.158730
0.512819,-0.261799,-0.255398,0.006402,-0.158730
