t,ref,resp,err,eff
0.000000,-0.261799,-0.255016,0.006783,-0.158730
0.010053,-0.261799,-0.255016,0.006783,-0.158730
0.020107,-0.261799,-0.255016,0.006783,-0.158730
0.030163,-0.261799,-0.255016,0.006783,-0.158730
0.040217,-0.261799,-0.255016,0.006783,-0.158730
0.050274,-0.261799,-0.255016,0.006783,-0.158730
0.060327,-0.261799,-0.255016,0.006783,-0.158730
0.070381,-0.261799,-0.255016,0.006783,-0.158730
0.080434,-0.261799,-0.255016,0.006783,-0.158730
0.090488,-0.261799,-0.255016,0.006783,-0.158730
0.100541,-0.261799,-0.255016,0.006783,-0.158730
0.110593,-0.261799,-0.255016,0.006783,-0.158730
0.120646,-0.261799,-0.255016,0.006783,-0.158730
0.130700,-0.261799,-0.255016,0.006783,-0.158730
0.140755,-0.261799,-0.255016,0.006783,-0.158730
0.150805,-0.261799,-0.255016,0.006783,-0.158730
0.160849,-0.261799,-0.255016,0.006783,-0.158730
0.170856,-0.261799,-0.255016,0.006783,-0.158730
0.180980,-0.261799,-0.255016,0.006783,-0.158730
0.191030,-0.261799,-0.255016,0.006783,-0.158730
0.201082,-0.261799,-0.255016,0.006783,-0.158730
0.211133,-0.261799,-0.255016,0.006783,-0.158730
0.221182,-0.261799,-0.255016,0.006783,-0.158730
0.231231,-0.261799,-0.255016,0.006783,-0.158730
0.241281,-0.261799,-0.255016,0.006783,-0.158730
0.251330,-0.261799,-0.255016,0.006783,-0.158730
0.261381,-0.261799,-0.255016,0.006783,-0.158730
0.271431,-0.261799,-0.255016,0.006783,-0.134310
0.281483,-0.261799,-0.255016,0.006783,-0.134310
0.291532,-0.261799,-0.255016,0.006783,-0.134310
0.301581,-0.261799,-0.255016,0.006783,-0.134310
0.311630,-0.261799,-0.255016,0.006783,-0.134310
0.321679,-0.261799,-0.255016,0.006783,-0.134310
0.331730,-0.261799,-0.255016,0.006783,-0.134310
0.341780,-0.261799,-0.255016,0.006783,-0.134310
0.351831,-0.261799,-0.255016,0.006783,-0.134310
0.361885,-0.261799,-0.255016,0.006783,-0.134310
0.371935,-0.261799,-0.255016,0.006783,-0.134310
0.381987,-0.261799,-0.255016,0.006783,-0.134310
0.392041,-0.261799,-0.255016,0.006783,-0.134310
0.402093,-0.261799,-0.255016,0.006783,-0.134310
0.412145,-0.261799,-0.255016,0.006783,-0.134310
0.422197,-0.261799,-0.255016,0.006783,-0.134310
0.432249,-0.261799,-0.255016,0.006783,-0.134310
0.442301,-0.261799,-0.255016,0.006783,-0.134310
0.452352,-0.261799,-0.255016,0.006783,-0.134310
0.462405,-0.261799,-0.255016,0.006783,-0.134310
0.472457,-0.261799,-0.255016,0.006783,-0.134310
0.482508,-0.261799,-0.255016,0.006783,-0.134310
0.492560,-0.261799,-0.255016,0.006783,-0.158730
0.502612,-0.261799,-0.255016,0.006783,-0.158730
0.512665,-0.261799,-0.255016,0.006783,-0.158730
0.522717,-0.261799,-0.255016,0.006783,-0.158730
0.532769,-0.261799,-0.255016,0.006783,-0.158730
0.542821,-0.261799,-0.255016,0.006783,-0.158730
0.552848,-0.261799,-0.255016,0.006783,-0.158730
0.562901,-0.261799,-0.255016,0.006783,-0.158730
0.572954,-0.261799,-0.255016,0.006783,-0.158730
0.583019,-0.261799,-0.255016,0.006783,-0.158730
0.593081,-0.261799,-0.255016,0.006783,-0.134310
0.603134,-0.261799,-0.255016,0.006783,-0.134310
0.613190,-0.261799,-0.255016,0.006783,-0.134310
0.623244,-0.261799,-0.255016,0.006783,-0.134310
0.633297,-0.261799,-0.255016,0.006783,-0.134310
0.643350,-0.261799,-0.255016,0.006783,-0.134310
0.653403,-0.261799,-0.255016,0.006783,-0.134310
0.663455,-0.261799,-0.255016,0.006783,-0.134310
0.673508,-0.261799,-0.255016,0.006783,-0.134310
0.683560,-0.261799,-0.255016,0.006783,-0.134310
0.693612,-0.261799,-0.255016,0.006783,-0.134310
0.703664,-0.261799,-0.255016,0.006783,-0.134310
0.713717,-0.261799,-0.255016,0.006783,-0.134310
0.723771,-0.261799,-0.255016,0.006783,-0.134310
0.733822,-0.261799,-0.255016,0.006783,-0.134310
0.743848,-0.261799,-0.255016,0.006783,-0.134310
0.753901,-0.261799,-0.255016,0.006783,-0.134310
0.763953,-0.261799,-0.255016,0.006783,-0.134310
0.774006,-0.261799,-0.255016,0.006783,-0.134310
0.784068,-0.261799,-0.255016,0.006783,-0.134310
0.794127,-0.261799,-0.255016,0.006783,-0.134310
0.804191,-0.261799,-0.255016,0.006783,-0.134310
0.814245,-0.261799,-0.255016,0.006783,-0.134310
0.824297,-0.261799,-0.255016,0.006783,-0.134310
0.834351,-0.261799,-0.255016,0.006783,-0.134310
0.844413,-0.261799,-0.255016,0.006783,-0.134310
0.854476,-0.261799,-0.255016,0.006783,-0.134310
0.864529,-0.261799,-0.255016,0.006783,-0.134310
0.874591,-0.261799,-0.255016,0.006783,-0.134310
0.884660,-0.261799,-0.255016,0.006783,-0.134310
0.894721,-0.261799,-0.255016,0.006783,-0.144078
0.904785,-0.261799,-0.255016,0.006783,-0.144078
0.914849,-0.261799,-0.255016,0.006783,-0.144078
