t,ex,ey,ez,e_pos,e_ang
0.000000,0.001706,0.000885,-0.014233,0.014363,0.073257
0.010054,0.001706,0.000885,-0.014233,0.014363,0.073257
0.020107,0.001706,0.000885,-0.014233,0.014363,0.073257
0.030159,0.001706,0.000885,-0.014233,0.014363,0.073257
0.040210,0.001706,0.000885,-0.014233,0.014363,0.073257
0.050261,0.001706,0.000885,-0.014233,0.014363,0.073257
0.060312,0.001706,0.000885,-0.014233,0.014363,0.073257
0.070365,0.001706,0.000885,-0.014233,0.014363,0.073257
0.080416,0.001706,0.000885,-0.014233,0.014363,0.073257
0.090468,0.001706,0.000885,-0.014233,0.014363,0.073257
0.100520,0.001706,0.000885,-0.014233,0.014363,0.073257
0.110573,0.001706,0.000885,-0.014233,0.014363,0.073257
0.120625,0.001706,0.000885,-0.014233,0.014363,0.073257
0.130677,0.001706,0.000885,-0.014233,0.014363,0.073257
0.140730,0.001706,0.000885,-0.014233,0.014363,0.073257
0.150782,0.001706,0.000885,-0.014233,0.014363,0.073257
0.160833,0.001706,0.000885,-0.014233,0.014363,0.073257
0.170885,0.001706,0.000885,-0.014233,0.014363,0.073257
0.180938,0.001706,0.000885,-0.014233,0.014363,0.073257
0.190961,0.001706,0.000885,-0.014233,0.014363,0.073257
0.201015,0.001706,0.000885,-0.014233,0.014363,0.073257
0.211067,0.001706,0.000885,-0.014233,0.014363,0.073257
0.221119,0.001706,0.000885,-0.014233,0.014363,0.073257
0.231172,0.001706,0.000885,-0.014233,0.014363,0.073257
0.241227,0.001706,0.000885,-0.014233,0.014363,0.073257
0.251280,0.001706,0.000885,-0.014233,0.014363,0.073257
0.261332,0.001706,0.000885,-0.014233,0.014363,0.073257
0.271385,0.001706,0.000885,-0.014233,0.014363,0.073257
0.281437,0.001706,0.000885,-0.014240,0.014369,0.073257
0.291489,0.001706,0.000885,-0.014251,0.014380,0.073257
0.301540,0.001706,0.000885,-0.014264,0.014393,0.073257
0.311592,0.001706,0.000885,-0.014278,0.014407,0.073257
0.321643,0.001706,0.000885,-0.014292,0.014420,0.073257
0.331695,0.001706,0.000885,-0.014307,0.014435,0.073257
0.341747,0.001706,0.000885,-0.014323,0.014451,0.073257
