t,px,py,pz,qw,qx,qy,qz
0.000000,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.010054,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.020107,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.030159,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.040210,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.050261,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.060312,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.070365,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.080416,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.090468,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.100520,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.110573,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.120625,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.130677,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.140730,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.150782,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.160833,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.170885,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.180938,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.190961,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.201015,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.211067,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.221119,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.231172,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.241227,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.251280,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.261332,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.271385,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.281437,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.291489,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.301540,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.311592,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.321643,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.331695,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.341747,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.351798,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.361851,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.371903,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.381954,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.391961,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.401975,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.412027,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.422079,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.432131,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.442184,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.452235,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.462288,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.472340,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.482392,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.492443,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.502495,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.512546,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.522597,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.532649,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.542714,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.552777,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.562838,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.572891,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.582944,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.592961,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.603015,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.613067,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.623122,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.633175,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.643228,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.653280,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.663334,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.673387,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.683440,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.693493,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.703546,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.713601,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.723655,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.733705,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
0.743766,0.142301,-0.050288,0.296970,0.980484,-0.018109,-0.092436,-0.172564
