t,ref,resp,err
0.000000,-0.610865,-0.596056,0.014810
0.010062,-0.610865,-0.596056,0.014810
0.020125,-0.610865,-0.596056,0.014810
0.030211,-0.610865,-0.596056,0.014810
0.040265,-0.610865,-0.596056,0.014810
0.050318,-0.610865,-0.596056,0.014810
0.060332,-0.610865,-0.596056,0.014810
0.070384,-0.610865,-0.596056,0.014810
0.080437,-0.610865,-0.596056,0.014810
0.090490,-0.610865,-0.596056,0.014810
0.100552,-0.610865,-0.596056,0.014810
0.110613,-0.610865,-0.596056,0.014810
0.120677,-0.610865,-0.596056,0.014810
0.130740,-0.610865,-0.596056,0.014810
0.140782,-0.610865,-0.596056,0.014810
0.150850,-0.610865,-0.596056,0.014810
0.160912,-0.610865,-0.596056,0.014810
0.170976,-0.610865,-0.596056,0.014810
0.181040,-0.610865,-0.596056,0.014810
0.191102,-0.610865,-0.596056,0.014810
0.201165,-0.610865,-0.596056,0.014810
0.211229,-0.610865,-0.596056,0.014810
0.221289,-0.610865,-0.596056,0.014810
0.231347,-0.610865,-0.596056,0.014810
0.241405,-0.610865,-0.596056,0.014810
0.251466,-0.610865,-0.596056,0.014810
0.261529,-0.610865,-0.596056,0.014810
0.271592,-0.610865,-0.596056,0.014810
0.281651,-0.610865,-0.596056,0.014810
0.291715,-0.610865,-0.596056,0.014810
0.301778,-0.610865,-0.596056,0.014810
0.311838,-0.610865,-0.596056,0.014810
0.321896,-0.610865,-0.596056,0.014810
0.331960,-0.610865,-0.596056,0.014810
0.342023,-0.610865,-0.596056,0.014810
0.352083,-0.610865,-0.596056,0.014810
0.362146,-0.610865,-0.596056,0.014810
0.372209,-0.610865,-0.596056,0.014810
0.382270,-0.610865,-0.596056,0.014810
0.392333,-0.610865,-0.596056,0.014810
0.402396,-0.610865,-0.596056,0.014810
0.412457,-0.610865,-0.596056,0.014810
0.422519,-0.610865,-0.596056,0.014810
0.432581,-0.610865,-0.596056,0.014810
0.442644,-0.610865,-0.596056,0.014810
0.452707,-0.610865,-0.596056,0.014810
0.462770,-0.610865,-0.596056,0.014810
0.472825,-0.610865,-0.596056,0.014810
0.482887,-0.610865,-0.596056,0.014810
0.493045,-0.610865,-0.596056,0.014810
0.503108,-0.610865,-0.596056,0.014810
0.513171,-0.610865,-0.596056,0.014810
0.523232,-0.610865,-0.596056,0.014810
0.533296,-0.610865,-0.596056,0.014810
0.543359,-0.610865,-0.596056,0.014810
0.553423,-0.610865,-0.596056,0.014810
0.563484,-0.610865,-0.596056,0.014810
0.573543,-0.610865,-0.596056,0.014810
0.583605,-0.610865,-0.596056,0.014810
0.593668,-0.610865,-0.596056,0.014810
0.603718,-0.610865,-0.596056,0.014810
0.613771,-0.610865,-0.596056,0.014810
0.623823,-0.610865,-0.596056,0.014810
0.633877,-0.610865,-0.596056,0.014810
0.643928,-0.610865,-0.596056,0.014810
0.653982,-0.610865,-0.596056,0.014810
0.664034,-0.610865,-0.596056,0.014810
0.674087,-0.610865,-0.596056,0.014810
0.684139,-0.610865,-0.596056,0.014810
0.694191,-0.610865,-0.596056,0.014810
0.704326,-0.610865,-0.596056,0.014810
0.714332,-0.610865,-0.596056,0.014810
0.724384,-0.610865,-0.596056,0.014810
0.734436,-0.610865,-0.596056,0.014810
0.744488,-0.610865,-0.596056,0.014810
0.754540,-0.610865,-0.596056,0.014810
0.764593,-0.610865,-0.596056,0.014810
0.774645,-0.610865,-0.596056,0.014810
0.784697,-0.610865,-0.596056,0.014810
0.794749,-0.610865,-0.596056,0.014810
0.804801,-0.610865,-0.596056,0.014810
0.814854,-0.610865,-0.596056,0.014810
0.824905,-0.610865,-0.596056,0.014810
0.834957,-0.610865,-0.596056,0.014810
0.845009,-0.610865,-0.596056,0.014810
0.855060,-0.610865,-0.596056,0.014810
0.865113,-0.610865,-0.596056,0.014810
0.875165,-0.610865,-0.596056,0.014810
0.885228,-0.610865,-0.596056,0.014810
0.895291,-0.610865,-0.596056,0.014810
0.905341,-0.610865,-0.596056,0.014810
0.915410,-0.610865,-0.596056,0.014810
0.925463,-0.610865,-0.596056,0.014810
0.935514,-0.610865,-0.596056,0.014810
0.945567,-0.610865,-0.596056,0.014810
0.955619,-0.610865,-0.596056,0.014810
0.965672,-0.610865,-0.596056,0.014810
0.975724,-0.610865,-0.596056,0.014810
0.985776,-0.610865,-0.596056,0.014810
0.995828,-0.610865,-0.596056,0.014810
1.005881,-0.609839,-0.596056,0.013783
1.015935,-0.608084,-0.596056,0.012028
1.025987,-0.606330,-0.596056,0.010274
1.036039,-0.604575,-0.596056,0.008520
1.046091,-0.602821,-0.596056,0.006765
1.056143,-0.601066,-0.596056,0.005011
1.066199,-0.599311,-0.596056,0.003256
1.076262,-0.597555,-0.596056,0.001500
1.086325,-0.595799,-0.596056,-0.000257
1.096390,-0.594042,-0.596056,-0.002014
1.106442,-0.592288,-0.596056,-0.003768
1.116505,-0.590531,-0.596056,-0.005524
1.126560,-0.588776,-0.596056,-0.007279
1.136622,-0.587020,-0.596056,-0.009035
1.146686,-0.585264,-0.596056,-0.010792
1.156749,-0.583507,-0.596056,-0.012548
1.166802,-0.581753,-0.596056,-0.014303
1.176855,-0.579998,-0.596056,-0.016057
1.186906,-0.578244,-0.596056,-0.017812
1.196959,-0.576489,-0.596056,-0.019566
1.207021,-0.574733,-0.596056,-0.021322
1.217081,-0.572977,-0.596056,-0.023078
1.227144,-0.571221,-0.595674,-0.024453
1.237204,-0.569465,-0.595674,-0.026209
1.247266,-0.567709,-0.595674,-0.027965
1.257325,-0.565954,-0.594911,-0.028958
1.267386,-0.564198,-0.594148,-0.029951
1.277452,-0.562441,-0.593385,-0.030944
1.287517,-0.560684,-0.592622,-0.031938
1.297570,-0.558930,-0.590333,-0.031404
1.307622,-0.557175,-0.588426,-0.031251
1.317673,-0.555421,-0.586137,-0.030716
1.327725,-0.553666,-0.584611,-0.030945
1.337778,-0.551912,-0.581559,-0.029648
1.347830,-0.550157,-0.580034,-0.029876
1.357882,-0.548403,-0.577745,-0.029342
1.367944,-0.546647,-0.575456,-0.028809
1.377975,-0.544896,-0.573548,-0.028652
1.388028,-0.543142,-0.570878,-0.027737
1.398079,-0.541387,-0.569352,-0.027965
1.408142,-0.539631,-0.566682,-0.027051
1.418204,-0.537875,-0.565156,-0.027281
1.428266,-0.536119,-0.562104,-0.025985
1.438329,-0.534362,-0.560578,-0.026216
1.448393,-0.532606,-0.558289,-0.025684
1.458455,-0.530850,-0.556382,-0.025532
1.468519,-0.529093,-0.554093,-0.025000
1.478579,-0.527337,-0.552949,-0.025611
1.488642,-0.525581,-0.550278,-0.024697
1.498696,-0.523826,-0.548753,-0.024926
1.508748,-0.522072,-0.546845,-0.024773
1.518800,-0.520317,-0.545701,-0.025383
1.528852,-0.518563,-0.542649,-0.024086
1.538905,-0.516809,-0.541123,-0.024315
1.548957,-0.515054,-0.539597,-0.024543
1.559010,-0.513300,-0.537690,-0.024390
1.569062,-0.511545,-0.535401,-0.023856
1.579114,-0.509791,-0.534257,-0.024466
1.589205,-0.508030,-0.532349,-0.024320
1.599256,-0.506275,-0.530823,-0.024548
1.609309,-0.504521,-0.529297,-0.024776
1.619331,-0.502772,-0.527390,-0.024618
1.629340,-0.501025,-0.525864,-0.024839
1.639392,-0.499270,-0.523575,-0.024305
1.649444,-0.497516,-0.521668,-0.024152
1.659496,-0.495761,-0.520142,-0.024380
1.669547,-0.494007,-0.518616,-0.024609
1.679599,-0.492253,-0.515564,-0.023311
1.689651,-0.490498,-0.514420,-0.023921
1.699703,-0.488744,-0.512512,-0.023768
1.709755,-0.486990,-0.510605,-0.023615
1.719815,-0.485234,-0.508316,-0.023082
1.729878,-0.483477,-0.507172,-0.023694
1.739931,-0.481723,-0.504883,-0.023160
1.749982,-0.479969,-0.503357,-0.023388
1.760034,-0.478214,-0.501450,-0.023235
1.770086,-0.476460,-0.500305,-0.023845
1.780168,-0.474700,-0.498016,-0.023316
1.790221,-0.472946,-0.496490,-0.023545
1.800283,-0.471190,-0.495346,-0.024156
1.810330,-0.469436,-0.493439,-0.024003
1.820383,-0.467681,-0.491913,-0.024231
1.830435,-0.465927,-0.489242,-0.023315
1.840487,-0.464173,-0.488098,-0.023925
1.850539,-0.462418,-0.486191,-0.023772
1.860591,-0.460664,-0.484283,-0.023619
1.870643,-0.458909,-0.481994,-0.023085
1.880694,-0.457155,-0.480850,-0.023695
1.890749,-0.455400,-0.478561,-0.023161
1.900801,-0.453646,-0.477035,-0.023389
1.910853,-0.451891,-0.475128,-0.023236
1.920905,-0.450137,-0.473602,-0.023465
1.930957,-0.448383,-0.470932,-0.022549
1.941008,-0.446628,-0.469406,-0.022777
1.951060,-0.444874,-0.467880,-0.023006
1.961112,-0.443120,-0.465972,-0.022853
1.971164,-0.441365,-0.463302,-0.021937
