t,q1,q2,q3,q4,q5,q6
0.000000,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.010064,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.020128,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.030194,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.040254,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.050303,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.060358,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.070410,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.080463,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.090517,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.100578,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.110630,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.120682,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.130734,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.140785,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.150838,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.160891,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.170950,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.181009,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.191065,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.201127,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.211191,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.221254,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.231307,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.241361,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.251413,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.261465,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.271518,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.281573,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.291633,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.301695,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.311748,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.321802,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.331854,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.341906,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.351958,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.362010,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.372062,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.382115,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.392298,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.402365,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.412429,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.422495,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.432550,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.442612,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.452676,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.462708,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.472769,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.482832,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.492884,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.502936,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.512999,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.523060,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.533112,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.543164,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.553217,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.563269,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.573296,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.583349,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.593401,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.603453,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.613505,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.623557,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.633611,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.643665,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.653728,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.663787,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.673850,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.683913,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.693966,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.704018,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.714069,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.724122,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.734174,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.744237,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.754293,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.764357,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.774418,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.784482,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.794542,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.804605,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.814667,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.824730,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.834791,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.844855,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.854954,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.865019,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.875083,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.885147,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.895213,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.905277,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.915301,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.925367,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.935428,-0.335889,0.610170,-0.400359,-0.388914,-0.001717,-0.002480
0.945491,-0.335889,0.610170,-0.400740,-0.388914,-0.001717,-0.002480
0.955553,-0.335889,0.610170,-0.400740,-0.388914,-0.001717,-0.002480
0.965619,-0.335889,0.610170,-0.401122,-0.388914,-0.001717,-0.002480
0.975685,-0.335889,0.610170,-0.401503,-0.388914,-0.001717,-0.002480
0.985752,-0.335889,0.610170,-0.402266,-0.388914,-0.001717,-0.002480
0.995818,-0.335889,0.610552,-0.403029,-0.388914,-0.001717,-0.002480
1.005882,-0.335889,0.610552,-0.403792,-0.388914,-0.001717,-0.002480
1.015949,-0.335889,0.610552,-0.404555,-0.388914,-0.001717,-0.002480
1.026012,-0.335889,0.610552,-0.405699,-0.388914,-0.001717,-0.002480
1.036076,-0.335889,0.610552,-0.406462,-0.388914,-0.001717,-0.002480
1.046140,-0.335889,0.610552,-0.407988,-0.388914,-0.001717,-0.002480
1.056203,-0.335889,0.610552,-0.409133,-0.388914,-0.001717,-0.002480
1.066256,-0.335889,0.610552,-0.410658,-0.388914,-0.001717,-0.002480
1.076321,-0.336271,0.610552,-0.411803,-0.388914,-0.001717,-0.002480
1.086383,-0.336271,0.610552,-0.412566,-0.388914,-0.001717,-0.002480
1.096451,-0.336271,0.610552,-0.414092,-0.388914,-0.001717,-0.002480
1.106516,-0.336271,0.610170,-0.415236,-0.388914,-0.001717,-0.002480
1.116581,-0.336271,0.610170,-0.416381,-0.388914,-0.001717,-0.002480
1.126642,-0.336271,0.610170,-0.417525,-0.388914,-0.001717,-0.002480
1.136709,-0.336271,0.610170,-0.419051,-0.388914,-0.001717,-0.002480
1.146776,-0.336271,0.610170,-0.420195,-0.388914,-0.001717,-0.002480
1.156841,-0.336652,0.610552,-0.421721,-0.388914,-0.001717,-0.002480
1.166908,-0.336652,0.610552,-0.422103,-0.388914,-0.001717,-0.002480
1.176974,-0.336652,0.610170,-0.423247,-0.388914,-0.001717,-0.002480
1.187041,-0.337034,0.610170,-0.424010,-0.388914,-0.001717,-0.002480
1.197106,-0.337034,0.610170,-0.425536,-0.388914,-0.001717,-0.002480
1.207168,-0.337034,0.610170,-0.425917,-0.388914,-0.001717,-0.002480
1.217229,-0.337034,0.610170,-0.427443,-0.388533,-0.001717,-0.002480
1.227295,-0.337034,0.610170,-0.428206,-0.388533,-0.001717,-0.002480
1.237356,-0.337034,0.610170,-0.428969,-0.388533,-0.001717,-0.002480
1.247418,-0.337034,0.610170,-0.429351,-0.388533,-0.001717,-0.002480
1.257478,-0.337415,0.610170,-0.430114,-0.388533,-0.001717,-0.002480
1.267531,-0.337415,0.610170,-0.430877,-0.388533,-0.001717,-0.002480
1.277584,-0.337415,0.610170,-0.431640,-0.388533,-0.001717,-0.002480
1.287638,-0.337415,0.610170,-0.432403,-0.388533,-0.001717,-0.002480
1.297694,-0.337797,0.610170,-0.433547,-0.388533,-0.001717,-0.002480
1.307748,-0.338178,0.610170,-0.434310,-0.388533,-0.001717,-0.002480
1.317801,-0.338178,0.610170,-0.435073,-0.388533,-0.001717,-0.002480
1.327854,-0.338178,0.610170,-0.435836,-0.388533,-0.001717,-0.002480
1.337918,-0.338560,0.610170,-0.436217,-0.388533,-0.001717,-0.002480
1.347981,-0.338560,0.610170,-0.436980,-0.388533,-0.001717,-0.002480
1.358043,-0.338560,0.610170,-0.437362,-0.388533,-0.001717,-0.002480
1.368105,-0.338560,0.610170,-0.437743,-0.388533,-0.001717,-0.002480
1.378169,-0.338560,0.610170,-0.438125,-0.388533,-0.001717,-0.002480
1.388234,-0.338560,0.610170,-0.438888,-0.388533,-0.001717,-0.002480
1.398298,-0.338941,0.610170,-0.439651,-0.388533,-0.001717,-0.002480
1.408353,-0.338941,0.610170,-0.440414,-0.388151,-0.001717,-0.002480
1.418417,-0.338941,0.610170,-0.440795,-0.388151,-0.001717,-0.002480
