t,ex,ey,ez,e_pos,e_ang
0.331854,0.002617,0.001132,-0.016977,0.017215,0.083446
0.341906,0.002617,0.001132,-0.016994,0.017231,0.083446
0.351958,0.002617,0.001132,-0.017011,0.017248,0.083446
0.362010,0.002617,0.001132,-0.017029,0.017266,0.083446
0.372062,0.002617,0.001132,-0.017048,0.017285,0.083446
0.382115,0.002617,0.001132,-0.017069,0.017305,0.083446
0.392298,0.002617,0.001132,-0.017090,0.017326,0.083446
0.402365,0.002617,0.001132,-0.017112,0.017348,0.083446
0.412429,0.002617,0.001132,-0.017135,0.017371,0.083446
0.422495,0.002618,0.001132,-0.017160,0.017395,0.083446
0.432550,0.002618,0.001132,-0.017186,0.017421,0.083446
0.442612,0.002618,0.001132,-0.017213,0.017448,0.083446
0.452676,0.002618,0.001132,-0.017241,0.017476,0.083446
0.462708,0.002618,0.001132,-0.017271,0.017505,0.083446
0.472769,0.002619,0.001132,-0.017302,0.017536,0.083446
0.482832,0.002619,0.001132,-0.017334,0.017567,0.083446
0.492884,0.002619,0.001132,-0.017368,0.017601,0.083446
0.502936,0.002620,0.001132,-0.017403,0.017635,0.083446
0.512999,0.002620,0.001132,-0.017439,0.017671,0.083446
0.523060,0.002621,0.001132,-0.017476,0.017708,0.083446
0.533112,0.002621,0.001132,-0.017515,0.017747,0.083446
0.543164,0.002622,0.001132,-0.017556,0.017787,0.083446
0.553217,0.002623,0.001132,-0.017598,0.017828,0.083446
0.563269,0.002624,0.001132,-0.017641,0.017871,0.083446
0.573296,0.002624,0.001132,-0.017686,0.017916,0.083446
0.583349,0.002625,0.001132,-0.017734,0.017963,0.083446
0.593401,0.002626,0.001132,-0.017782,0.018010,0.083446
0.603453,0.002628,0.001132,-0.017831,0.018059,0.083446
0.613505,0.002629,0.001132,-0.017883,0.018111,0.083446
0.623557,0.002630,0.001132,-0.017937,0.018164,0.083446
0.633611,0.002632,0.001132,-0.017991,0.018217,0.083446
0.643665,0.002633,0.001132,-0.018048,0.018274,0.083446
0.653728,0.002635,0.001132,-0.018106,0.018332,0.083446
0.663787,0.002637,0.001132,-0.018166,0.018391,0.083446
0.673850,0.002639,0.001132,-0.018228,0.018453,0.083446
0.683913,0.002641,0.001132,-0.018291,0.018516,0.083446
0.693966,0.002643,0.001132,-0.018357,0.018580,0.083446
0.704018,0.002646,0.001132,-0.018425,0.018648,0.083446
0.714069,0.002648,0.001132,-0.018493,0.018716,0.083446
0.724122,0.002651,0.001132,-0.018565,0.018787,0.083446
0.734174,0.002654,0.001132,-0.018638,0.018860,0.083446
0.744237,0.002658,0.001132,-0.018713,0.018934,0.083446
0.754293,0.002661,0.001132,-0.018789,0.019011,0.083446
0.764357,0.002665,0.001132,-0.018868,0.019089,0.083446
0.774418,0.002669,0.001132,-0.018948,0.019169,0.083446
0.784482,0.002673,0.001132,-0.019031,0.019251,0.083446
0.794542,0.002678,0.001132,-0.019117,0.019336,0.083446
0.804605,0.002683,0.001132,-0.019203,0.019422,0.083446
0.814667,0.002688,0.001132,-0.019292,0.019511,0.083446
0.824730,0.002694,0.001132,-0.019383,0.019602,0.083446
0.834791,0.002700,0.001132,-0.019476,0.019695,0.083446
0.844855,0.002706,0.001132,-0.019572,0.019790,0.083446
0.854954,0.002713,0.001132,-0.019669,0.019887,0.083446
0.865019,0.002727,0.001132,-0.019870,0.020088,0.083446
0.875083,0.002735,0.001132,-0.019973,0.020191,0.083446
0.885147,0.002743,0.001132,-0.020080,0.020298,0.083446
0.895213,0.002752,0.001132,-0.020188,0.020406,0.083446
0.905277,0.002761,0.001132,-0.020299,0.020517,0.083446
0.915301,0.002771,0.001132,-0.020411,0.020629,0.083446
0.925367,0.002781,0.001132,-0.020526,0.020745,0.083446
0.935428,0.002792,0.001132,-0.020644,0.020862,0.083446
0.945491,0.002794,0.001135,-0.020631,0.020850,0.083068
0.955553,0.002806,0.001135,-0.020752,0.020972,0.083068
0.965619,0.002810,0.001138,-0.020744,0.020964,0.082690
0.975685,0.002814,0.001141,-0.020737,0.020959,0.082312
0.985752,0.002810,0.001148,-0.020601,0.020823,0.081556
0.995818,0.002869,0.001132,-0.020516,0.020747,0.081178
1.005882,0.002866,0.001139,-0.020384,0.020616,0.080422
1.015949,0.002863,0.001145,-0.020255,0.020488,0.079667
1.026012,0.002851,0.001155,-0.019995,0.020230,0.078533
1.036076,0.002850,0.001162,-0.019870,0.020107,0.077778
1.046140,0.002829,0.001176,-0.019482,0.019722,0.076268
1.056203,0.002818,0.001186,-0.019230,0.019471,0.075136
1.066256,0.002798,0.001200,-0.018847,0.019091,0.073627
1.076321,0.002769,0.001157,-0.018599,0.018840,0.072439
1.086383,0.002770,0.001164,-0.018487,0.018730,0.071684
1.096451,0.002750,0.001179,-0.018112,0.018357,0.070176
1.106516,0.002677,0.001213,-0.017821,0.018062,0.068668
1.116581,0.002669,0.001224,-0.017584,0.017827,0.067538
1.126642,0.002662,0.001236,-0.017349,0.017595,0.066408
1.136709,0.002644,0.001252,-0.016983,0.017234,0.064903
1.146776,0.002638,0.001264,-0.016753,0.017007,0.063774
1.156841,0.002668,0.001202,-0.016443,0.016702,0.062583
1.166908,0.002687,0.001206,-0.016483,0.016744,0.062207
1.176974,0.002618,0.001242,-0.016211,0.016468,0.060702
1.187041,0.002608,0.001196,-0.016123,0.016376,0.059887
1.197106,0.002594,0.001213,-0.015773,0.016031,0.058383
1.207168,0.002618,0.001217,-0.015823,0.016084,0.058007
1.217229,0.002613,0.001232,-0.015514,0.015781,0.056880
1.227295,0.002627,0.001241,-0.015437,0.015708,0.056129
1.237356,0.002642,0.001249,-0.015361,0.015636,0.055378
1.247418,0.002671,0.001254,-0.015421,0.015701,0.055003
1.257478,0.002670,0.001208,-0.015351,0.015628,0.054185
1.267531,0.002689,0.001217,-0.015283,0.015565,0.053434
1.277584,0.002709,0.001226,-0.015217,0.015505,0.052684
1.287638,0.002732,0.001235,-0.015155,0.015448,0.051933
1.297694,0.002723,0.001195,-0.014962,0.015255,0.050740
1.307748,0.002729,0.001150,-0.014904,0.015196,0.049922
1.317801,0.002756,0.001159,-0.014849,0.015147,0.049171
1.327854,0.002784,0.001169,-0.014796,0.015101,0.048421
1.337918,0.002808,0.001119,-0.014877,0.015181,0.047979
1.347981,0.002841,0.001129,-0.014829,0.015141,0.047228
1.358043,0.002888,0.001134,-0.014915,0.015234,0.046853
1.368105,0.002937,0.001138,-0.015004,0.015331,0.046478
1.378169,0.002988,0.001143,-0.015095,0.015430,0.046102
1.388234,0.003028,0.001153,-0.015056,0.015401,0.045353
1.398298,0.003050,0.001109,-0.015020,0.015367,0.044534
1.408353,0.003101,0.001116,-0.015021,0.015379,0.044159
1.418417,0.003161,0.001121,-0.015121,0.015489,0.043784
1.428480,0.003204,0.001071,-0.015224,0.015594,0.043342
1.438544,0.003254,0.001081,-0.015197,0.015579,0.042591
1.448605,0.003287,0.001037,-0.015171,0.015558,0.041774
1.458669,0.003341,0.001048,-0.015147,0.015547,0.041024
1.468732,0.003369,0.001068,-0.014862,0.015276,0.039523
1.478794,0.003413,0.001083,-0.014711,0.015141,0.038399
1.488848,0.003460,0.001099,-0.014562,0.015008,0.037276
1.498911,0.003523,0.001110,-0.014548,0.015010,0.036529
1.508973,0.003612,0.001112,-0.014703,0.015181,0.036529
1.519034,0.003662,0.001069,-0.014633,0.015122,0.036082
1.529098,0.003680,0.001098,-0.014647,0.015142,0.035708
1.539159,0.003754,0.001109,-0.014640,0.015155,0.034960
1.549222,0.003830,0.001120,-0.014635,0.015169,0.034212
1.559290,0.003910,0.001131,-0.014632,0.015188,0.033466
1.569353,0.003973,0.001088,-0.014631,0.015200,0.032644
1.579414,0.004042,0.001105,-0.014500,0.015093,0.031524
1.589475,0.004130,0.001116,-0.014502,0.015120,0.030778
1.599539,0.004193,0.001076,-0.014410,0.015047,0.029955
1.609601,0.004319,0.001076,-0.014621,0.015283,0.030329
1.619664,0.004310,0.001064,-0.014327,0.014999,0.029508
1.629727,0.004426,0.001070,-0.014408,0.015111,0.029508
1.639787,0.004501,0.001031,-0.014204,0.014936,0.029438
1.649851,0.004639,0.001031,-0.014360,0.015126,0.030188
1.659912,0.004717,0.000933,-0.014291,0.015078,0.030443
1.669975,0.004818,0.000888,-0.014283,0.015100,0.030390
1.680036,0.004927,0.000782,-0.014385,0.015225,0.031434
1.690099,0.005053,0.000740,-0.014451,0.015326,0.032196
1.700151,0.005124,0.000589,-0.014387,0.015283,0.032480
1.710216,0.005262,0.000536,-0.014552,0.015483,0.033218
1.720277,0.005385,0.000430,-0.014717,0.015677,0.033947
1.730340,0.005500,0.000327,-0.014729,0.015726,0.035076
1.740401,0.005649,0.000275,-0.014896,0.015934,0.035838
1.750463,0.005719,0.000192,-0.015052,0.016103,0.036611
1.760525,0.005875,0.000139,-0.015222,0.016317,0.037384
1.770589,0.005874,0.000145,-0.015162,0.016261,0.037018
1.780651,0.005950,0.000125,-0.015212,0.016334,0.036658
1.790714,0.006067,0.000101,-0.015467,0.016614,0.037423
1.800775,0.006185,0.000008,-0.015434,0.016627,0.037094
1.810835,0.006250,-0.000115,-0.015499,0.016712,0.037924
1.820899,0.006357,-0.000140,-0.015623,0.016867,0.038341
1.830959,0.006459,-0.000213,-0.015784,0.017056,0.039146
1.841022,0.006508,-0.000194,-0.015861,0.017145,0.039118
1.851086,0.006479,-0.000136,-0.015733,0.017016,0.039067
1.861151,0.006538,-0.000076,-0.015715,0.017021,0.039034
1.871214,0.006623,-0.000025,-0.015805,0.017137,0.040173
1.881277,0.006708,0.000028,-0.015919,0.017275,0.040552
1.891295,0.006712,0.000052,-0.016020,0.017369,0.040963
1.901351,0.006747,0.000136,-0.016181,0.017532,0.040938
1.911404,0.006610,0.000286,-0.016017,0.017330,0.039777
1.921467,0.006732,0.000360,-0.016226,0.017571,0.040111
1.931529,0.006853,0.000446,-0.016399,0.017779,0.040100
1.941590,0.006872,0.000541,-0.016332,0.017727,0.039822
1.951649,0.007031,0.000497,-0.016494,0.017937,0.040657
1.961713,0.007040,0.000501,-0.016498,0.017945,0.041087
1.971773,0.007062,0.000513,-0.016563,0.018013,0.041187
1.981836,0.007059,0.000465,-0.016567,0.018014,0.041866
1.991898,0.007120,0.000425,-0.016510,0.017985,0.041726
2.001960,0.007045,0.000430,-0.016369,0.017826,0.041913
2.012023,0.007135,0.000337,-0.016515,0.017993,0.042541
2.022083,0.006951,0.000281,-0.016289,0.017713,0.041586
2.032145,0.006975,0.000217,-0.016385,0.017809,0.041888
2.042208,0.007052,0.000126,-0.016396,0.017848,0.042161
2.052274,0.007140,0.000101,-0.016332,0.017825,0.041424
2.062294,0.007245,0.000062,-0.016340,0.017875,0.041743
2.072349,0.007419,-0.000001,-0.016357,0.017961,0.042058
2.082410,0.007424,-0.000056,-0.016221,0.017839,0.042014
2.092472,0.007459,-0.000061,-0.016140,0.017780,0.041621
2.102534,0.007469,-0.000161,-0.016073,0.017724,0.042396
2.112598,0.007665,-0.000206,-0.016083,0.017818,0.042790
2.122664,0.007646,-0.000222,-0.016061,0.017789,0.043227
2.132729,0.007696,-0.000244,-0.016032,0.017786,0.042510
2.142792,0.007747,-0.000273,-0.016002,0.017781,0.041782
2.152855,0.007585,-0.000292,-0.015975,0.017687,0.041405
2.162907,0.007760,-0.000336,-0.016154,0.017925,0.041796
2.172959,0.007783,-0.000375,-0.015928,0.017732,0.041085
2.183011,0.007951,-0.000412,-0.016007,0.017878,0.041510
2.193062,0.008086,-0.000491,-0.015989,0.017924,0.041984
2.203114,0.008153,-0.000541,-0.015944,0.017916,0.041360
2.213166,0.008075,-0.000520,-0.015783,0.017736,0.040729
2.223215,0.008243,-0.000595,-0.015851,0.017876,0.041234
2.233267,0.008221,-0.000563,-0.015542,0.017592,0.040853
2.243318,0.008341,-0.000575,-0.015595,0.017695,0.041182
2.253379,0.008216,-0.000618,-0.015618,0.017659,0.041546
2.263441,0.008311,-0.000614,-0.015499,0.017597,0.041174
2.273502,0.008380,-0.000579,-0.015534,0.017659,0.041546
2.283568,0.008595,-0.000564,-0.015547,0.017773,0.041581
2.293629,0.008467,-0.000527,-0.015355,0.017542,0.040912
2.303692,0.008517,-0.000524,-0.015307,0.017525,0.040026
2.313753,0.008475,-0.000527,-0.015190,0.017403,0.040076
2.323807,0.008618,-0.000548,-0.015216,0.017496,0.040493
2.333862,0.008705,-0.000497,-0.015194,0.017518,0.040521
2.343915,0.008732,-0.000550,-0.015074,0.017429,0.040605
2.353967,0.008866,-0.000692,-0.015218,0.017626,0.041508
2.364029,0.008959,-0.000745,-0.015041,0.017523,0.041894
2.374090,0.009144,-0.000677,-0.015012,0.017590,0.041892
2.384156,0.009051,-0.000645,-0.014862,0.017413,0.042000
2.394217,0.009100,-0.000700,-0.014779,0.017370,0.041721
2.404278,0.009091,-0.000744,-0.014759,0.017350,0.042266
2.414298,0.009031,-0.000625,-0.014546,0.017133,0.040944
2.424360,0.009027,-0.000628,-0.014444,0.017045,0.040771
2.434424,0.009225,-0.000626,-0.014481,0.017181,0.040937
2.444485,0.009118,-0.000617,-0.014235,0.016916,0.040239
2.454548,0.009238,-0.000624,-0.014255,0.016998,0.040196
2.464612,0.009139,-0.000687,-0.014128,0.016840,0.039861
2.474677,0.009324,-0.000699,-0.014088,0.016908,0.040289
2.484739,0.009139,-0.000731,-0.013875,0.016631,0.039383
2.494802,0.009230,-0.000741,-0.013747,0.016574,0.039138
2.504866,0.009222,-0.000826,-0.013681,0.016519,0.039708
2.514931,0.009236,-0.000785,-0.013465,0.016347,0.038775
2.524986,0.009003,-0.000824,-0.013085,0.015904,0.038341
2.535049,0.009676,-0.000840,-0.013028,0.016250,0.038137
2.545112,0.009864,-0.000850,-0.012910,0.016269,0.038298
2.555179,0.009695,-0.000876,-0.012695,0.015997,0.037936
2.565243,0.009819,-0.000915,-0.012653,0.016042,0.038136
2.575310,0.009776,-0.000852,-0.012432,0.015838,0.037715
2.585375,0.009805,-0.000903,-0.012339,0.015786,0.037599
2.595441,0.009751,-0.000988,-0.012308,0.015734,0.038265
2.605505,0.009858,-0.000955,-0.012332,0.015817,0.038462
2.615572,0.009742,-0.001066,-0.012379,0.015789,0.039156
2.625634,0.009891,-0.001038,-0.012267,0.015792,0.039048
2.635696,0.009644,-0.001027,-0.012226,0.015605,0.039211
2.645759,0.009747,-0.001004,-0.012228,0.015669,0.039554
2.655824,0.009728,-0.001098,-0.012294,0.015716,0.040710
2.665877,0.009757,-0.001063,-0.012280,0.015721,0.040967
2.675940,0.009764,-0.001088,-0.012298,0.015740,0.041682
2.686003,0.009843,-0.001125,-0.012276,0.015775,0.041953
2.696067,0.009679,-0.001120,-0.012205,0.015617,0.042044
2.706129,0.009832,-0.001199,-0.012209,0.015721,0.042593
2.716188,0.009753,-0.001230,-0.012201,0.015668,0.039618
2.726250,0.009855,-0.001218,-0.012155,0.015695,0.039837
2.736310,0.009808,-0.001372,-0.012173,0.015693,0.040820
2.746372,0.009891,-0.001397,-0.012115,0.015702,0.041071
2.756457,0.009779,-0.001480,-0.012085,0.015616,0.041836
2.766521,0.009959,-0.001471,-0.012016,0.015675,0.042136
2.776581,0.010119,-0.001521,-0.011976,0.015752,0.042740
2.786645,0.010000,-0.001591,-0.011893,0.015620,0.043201
2.796708,0.010150,-0.001642,-0.011804,0.015654,0.043477
2.806770,0.009971,-0.001642,-0.011671,0.015438,0.038742
2.816833,0.010131,-0.001685,-0.011606,0.015498,0.039141
2.826891,0.010103,-0.001723,-0.011500,0.015405,0.039239
2.836952,0.010090,-0.001706,-0.011315,0.015256,0.038529
2.847004,0.009936,-0.001706,-0.011035,0.014947,0.037938
2.857067,0.010113,-0.001753,-0.011000,0.015044,0.038004
2.867126,0.009903,-0.001745,-0.010763,0.014729,0.036966
2.877189,0.010059,-0.001768,-0.010661,0.014764,0.037473
2.887251,0.009886,-0.001796,-0.010357,0.014430,0.036776
2.897291,0.009880,-0.001741,-0.010137,0.014262,0.036474
2.907349,0.009798,-0.001846,-0.009984,0.014110,0.036466
2.917401,0.009872,-0.001804,-0.009788,0.014019,0.036190
2.927453,0.009672,-0.001833,-0.009646,0.013782,0.035468
2.937505,0.009735,-0.001782,-0.009402,0.013651,0.034851
2.947557,0.009482,-0.001800,-0.009124,0.013281,0.033856
2.957608,0.009606,-0.001813,-0.008941,0.013247,0.034921
2.967690,0.009465,-0.001786,-0.008687,0.012971,0.034292
2.977742,0.009409,-0.001774,-0.008423,0.012752,0.033449
2.987791,0.009458,-0.001720,-0.008151,0.012604,0.032788
2.997842,0.009289,-0.001748,-0.007917,0.012329,0.032381
3.007894,0.009264,-0.001635,-0.007603,0.012095,0.031757
3.017944,0.009157,-0.001667,-0.007321,0.011842,0.031158
3.027995,0.009028,-0.001533,-0.006928,0.011483,0.029453
3.038047,0.008904,-0.001618,-0.006708,0.011265,0.029453
3.048098,0.008934,-0.001557,-0.006406,0.011103,0.028815
3.058149,0.008645,-0.001540,-0.006039,0.010658,0.028065
3.068201,0.008644,-0.001474,-0.005657,0.010435,0.026753
3.078252,0.008383,-0.001380,-0.005284,0.010005,0.025751
3.088303,0.008347,-0.001393,-0.004964,0.009810,0.024985
3.098354,0.008151,-0.001360,-0.004650,0.009482,0.024383
3.108406,0.007978,-0.001241,-0.004222,0.009111,0.022596
3.118459,0.007821,-0.001240,-0.003823,0.008793,0.021291
3.128510,0.007715,-0.001176,-0.003454,0.008534,0.020230
3.138562,0.007480,-0.001153,-0.003089,0.008174,0.019479
3.148614,0.007460,-0.001091,-0.002742,0.008022,0.019350
3.158671,0.007118,-0.001046,-0.002303,0.007555,0.017329
3.168722,0.007099,-0.000927,-0.001878,0.007402,0.016207
3.178774,0.007102,-0.000928,-0.001478,0.007313,0.015194
3.188823,0.006783,-0.000858,-0.001046,0.006917,0.012783
3.198874,0.006740,-0.000826,-0.000697,0.006826,0.011698
3.208925,0.006396,-0.000687,-0.000136,0.006434,0.009759
3.218977,0.006309,-0.000611,0.000342,0.006347,0.009229
3.229028,0.006123,-0.000600,0.000726,0.006195,0.009535
3.239080,0.005985,-0.000421,0.001238,0.006126,0.010316
3.249131,0.005677,-0.000336,0.001779,0.005958,0.011395
3.259183,0.005566,-0.000265,0.002270,0.006017,0.012445
3.269235,0.005289,-0.000135,0.002598,0.005895,0.014508
3.279292,0.005284,-0.000126,0.002943,0.006050,0.015780
3.289349,0.004936,0.000095,0.003521,0.006064,0.018416
3.299416,0.004781,0.000199,0.003926,0.006190,0.020078
3.309479,0.004598,0.000191,0.004209,0.006237,0.021907
3.319542,0.004461,0.000346,0.004618,0.006430,0.023813
3.329606,0.004248,0.000373,0.004809,0.006428,0.025751
3.339673,0.004238,0.000432,0.005167,0.006697,0.027224
3.349737,0.003939,0.000606,0.005508,0.006798,0.029916
3.359793,0.003895,0.000690,0.005775,0.007000,0.031436
3.369890,0.003560,0.000817,0.006120,0.007127,0.033931
3.379955,0.003531,0.000884,0.006485,0.007437,0.035459
3.390020,0.003532,0.000902,0.006733,0.007657,0.036546
3.400084,0.003224,0.001092,0.007082,0.007857,0.039081
3.410145,0.003087,0.001167,0.007480,0.008175,0.040671
3.420208,0.003002,0.001153,0.007633,0.008283,0.041985
3.430327,0.002846,0.001263,0.007940,0.008529,0.037825
3.440391,0.002719,0.001247,0.008003,0.008543,0.038912
3.450455,0.002748,0.001254,0.008139,0.008681,0.039619
3.460518,0.002436,0.001389,0.008371,0.008828,0.041855
3.470580,0.002414,0.001434,0.008628,0.009074,0.042878
3.480645,0.002305,0.001395,0.008570,0.008983,0.043925
3.490705,0.002183,0.001525,0.008753,0.009149,0.027168
3.500768,0.002146,0.001457,0.008670,0.009050,0.027261
3.510833,0.002117,0.001515,0.008933,0.009304,0.027908
3.520898,0.001913,0.001592,0.009024,0.009361,0.028882
3.530960,0.001903,0.001605,0.009163,0.009495,0.029303
3.541020,0.001843,0.001673,0.009105,0.009439,0.030134
3.551075,0.001776,0.001664,0.009150,0.009468,0.030306
3.561136,0.001670,0.001755,0.009217,0.009530,0.029375
3.571200,0.001615,0.001728,0.009358,0.009652,0.029511
3.581261,0.001512,0.001756,0.009301,0.009585,0.030023
3.591302,0.001535,0.001766,0.009318,0.009607,0.030257
3.601440,0.001470,0.001705,0.009239,0.009510,0.030088
3.611504,0.001469,0.001726,0.009477,0.009744,0.028672
3.621568,0.001405,0.001761,0.009519,0.009782,0.028895
3.631629,0.001360,0.001645,0.009320,0.009562,0.028233
3.641690,0.001394,0.001583,0.009220,0.009459,0.027707
3.651752,0.001213,0.001611,0.009285,0.009502,0.028410
3.661815,0.001169,0.001651,0.009420,0.009635,0.028824
3.671878,0.001146,0.001593,0.009215,0.009422,0.028518
3.681939,0.001149,0.001480,0.009205,0.009394,0.028294
3.692002,0.001012,0.001561,0.009039,0.009229,0.028733
3.702060,0.001054,0.001522,0.009023,0.009211,0.028406
3.712123,0.001010,0.001437,0.008902,0.009074,0.028180
3.722186,0.001071,0.001447,0.008879,0.009060,0.027893
3.732248,0.001004,0.001518,0.008679,0.008868,0.028177
3.742302,0.001009,0.001455,0.008655,0.008834,0.027956
3.752358,0.001001,0.001434,0.008528,0.008705,0.024286
3.762419,0.001129,0.001321,0.008357,0.008536,0.023359
3.772475,0.001064,0.001390,0.008154,0.008340,0.023490
3.782536,0.001023,0.001406,0.008147,0.008330,0.023447
3.792599,0.000986,0.001351,0.008015,0.008188,0.023080
3.802663,0.001061,0.001286,0.007953,0.008126,0.022693
3.812733,0.001085,0.001248,0.007690,0.007866,0.022548
3.822798,0.001031,0.001318,0.007890,0.008065,0.023085
3.832862,0.001039,0.001250,0.007945,0.008110,0.022551
3.842925,0.001067,0.001115,0.007562,0.007718,0.021244
3.852991,0.001105,0.001040,0.007395,0.007550,0.020376
3.863056,0.000900,0.001128,0.007413,0.007552,0.020852
3.873119,0.000856,0.001132,0.007480,0.007614,0.020776
3.883184,0.000895,0.001064,0.007306,0.007437,0.019919
3.893250,0.000935,0.000972,0.007225,0.007350,0.019188
3.903291,0.000937,0.000873,0.007042,0.007157,0.018513
3.913354,0.000954,0.000852,0.007073,0.007187,0.018195
3.923417,0.000915,0.000833,0.006905,0.007015,0.017912
3.933481,0.000980,0.000788,0.006809,0.006924,0.017205
3.943542,0.000917,0.000831,0.006756,0.006868,0.017256
3.953606,0.000956,0.000762,0.006653,0.006765,0.016617
3.963669,0.000872,0.000820,0.006494,0.006603,0.016687
3.973734,0.000817,0.000846,0.006526,0.006631,0.016765
3.983795,0.000817,0.000778,0.006313,0.006413,0.016219
3.993858,0.000826,0.000685,0.006195,0.006287,0.010852
4.003922,0.000804,0.000679,0.006094,0.006184,0.010491
4.013984,0.000761,0.000704,0.006210,0.006296,0.010408
4.024038,0.000712,0.000692,0.006102,0.006182,0.009881
4.034101,0.000743,0.000624,0.006071,0.006148,0.009106
4.044163,0.000766,0.000571,0.005944,0.006020,0.008395
4.054224,0.000624,0.000635,0.005984,0.006050,0.008805
4.064288,0.000599,0.000604,0.005981,0.006041,0.008464
4.074350,0.000616,0.000581,0.005757,0.005819,0.007727
4.084412,0.000642,0.000534,0.005632,0.005694,0.006997
4.094476,0.000513,0.000652,0.005574,0.005636,0.007361
4.104538,0.000447,0.000698,0.005592,0.005653,0.007361
4.114599,0.000429,0.000690,0.005588,0.005646,0.006997
4.124663,0.000424,0.000666,0.005681,0.005736,0.006635
4.134728,0.000474,0.000580,0.005434,0.005486,0.005565
4.144790,0.000515,0.000502,0.005505,0.005552,0.004870
4.154853,0.000538,0.000439,0.005477,0.005520,0.004199
4.164917,0.000522,0.000416,0.005569,0.005609,0.003877
4.174978,0.000541,0.000353,0.005540,0.005577,0.003270
4.185041,0.000461,0.000345,0.005844,0.005872,0.002993
4.195104,0.000494,0.000260,0.005594,0.005622,0.002346
4.205166,0.000416,0.000290,0.005707,0.005730,0.002346
4.215227,0.000272,0.000388,0.005744,0.005763,0.002523
4.225292,0.000245,0.000403,0.005735,0.005754,0.002298
4.235346,0.000219,0.000371,0.005506,0.005522,0.002106
4.245409,0.000210,0.000316,0.005508,0.005521,0.002109
4.255537,0.000200,0.000261,0.005341,0.005351,0.002497
4.265603,0.000144,0.000252,0.005330,0.005338,0.002723
4.275664,0.000030,0.000304,0.005376,0.005384,0.002497
4.285732,0.000083,0.000172,0.004965,0.004968,0.003877
4.295792,-0.000022,0.000209,0.005108,0.005112,0.003563
4.305855,-0.000065,0.000176,0.004874,0.004878,0.004203
4.315917,-0.000064,0.000137,0.004838,0.004840,0.004886
4.325979,-0.000112,0.000104,0.004602,0.004605,0.005584
4.336040,-0.000171,0.000081,0.004686,0.004689,0.005939
4.346105,-0.000258,0.000085,0.004571,0.004579,0.006297
4.356167,-0.000370,0.000114,0.004675,0.004691,0.006297
4.366227,-0.000359,0.000052,0.004414,0.004429,0.007409
4.376279,-0.000389,0.000020,0.004275,0.004293,0.008116
4.386283,-0.000437,-0.000028,0.004135,0.004158,0.008855
4.396336,-0.000510,-0.000052,0.004213,0.004244,0.009226
4.406388,-0.000496,-0.000127,0.004048,0.004080,0.010376
4.416440,-0.000539,-0.000188,0.004003,0.004044,0.011122
4.426492,-0.000481,-0.000314,0.003813,0.003856,0.012658
4.436546,-0.000519,-0.000397,0.003867,0.003921,0.013358
4.446599,-0.000597,-0.000382,0.003842,0.003907,0.013770
4.456662,-0.000732,-0.000355,0.003939,0.004022,0.013770
4.466722,-0.000745,-0.000415,0.003669,0.003767,0.014941
4.476784,-0.000795,-0.000438,0.003520,0.003635,0.015742
4.486919,-0.000876,-0.000386,0.003393,0.003525,0.016240
4.496984,-0.000933,-0.000362,0.003463,0.003605,0.016767
4.507042,-0.001027,-0.000301,0.003654,0.003807,0.016954
