t,ref,resp,err
0.000000,0.349066,0.348478,-0.000588
0.010065,0.349066,0.348478,-0.000588
0.020135,0.349066,0.348478,-0.000588
0.030199,0.349066,0.348478,-0.000588
0.040258,0.349066,0.348478,-0.000588
0.050319,0.349066,0.348478,-0.000588
0.060379,0.349066,0.348478,-0.000588
0.070443,0.349066,0.348478,-0.000588
0.080504,0.349066,0.348478,-0.000588
0.090567,0.349066,0.348478,-0.000588
0.100630,0.349066,0.348478,-0.000588
0.110688,0.349066,0.348478,-0.000588
0.120749,0.349066,0.348859,-0.000206
0.130810,0.349066,0.348478,-0.000588
0.140874,0.349066,0.348478,-0.000588
0.150937,0.349066,0.348478,-0.000588
0.160997,0.349066,0.348478,-0.000588
0.171058,0.349066,0.348096,-0.000969
0.181118,0.349066,0.348096,-0.000969
0.191182,0.349066,0.348096,-0.000969
0.201246,0.349066,0.348096,-0.000969
0.211300,0.349066,0.348478,-0.000588
0.221361,0.349066,0.348478,-0.000588
0.231432,0.349066,0.348478,-0.000588
0.241492,0.349066,0.348478,-0.000588
0.251556,0.349066,0.348478,-0.000588
0.261621,0.349066,0.348478,-0.000588
0.271683,0.349066,0.348478,-0.000588
0.281744,0.349066,0.348478,-0.000588
0.291805,0.349066,0.348478,-0.000588
0.301867,0.349066,0.348478,-0.000588
0.311926,0.349066,0.348478,-0.000588
0.321987,0.349066,0.348478,-0.000588
0.332047,0.349066,0.348478,-0.000588
0.342108,0.349066,0.348478,-0.000588
0.352168,0.349066,0.348478,-0.000588
0.362225,0.349066,0.348478,-0.000588
0.372290,0.349066,0.348478,-0.000588
0.382351,0.349066,0.348478,-0.000588
0.392413,0.349066,0.348478,-0.000588
0.402475,0.349066,0.348478,-0.000588
0.412535,0.349066,0.348478,-0.000588
0.422595,0.349066,0.348478,-0.000588
0.432656,0.349066,0.348478,-0.000588
0.442796,0.349066,0.348478,-0.000588
0.452857,0.349066,0.348478,-0.000588
0.462920,0.349066,0.348478,-0.000588
0.472982,0.349066,0.348478,-0.000588
0.483043,0.349066,0.348478,-0.000588
0.493107,0.349066,0.348478,-0.000588
0.503166,0.349066,0.348478,-0.000588
0.513225,0.349066,0.348478,-0.000588
0.523286,0.349066,0.348478,-0.000588
0.533346,0.349066,0.348478,-0.000588
0.543407,0.349066,0.348478,-0.000588
0.553467,0.349066,0.348478,-0.000588
0.563529,0.349066,0.348478,-0.000588
0.573590,0.349066,0.348478,-0.000588
0.583651,0.349066,0.348478,-0.000588
0.593712,0.349066,0.348478,-0.000588
0.603773,0.349066,0.348478,-0.000588
0.613833,0.349066,0.348478,-0.000588
0.623895,0.349066,0.348478,-0.000588
0.633954,0.349066,0.348478,-0.000588
0.644016,0.349066,0.348478,-0.000588
0.654121,0.349066,0.348478,-0.000588
0.664182,0.349066,0.348478,-0.000588
0.674245,0.349066,0.348478,-0.000588
0.684306,0.349066,0.348478,-0.000588
0.694367,0.349066,0.348478,-0.000588
0.704428,0.349066,0.348478,-0.000588
0.714489,0.349066,0.348478,-0.000588
0.724549,0.349066,0.348478,-0.000588
0.734610,0.349066,0.348478,-0.000588
0.744670,0.349066,0.348478,-0.000588
0.754731,0.349066,0.348478,-0.000588
0.764791,0.349066,0.348478,-0.000588
0.774854,0.349066,0.348478,-0.000588
0.784913,0.349066,0.348478,-0.000588
0.794974,0.349066,0.348478,-0.000588
0.805034,0.349066,0.348478,-0.000588
0.815096,0.349066,0.348478,-0.000588
0.825156,0.349066,0.348478,-0.000588
0.835218,0.349066,0.348478,-0.000588
0.845278,0.349066,0.348478,-0.000588
0.855339,0.349066,0.348478,-0.000588
0.865425,0.349066,0.348478,-0.000588
0.875486,0.349066,0.348478,-0.000588
0.885548,0.349066,0.348478,-0.000588
0.895609,0.349066,0.348478,-0.000588
0.905667,0.349066,0.348478,-0.000588
0.915729,0.349066,0.348478,-0.000588
0.925791,0.349066,0.348478,-0.000588
0.935853,0.349066,0.348478,-0.000588
0.945915,0.349066,0.348478,-0.000588
0.955979,0.349066,0.348478,-0.000588
0.966041,0.349066,0.348478,-0.000588
0.976103,0.349066,0.348478,-0.000588
0.986162,0.349066,0.348478,-0.000588
0.996225,0.349066,0.348478,-0.000588
1.006282,0.350710,0.348478,-0.002233
1.016336,0.353343,0.348478,-0.004865
1.026386,0.355974,0.348478,-0.007496
1.036437,0.358605,0.348478,-0.010127
1.046488,0.361236,0.348478,-0.012758
1.056538,0.363868,0.348859,-0.015008
1.066598,0.366501,0.348859,-0.017642
1.076660,0.369135,0.349622,-0.019513
1.086723,0.371770,0.350385,-0.021384
1.096777,0.374402,0.350767,-0.023635
1.106837,0.377036,0.351911,-0.025125
1.116901,0.379670,0.352674,-0.026996
1.126962,0.382305,0.354200,-0.028105
1.137024,0.384939,0.355344,-0.029594
1.147084,0.387572,0.357252,-0.030320
1.157145,0.390206,0.359159,-0.031047
1.167205,0.392840,0.361830,-0.031011
1.177268,0.395475,0.363737,-0.031738
1.187326,0.398108,0.366026,-0.032082
