t,q1,q2,q3,q4,q5,q6
0.000000,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.010053,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.020105,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.030157,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.040209,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.050261,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.060315,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.070367,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.080418,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.090470,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.100543,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.110595,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.120647,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.130698,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.140750,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.150802,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.160854,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.170905,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.180957,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.190969,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.201020,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.211072,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.221124,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.231176,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.241228,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.251280,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.261332,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.271383,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.281435,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.291555,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.301607,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.311658,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
0.321710,-0.338178,0.606737,-0.406844,-0.388914,-0.009728,-0.005531
