t,q1,q2,q3,q4,q5,q6
0.000000,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.010053,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.020105,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.030157,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.040209,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.050261,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.060315,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.070367,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.080418,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.090470,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.100543,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.110595,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.120647,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.130698,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.140750,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.150802,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.160854,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.170905,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.180957,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.190969,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.201020,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.211072,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.221124,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.231176,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.241228,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.251280,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.261332,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.271383,0.010888,-0.004128,0.029489,0.047418,-0.009728,-0.005531
0.281435,0.010888,-0.004131,0.029514,0.047395,-0.009728,-0.005531
0.291555,0.010888,-0.004135,0.029561,0.047353,-0.009728,-0.005531
0.301607,0.010888,-0.004140,0.029612,0.047307,-0.009728,-0.005531
0.311658,0.010888,-0.004146,0.029668,0.047256,-0.009728,-0.005531
0.321710,0.010888,-0.004151,0.029724,0.047206,-0.009728,-0.005531
0.331762,0.010888,-0.004157,0.029784,0.047151,-0.009728,-0.005531
0.341813,0.010888,-0.004163,0.029850,0.047092,-0.009728,-0.005532
0.351865,0.011270,-0.004170,0.029920,0.047028,-0.009728,-0.005532
0.361917,0.010889,-0.004177,0.029994,0.046961,-0.009728,-0.005532
0.371970,0.010889,-0.004184,0.030069,0.046893,-0.009729,-0.005532
0.382022,0.010889,-0.004192,0.030152,0.046817,-0.009729,-0.005532
0.392075,0.010889,-0.004199,0.030237,0.046741,-0.009729,-0.005532
0.402128,0.010890,-0.004208,0.030326,0.046660,-0.009729,-0.005532
0.412181,0.010890,-0.004216,0.030420,0.046574,-0.009730,-0.005532
0.422232,0.010890,-0.004225,0.030519,0.046484,-0.009730,-0.005532
0.432284,0.010891,-0.004235,0.030624,0.046389,-0.009731,-0.005532
0.442342,0.010891,-0.004244,0.030733,0.046290,-0.009731,-0.005532
0.452404,0.010892,-0.004255,0.030847,0.046186,-0.009732,-0.005532
0.462467,0.010893,-0.004265,0.030967,0.046077,-0.009732,-0.005533
0.472531,0.010894,-0.004276,0.031091,0.045963,-0.009733,-0.005533
0.482588,0.010894,-0.004287,0.031221,0.045845,-0.009734,-0.005533
0.492639,0.011277,-0.004298,0.031356,0.045721,-0.009735,-0.005533
0.502691,0.010897,-0.004310,0.031496,0.045593,-0.009736,-0.005534
0.512743,0.010898,-0.004322,0.031641,0.045459,-0.009737,-0.005534
0.522795,0.010899,-0.004335,0.031793,0.045320,-0.009739,-0.005534
0.532846,0.010901,-0.004347,0.031950,0.045176,-0.009740,-0.005535
0.542898,0.010903,-0.004360,0.032112,0.045026,-0.009742,-0.005535
0.552949,0.010904,-0.004374,0.032281,0.044871,-0.009744,-0.005536
0.562969,0.010907,-0.004387,0.032455,0.044710,-0.009746,-0.005536
0.572980,0.010909,-0.004401,0.032636,0.044543,-0.009748,-0.005537
0.583032,0.010911,-0.004415,0.032827,0.044366,-0.009751,-0.005538
0.593085,0.010914,-0.004429,0.033018,0.044189,-0.009753,-0.005538
0.603137,0.010917,-0.004443,0.033217,0.044004,-0.009756,-0.005539
0.613189,0.010921,-0.004458,0.033426,0.043810,-0.009759,-0.005540
0.623241,0.010924,-0.004473,0.033641,0.043610,-0.009763,-0.005541
0.633294,0.010928,-0.004487,0.033858,0.043408,-0.009767,-0.005542
0.643346,0.010932,-0.004502,0.034086,0.043194,-0.009771,-0.005543
0.653398,0.010937,-0.004517,0.034320,0.042975,-0.009775,-0.005544
0.663451,0.010942,-0.004532,0.034561,0.042749,-0.009780,-0.005545
0.673503,0.010947,-0.004547,0.034808,0.042516,-0.009785,-0.005547
0.683554,0.010953,-0.004561,0.035063,0.042277,-0.009791,-0.005548
0.693606,0.010959,-0.004576,0.035324,0.042030,-0.009797,-0.005550
0.703658,0.010966,-0.004591,0.035597,0.041772,-0.009803,-0.005552
0.713710,0.010973,-0.004605,0.035871,0.041512,-0.009810,-0.005554
0.723762,0.010981,-0.004620,0.036157,0.041240,-0.009818,-0.005556
0.733814,0.010990,-0.004634,0.036450,0.040962,-0.009826,-0.005558
0.743866,0.010999,-0.004647,0.036750,0.040676,-0.009835,-0.005560
0.753917,0.011008,-0.004661,0.037056,0.040383,-0.009844,-0.005563
0.763969,0.011018,-0.004674,0.037371,0.040081,-0.009854,-0.005565
0.774021,0.011029,-0.004686,0.037693,0.039772,-0.009864,-0.005568
0.784073,0.011041,-0.004698,0.038022,0.039454,-0.009876,-0.005571
0.794125,0.011054,-0.004710,0.038364,0.039124,-0.009888,-0.005574
0.804177,0.011067,-0.004721,0.038708,0.038791,-0.009900,-0.005578
0.814229,0.011081,-0.004731,0.039065,0.038444,-0.009914,-0.005581
0.824280,0.011096,-0.004741,0.039429,0.038090,-0.009929,-0.005585
0.834332,0.011112,-0.004750,0.039800,0.037728,-0.009944,-0.005589
0.844384,0.011129,-0.004757,0.040180,0.037356,-0.009960,-0.005594
0.854436,0.011146,-0.004764,0.040567,0.036976,-0.009977,-0.005598
0.864487,0.011165,-0.004770,0.040963,0.036586,-0.009996,-0.005603
0.874540,0.011185,-0.004775,0.041367,0.036187,-0.010015,-0.005608
0.884597,0.011207,-0.004779,0.041780,0.035778,-0.010036,-0.005614
0.894649,0.011229,-0.004782,0.042205,0.035355,-0.010057,-0.005620
0.904701,0.011253,-0.004783,0.042633,0.034928,-0.010080,-0.005626
0.914753,0.011278,-0.004783,0.042693,0.034486,-0.010104,-0.005632
0.924804,0.011304,-0.004781,0.043138,0.034040,-0.010130,-0.005639
0.934856,0.011332,-0.004778,0.043597,0.033577,-0.010157,-0.005646
0.944907,0.011361,-0.004773,0.043682,0.033106,-0.010185,-0.005654
0.954959,0.011392,-0.004767,0.044157,0.032625,-0.010215,-0.005662
0.964970,0.011425,-0.004758,0.044259,0.032133,-0.010246,-0.005670
0.975024,0.011494,-0.004735,0.044871,0.031117,-0.010314,-0.005688
0.985077,0.011532,-0.004721,0.045381,0.030592,-0.010350,-0.005698
