t,px,py,pz,qw,qx,qy,qz
0.000000,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.010056,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.020218,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.030272,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.040325,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.050380,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.060444,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.070508,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.080543,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.090596,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.100647,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.110698,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.120748,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.130799,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.140849,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.150900,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.160951,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.171002,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.181053,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.191104,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.201155,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.211206,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.221257,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.231375,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.241426,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.251477,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.261528,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.271580,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.281631,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.291658,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.301710,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.311762,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.321814,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.331866,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.341917,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.351968,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.362020,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.372085,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.382138,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.392189,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.402241,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.412293,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.422344,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.432395,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.442446,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.452497,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.462548,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.472600,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.482651,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.492704,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.502755,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.512806,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.522858,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.532909,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.542961,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.553012,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.563064,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.573115,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.583167,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.593219,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.603272,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.613324,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.623375,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.633476,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.643527,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.653579,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.663630,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.673658,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.683710,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.693762,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.703814,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.713866,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.723917,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.733969,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.744021,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.754073,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.764125,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.774177,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.784229,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.794281,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.804332,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.814381,0.141595,-0.049704,0.298066,0.980974,-0.019627,-0.097201,-0.166902
0.824451,0.141584,-0.049700,0.298198,0.980955,-0.019659,-0.097389,-0.166899
0.834499,0.141584,-0.049700,0.298198,0.980955,-0.019659,-0.097389,-0.166899
0.844548,0.141584,-0.049700,0.298198,0.980955,-0.019659,-0.097389,-0.166899
0.854599,0.141584,-0.049700,0.298198,0.980955,-0.019659,-0.097389,-0.166899
0.864647,0.141573,-0.049696,0.298331,0.980937,-0.019690,-0.097576,-0.166897
0.874698,0.141573,-0.049696,0.298331,0.980937,-0.019690,-0.097576,-0.166897
0.884751,0.141573,-0.049696,0.298331,0.980937,-0.019690,-0.097576,-0.166897
0.894800,0.141562,-0.049692,0.298463,0.980918,-0.019722,-0.097763,-0.166894
0.904852,0.141562,-0.049692,0.298463,0.980918,-0.019722,-0.097763,-0.166894
0.914901,0.141551,-0.049688,0.298596,0.980899,-0.019754,-0.097950,-0.166891
0.924951,0.141540,-0.049684,0.298728,0.980880,-0.019786,-0.098137,-0.166889
0.935002,0.141540,-0.049684,0.298728,0.980880,-0.019786,-0.098137,-0.166889
0.945054,0.141540,-0.049684,0.298728,0.980880,-0.019786,-0.098137,-0.166889
0.955106,0.141540,-0.049684,0.298728,0.980880,-0.019786,-0.098137,-0.166889
0.965154,0.141464,-0.049657,0.298911,0.980842,-0.019850,-0.098511,-0.166883
0.975204,0.141464,-0.049657,0.298911,0.980842,-0.019850,-0.098511,-0.166883
0.985257,0.141464,-0.049657,0.298911,0.980842,-0.019850,-0.098511,-0.166883
0.995306,0.141445,-0.049711,0.298911,0.980810,-0.019869,-0.098507,-0.167071
1.005357,0.141433,-0.049707,0.299043,0.980791,-0.019901,-0.098694,-0.167068
1.015425,0.141499,-0.049730,0.298994,0.980810,-0.019869,-0.098507,-0.167071
1.025475,0.141487,-0.049726,0.299126,0.980791,-0.019901,-0.098694,-0.167068
1.035523,0.141487,-0.049726,0.299126,0.980791,-0.019901,-0.098694,-0.167068
1.045574,0.141476,-0.049722,0.299259,0.980772,-0.019933,-0.098881,-0.167065
1.055625,0.141465,-0.049718,0.299391,0.980753,-0.019965,-0.099068,-0.167063
1.065674,0.141453,-0.049714,0.299524,0.980734,-0.019997,-0.099255,-0.167060
1.075724,0.141442,-0.049710,0.299656,0.980715,-0.020029,-0.099442,-0.167057
1.085772,0.141430,-0.049706,0.299789,0.980696,-0.020061,-0.099629,-0.167055
1.095822,0.141418,-0.049702,0.299921,0.980677,-0.020093,-0.099816,-0.167052
1.105874,0.141402,-0.049696,0.300150,0.980657,-0.020125,-0.100004,-0.167049
1.115925,0.141395,-0.049694,0.300186,0.980638,-0.020157,-0.100191,-0.167046
1.125975,0.141360,-0.049681,0.300584,0.980580,-0.020253,-0.100752,-0.167038
1.136023,0.141336,-0.049673,0.300849,0.980541,-0.020317,-0.101126,-0.167033
1.146072,0.141307,-0.049663,0.301210,0.980502,-0.020381,-0.101500,-0.167027
1.156123,0.141271,-0.049650,0.301607,0.980443,-0.020477,-0.102061,-0.167019
1.166171,0.141234,-0.049637,0.302005,0.980384,-0.020573,-0.102622,-0.167011
1.176221,0.141209,-0.049628,0.302270,0.980345,-0.020637,-0.102995,-0.167005
1.186270,0.141171,-0.049615,0.302667,0.980285,-0.020733,-0.103556,-0.166997
1.196320,0.141133,-0.049602,0.303064,0.980225,-0.020829,-0.104117,-0.166988
1.206391,0.141107,-0.049593,0.303329,0.980185,-0.020893,-0.104491,-0.166982
1.216440,0.141069,-0.049579,0.303726,0.980124,-0.020989,-0.105052,-0.166974
1.226492,0.140976,-0.049546,0.304040,0.980063,-0.021085,-0.105613,-0.166965
1.236540,0.140949,-0.049537,0.304305,0.980023,-0.021149,-0.105986,-0.166959
1.246589,0.140904,-0.049581,0.304570,0.979950,-0.021233,-0.106356,-0.167140
1.256642,0.140864,-0.049567,0.304967,0.979888,-0.021329,-0.106917,-0.167132
1.266690,0.140823,-0.049553,0.305364,0.979826,-0.021425,-0.107477,-0.167123
1.276741,0.140768,-0.049534,0.305893,0.979743,-0.021553,-0.108225,-0.167111
1.286789,0.140741,-0.049524,0.306158,0.979701,-0.021617,-0.108599,-0.167105
1.296839,0.140699,-0.049509,0.306555,0.979639,-0.021713,-0.109159,-0.167096
1.306890,0.140719,-0.049577,0.306770,0.979586,-0.021766,-0.109342,-0.167280
1.316939,0.140609,-0.049538,0.307216,0.979501,-0.021894,-0.110089,-0.167268
1.326989,0.140595,-0.049533,0.307348,0.979480,-0.021926,-0.110276,-0.167265
1.337037,0.140547,-0.049576,0.307612,0.979406,-0.022011,-0.110645,-0.167445
1.347085,0.140504,-0.049561,0.308009,0.979341,-0.022107,-0.111206,-0.167436
1.357136,0.140474,-0.049551,0.308273,0.979299,-0.022171,-0.111579,-0.167430
1.367184,0.140426,-0.049594,0.308538,0.979224,-0.022257,-0.111948,-0.167611
1.377234,0.140396,-0.049583,0.308802,0.979180,-0.022321,-0.112322,-0.167604
1.387282,0.140348,-0.049626,0.309067,0.979105,-0.022407,-0.112691,-0.167785
1.397360,0.140265,-0.049717,0.309463,0.978976,-0.022546,-0.113243,-0.168149
1.407412,0.140243,-0.049710,0.309691,0.978954,-0.022579,-0.113429,-0.168146
1.417463,0.140167,-0.049803,0.310051,0.978846,-0.022686,-0.113794,-0.168513
1.427515,0.140095,-0.049838,0.310543,0.978748,-0.022805,-0.114350,-0.168690
1.437565,0.140041,-0.049939,0.310675,0.978662,-0.022881,-0.114528,-0.169060
1.447614,0.139937,-0.050083,0.311072,0.978498,-0.023044,-0.115075,-0.169610
1.457666,0.139902,-0.050130,0.311204,0.978444,-0.023098,-0.115257,-0.169794
1.467714,0.139836,-0.050167,0.311600,0.978345,-0.023218,-0.115812,-0.169970
1.477765,0.139801,-0.050214,0.311732,0.978290,-0.023273,-0.115994,-0.170154
1.487817,0.139785,-0.050209,0.311864,0.978268,-0.023305,-0.116181,-0.170150
1.497868,0.139769,-0.050203,0.311996,0.978245,-0.023338,-0.116367,-0.170147
1.507919,0.139737,-0.050191,0.312260,0.978201,-0.023403,-0.116741,-0.170140
1.517967,0.139660,-0.050164,0.312405,0.978178,-0.023435,-0.116927,-0.170137
1.528017,0.139652,-0.050161,0.312560,0.978201,-0.023403,-0.116741,-0.170140
1.538069,0.139558,-0.050127,0.312837,0.978156,-0.023468,-0.117114,-0.170134
1.548119,0.139534,-0.050118,0.313125,0.978156,-0.023468,-0.117114,-0.170134
1.558170,0.139517,-0.050112,0.313316,0.978156,-0.023468,-0.117114,-0.170134
1.568219,0.139509,-0.050109,0.313532,0.978201,-0.023403,-0.116741,-0.170140
1.578271,0.139492,-0.050103,0.313783,0.978223,-0.023370,-0.116554,-0.170144
1.588334,0.139467,-0.050094,0.314130,0.978245,-0.023338,-0.116367,-0.170147
1.598387,0.139396,-0.050069,0.314298,0.978268,-0.023305,-0.116181,-0.170150
1.608439,0.139387,-0.050065,0.314454,0.978290,-0.023273,-0.115994,-0.170154
1.618487,0.139368,-0.050059,0.314764,0.978335,-0.023207,-0.115621,-0.170160
1.628536,0.139347,-0.050111,0.314884,0.978347,-0.023164,-0.115244,-0.170353
