t,ref,resp,err,eff
0.000000,-0.610865,-0.598726,0.012139,-1.798291
0.010055,-0.610865,-0.598726,0.012139,-1.757265
0.020108,-0.610865,-0.598726,0.012139,-1.716239
0.030161,-0.610865,-0.598726,0.012139,-1.743590
0.040214,-0.610865,-0.598726,0.012139,-1.729915
0.050268,-0.610865,-0.598726,0.012139,-1.743590
0.060322,-0.610865,-0.598726,0.012139,-1.770940
0.070376,-0.610865,-0.598726,0.012139,-1.702564
0.080429,-0.610865,-0.598726,0.012139,-1.743590
0.090479,-0.610865,-0.598726,0.012139,-1.811966
0.100533,-0.610865,-0.598726,0.012139,-1.757265
0.110587,-0.610865,-0.598726,0.012139,-1.716239
0.120640,-0.610865,-0.598726,0.012139,-1.770940
0.130694,-0.610865,-0.598726,0.012139,-1.757265
0.140748,-0.610865,-0.598726,0.012139,-1.811966
0.150861,-0.610865,-0.598726,0.012139,-1.784615
0.160917,-0.610865,-0.598726,0.012139,-1.784615
0.170980,-0.610865,-0.598726,0.012139,-1.798291
0.181043,-0.610865,-0.598726,0.012139,-1.675214
0.191104,-0.610865,-0.598726,0.012139,-1.729915
0.201166,-0.610865,-0.598726,0.012139,-1.770940
0.211231,-0.610865,-0.598726,0.012139,-1.743590
0.221291,-0.610865,-0.598726,0.012139,-1.784615
0.231354,-0.610865,-0.598726,0.012139,-1.702564
0.241416,-0.610865,-0.598726,0.012139,-1.770940
0.251477,-0.610865,-0.598726,0.012139,-1.757265
0.261538,-0.610865,-0.598726,0.012139,-1.743590
0.271598,-0.610865,-0.598726,0.012139,-1.770940
0.281660,-0.610865,-0.598726,0.012139,-1.743590
0.291725,-0.610865,-0.598726,0.012139,-1.770940
0.301777,-0.610865,-0.598726,0.012139,-1.702564
0.311830,-0.610865,-0.598726,0.012139,-1.743590
0.321892,-0.610865,-0.598726,0.012139,-1.784615
0.331952,-0.610865,-0.598726,0.012139,-1.798291
0.342016,-0.610865,-0.598726,0.012139,-1.770940
0.352078,-0.610865,-0.598726,0.012139,-1.798291
0.362151,-0.610865,-0.598726,0.012139,-1.743590
0.372213,-0.610865,-0.598726,0.012139,-1.811966
0.382274,-0.610865,-0.598726,0.012139,-1.716239
0.392333,-0.610865,-0.598726,0.012139,-1.716239
0.402395,-0.610865,-0.598726,0.012139,-1.729915
0.412457,-0.610865,-0.598726,0.012139,-1.743590
0.422517,-0.610865,-0.598726,0.012139,-1.770940
0.432578,-0.610865,-0.598726,0.012139,-1.729915
0.442639,-0.610865,-0.598726,0.012139,-1.757265
0.452698,-0.610865,-0.598726,0.012139,-1.770940
0.462757,-0.610865,-0.598726,0.012139,-1.743590
0.472824,-0.610865,-0.598726,0.012139,-1.716239
0.482887,-0.610865,-0.598726,0.012139,-1.757265
0.492948,-0.610865,-0.598726,0.012139,-1.784615
0.503012,-0.610865,-0.598726,0.012139,-1.743590
0.513070,-0.610865,-0.598726,0.012139,-1.784615
0.523124,-0.610865,-0.598726,0.012139,-1.757265
0.533178,-0.610865,-0.598726,0.012139,-1.770940
0.543190,-0.610865,-0.598726,0.012139,-1.784615
0.553240,-0.610865,-0.598726,0.012139,-1.757265
0.563293,-0.610865,-0.598726,0.012139,-1.716239
0.573375,-0.610865,-0.598726,0.012139,-1.770940
0.583428,-0.610865,-0.598726,0.012139,-1.784615
0.593481,-0.610865,-0.598726,0.012139,-1.729915
0.603533,-0.610865,-0.598726,0.012139,-1.743590
0.613587,-0.610865,-0.598726,0.012139,-1.798291
0.623639,-0.610865,-0.598726,0.012139,-1.784615
0.633697,-0.610865,-0.598726,0.012139,-1.825641
0.643753,-0.610865,-0.598726,0.012139,-1.716239
0.653807,-0.610865,-0.598726,0.012139,-1.770940
0.663858,-0.610865,-0.598726,0.012139,-1.757265
0.673861,-0.610865,-0.598726,0.012139,-1.743590
0.683923,-0.610865,-0.598726,0.012139,-1.743590
0.693987,-0.610865,-0.598726,0.012139,-1.757265
0.704051,-0.610865,-0.598726,0.012139,-1.757265
0.714115,-0.610865,-0.598726,0.012139,-1.757265
0.724180,-0.610865,-0.598726,0.012139,-1.702564
0.734242,-0.610865,-0.598726,0.012139,-1.757265
0.744304,-0.610865,-0.598726,0.012139,-1.784615
0.754368,-0.610865,-0.598726,0.012139,-1.784615
0.764428,-0.610865,-0.598726,0.012139,-1.784615
0.774492,-0.610865,-0.598726,0.012139,-1.770940
0.784554,-0.610865,-0.598726,0.012139,-1.743590
0.794614,-0.610865,-0.598726,0.012139,-1.770940
0.804676,-0.610865,-0.598726,0.012139,-1.770940
0.814737,-0.610865,-0.598726,0.012139,-1.798291
0.824800,-0.610865,-0.598726,0.012139,-1.811966
0.834865,-0.610865,-0.598726,0.012139,-1.798291
0.844929,-0.610865,-0.598726,0.012139,-1.798291
0.854988,-0.610865,-0.598726,0.012139,-1.770940
0.865050,-0.610865,-0.598726,0.012139,-1.784615
0.875110,-0.610865,-0.598726,0.012139,-1.770940
0.885173,-0.610865,-0.598726,0.012139,-1.757265
0.895233,-0.610865,-0.598726,0.012139,-1.757265
0.905289,-0.610865,-0.598726,0.012139,-1.798291
0.915344,-0.610865,-0.598726,0.012139,-1.757265
0.925399,-0.610865,-0.598726,0.012139,-1.757265
0.935452,-0.610865,-0.598726,0.012139,-1.798291
0.945505,-0.610865,-0.598726,0.012139,-1.811966
0.955557,-0.610865,-0.598726,0.012139,-1.784615
0.965609,-0.610865,-0.598726,0.012139,-1.757265
0.975661,-0.610865,-0.598726,0.012139,-1.743590
0.985713,-0.610865,-0.598726,0.012139,-1.784615
0.995766,-0.610865,-0.598726,0.012139,-1.811966
1.005818,-0.609850,-0.598726,0.011124,-1.716239
1.015853,-0.608098,-0.598726,0.009372,-1.798291
1.025908,-0.606343,-0.598726,0.007618,-1.757265
1.035962,-0.604589,-0.598726,0.005863,-1.716239
