t,px,py,pz,qw,qx,qy,qz
0.000000,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.010052,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.020106,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.030165,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.040219,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.050275,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.060336,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.070390,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.080446,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.090501,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.100556,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.110619,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.120675,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.130742,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.140807,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.150872,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.160937,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.170998,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.181063,0.142302,-0.050031,0.298591,0.979786,-0.021620,-0.098561,-0.172733
0.191125,0.142302,-0.050031,0.298591,0.979786,-0.021620,-0.098561,-0.172733
0.201189,0.142299,-0.050039,0.298591,0.979754,-0.021601,-0.098563,-0.172920
0.211252,0.142302,-0.050031,0.298591,0.979786,-0.021620,-0.098561,-0.172733
0.221315,0.142302,-0.050031,0.298591,0.979786,-0.021620,-0.098561,-0.172733
0.231376,0.142299,-0.050039,0.298591,0.979754,-0.021601,-0.098563,-0.172920
0.241438,0.142299,-0.050039,0.298591,0.979754,-0.021601,-0.098563,-0.172920
0.251499,0.142299,-0.050039,0.298591,0.979754,-0.021601,-0.098563,-0.172920
0.261564,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.271626,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.281689,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.291751,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.301816,0.142299,-0.050039,0.298591,0.979754,-0.021601,-0.098563,-0.172920
0.311877,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.321940,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.331994,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.342046,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.352099,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.362160,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.372225,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.382290,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.392352,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.402415,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.412478,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.422542,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.432602,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.442664,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.452726,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.462787,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.472851,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.482913,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.492977,0.142318,-0.049985,0.298591,0.979787,-0.021582,-0.098567,-0.172733
0.503038,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.513091,0.142321,-0.049977,0.298591,0.979819,-0.021601,-0.098565,-0.172546
0.523146,0.142318,-0.049985,0.298591,0.979783,-0.021769,-0.098534,-0.172752
0.533201,0.142321,-0.049977,0.298591,0.979815,-0.021788,-0.098532,-0.172565
0.543254,0.142318,-0.049985,0.298591,0.979783,-0.021769,-0.098534,-0.172752
0.553307,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.563361,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.573415,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.583442,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.593463,0.142302,-0.050031,0.298591,0.979782,-0.021807,-0.098528,-0.172752
0.603526,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
0.613591,0.142299,-0.050039,0.298591,0.979750,-0.021788,-0.098530,-0.172939
