t,q1,q2,q3,q4,q5,q6
0.000000,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.010052,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.020106,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.030165,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.040219,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.050275,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.060336,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.070390,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.080446,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.090501,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.100556,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.110619,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.120675,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.130742,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.140807,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.150872,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.160937,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.011254
0.170998,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.011254
0.181063,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.010872
0.191125,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.010872
0.201189,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.010872
0.211252,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.010872
0.221315,0.012795,-0.002984,0.027963,0.034829,-0.011635,-0.010872
0.231376,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.010872
0.241438,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.010872
0.251499,0.012795,-0.002984,0.027963,0.034829,-0.012016,-0.010872
0.261564,0.013177,-0.002984,0.027963,0.034829,-0.012016,-0.010872
0.271626,0.013177,-0.002984,0.027963,0.034829,-0.011635,-0.010872
0.281689,0.013177,-0.002986,0.027988,0.034807,-0.012017,-0.010872
0.291751,0.013177,-0.002991,0.028035,0.034764,-0.011635,-0.010872
0.301816,0.012795,-0.002996,0.028086,0.034718,-0.012017,-0.010872
0.311877,0.013177,-0.003001,0.028142,0.034667,-0.011635,-0.010872
0.321940,0.013177,-0.003007,0.028198,0.034617,-0.012017,-0.010872
0.331994,0.013177,-0.003012,0.028258,0.034562,-0.011635,-0.010872
0.342046,0.013177,-0.003019,0.028324,0.034503,-0.011635,-0.010872
0.352099,0.013177,-0.003025,0.028394,0.034440,-0.012017,-0.010872
0.362160,0.013177,-0.003032,0.028468,0.034372,-0.012017,-0.010872
0.372225,0.013178,-0.003039,0.028543,0.034305,-0.012017,-0.010872
0.382290,0.013178,-0.003047,0.028627,0.034229,-0.011636,-0.010872
0.392352,0.013178,-0.003055,0.028711,0.034152,-0.012018,-0.010872
0.402415,0.013178,-0.003063,0.028800,0.034071,-0.012018,-0.010873
0.412478,0.013179,-0.003072,0.028894,0.033986,-0.012019,-0.010873
0.422542,0.013179,-0.003081,0.028994,0.033895,-0.012019,-0.010873
0.432602,0.013180,-0.003090,0.029098,0.033800,-0.011638,-0.010873
0.442664,0.013180,-0.003100,0.029207,0.033701,-0.012020,-0.010873
0.452726,0.013181,-0.003110,0.029321,0.033597,-0.012021,-0.010873
0.462787,0.013182,-0.003121,0.029441,0.033488,-0.012021,-0.010873
0.472851,0.013182,-0.003131,0.029565,0.033374,-0.012022,-0.010874
0.482913,0.013183,-0.003143,0.029695,0.033256,-0.012023,-0.010874
0.492977,0.013184,-0.003154,0.029830,0.033133,-0.012024,-0.010874
0.503038,0.013185,-0.003166,0.029970,0.033004,-0.011644,-0.010874
0.513091,0.013187,-0.003178,0.030116,0.032870,-0.011645,-0.010875
0.523146,0.013188,-0.003190,0.030267,0.032732,-0.012028,-0.011257
0.533201,0.013190,-0.003203,0.030424,0.032587,-0.011648,-0.011257
0.543254,0.013191,-0.003216,0.030586,0.032438,-0.012031,-0.011257
0.553307,0.012812,-0.003229,0.030755,0.032282,-0.012033,-0.011258
0.563361,0.012814,-0.003243,0.030929,0.032121,-0.012035,-0.011258
0.573415,0.012816,-0.003256,0.031110,0.031954,-0.012037,-0.011259
0.583442,0.012819,-0.003271,0.031301,0.031778,-0.011658,-0.011260
0.593463,0.012822,-0.003285,0.031493,0.031600,-0.011661,-0.011260
0.603526,0.012825,-0.003299,0.031691,0.031416,-0.012045,-0.011261
0.613591,0.012828,-0.003313,0.031901,0.031221,-0.012048,-0.011262
0.623655,0.012832,-0.003328,0.032115,0.031021,-0.012052,-0.011263
0.633719,0.012835,-0.003343,0.032332,0.030819,-0.011674,-0.011264
0.643775,0.012840,-0.003358,0.032560,0.030605,-0.011678,-0.011265
0.653837,0.012844,-0.003372,0.032794,0.030386,-0.012064,-0.011266
0.663901,0.012849,-0.003387,0.033035,0.030160,-0.012069,-0.011268
0.673963,0.012855,-0.003402,0.033283,0.029928,-0.012074,-0.011269
0.684017,0.012861,-0.003417,0.033537,0.029688,-0.011698,-0.011270
0.694172,0.012867,-0.003432,0.033798,0.029441,-0.012086,-0.011272
0.704225,0.012874,-0.003446,0.034071,0.029184,-0.011711,-0.011274
0.714278,0.012881,-0.003461,0.034345,0.028924,-0.011718,-0.011276
0.724331,0.012889,-0.003475,0.034632,0.028652,-0.011725,-0.011278
0.734384,0.012897,-0.003489,0.034924,0.028373,-0.012115,-0.011280
0.744436,0.012906,-0.003503,0.035224,0.028087,-0.011742,-0.011282
0.754490,0.012916,-0.003516,0.035530,0.027794,-0.011751,-0.011285
0.764543,0.012926,-0.003529,0.035845,0.027493,-0.011761,-0.011287
0.774595,0.012937,-0.003542,0.036167,0.027183,-0.012153,-0.011290
0.784649,0.012948,-0.003554,0.036497,0.026865,-0.012164,-0.011293
0.794702,0.012961,-0.003566,0.036838,0.026535,-0.011795,-0.011296
0.804756,0.012974,-0.003576,0.037182,0.026202,-0.011808,-0.011300
0.814808,0.012988,-0.003587,0.037539,0.025856,-0.011821,-0.010922
0.824861,0.013003,-0.003596,0.037903,0.025501,-0.011836,-0.011307
0.834915,0.013019,-0.003605,0.038274,0.025139,-0.011851,-0.011311
0.844967,0.013036,-0.003613,0.038654,0.024768,-0.012249,-0.011316
0.855020,0.013073,-0.003626,0.039437,0.023997,-0.011903,-0.011325
0.865072,0.013093,-0.003631,0.039841,0.023598,-0.011922,-0.011331
0.875124,0.013114,-0.003635,0.040254,0.023189,-0.011943,-0.011336
0.885178,0.013137,-0.003637,0.040298,0.022766,-0.012346,-0.011342
0.895235,0.013160,-0.003638,0.040726,0.022340,-0.012369,-0.011348
0.905330,0.013185,-0.003638,0.040786,0.021898,-0.012012,-0.011354
0.915395,0.013211,-0.003637,0.040849,0.021451,-0.012037,-0.011361
0.925457,0.013239,-0.003634,0.040927,0.020989,-0.012064,-0.011368
0.935520,0.013269,-0.003629,0.040249,0.020517,-0.012474,-0.011376
0.945585,0.013299,-0.003622,0.040342,0.020036,-0.012504,-0.011384
0.955649,0.013332,-0.003232,0.039681,0.019544,-0.012535,-0.011392
0.965714,0.013366,-0.003222,0.039411,0.019042,-0.012186,-0.011401
0.975779,0.013402,-0.003209,0.038767,0.018528,-0.012221,-0.011029
0.985842,0.013439,-0.003195,0.038515,0.018003,-0.012257,-0.011039
0.995906,0.013479,-0.003178,0.037889,0.017467,-0.012296,-0.011049
1.005970,0.013520,-0.003540,0.037273,0.016920,-0.012336,-0.011060
1.016034,0.013564,-0.003519,0.036667,0.016360,-0.012378,-0.011071
1.026099,0.013609,-0.003495,0.036451,0.015789,-0.012422,-0.011083
1.036163,0.013657,-0.003468,0.035862,0.015207,-0.012468,-0.011095
1.046226,0.013326,-0.003438,0.035664,0.014612,-0.012897,-0.011108
1.056289,0.013378,-0.003405,0.034713,0.014004,-0.012566,-0.011122
1.066353,0.013432,-0.003370,0.034534,0.013385,-0.012619,-0.011136
1.076414,0.013108,-0.003331,0.033983,0.012753,-0.012674,-0.011151
1.086477,0.013168,-0.003289,0.033822,0.012109,-0.012732,-0.011547
1.096541,0.012849,-0.003243,0.033289,0.011451,-0.012792,-0.011564
1.106605,0.012532,-0.003194,0.033147,0.010781,-0.012855,-0.011580
1.116669,0.012219,-0.003141,0.032633,0.010098,-0.012921,-0.011598
1.126733,0.011908,-0.003084,0.032510,0.009402,-0.012989,-0.011616
1.136796,0.011601,-0.003024,0.032777,0.008692,-0.013060,-0.011635
1.146859,0.010915,-0.002959,0.032673,0.007969,-0.013135,-0.011655
1.156921,0.010613,-0.002890,0.032959,0.007232,-0.013212,-0.011676
1.166987,0.009934,-0.002816,0.032873,0.006482,-0.013293,-0.011698
1.177048,0.009639,-0.002738,0.032796,0.005718,-0.013377,-0.011720
1.187111,0.008967,-0.002655,0.032728,0.004939,-0.013464,-0.011744
1.197175,0.008679,-0.002567,0.033433,0.004147,-0.013555,-0.011768
1.207237,0.008395,-0.002475,0.033765,0.003340,-0.013649,-0.011793
1.217299,0.008116,-0.002377,0.034107,0.002520,-0.014129,-0.011820
1.227361,0.007840,-0.002274,0.033695,0.001684,-0.013849,-0.011847
1.237426,0.007186,-0.002165,0.034051,0.000838,-0.013955,-0.011875
1.247488,0.006918,-0.002051,0.034423,-0.000029,-0.014065,-0.011905
1.257551,0.006654,-0.001931,0.034798,-0.000906,-0.014178,-0.011935
1.267613,0.006014,-0.001805,0.034803,-0.001800,-0.014297,-0.011967
1.277668,0.006141,-0.001672,0.035580,-0.002709,-0.014419,-0.012000
1.287721,0.006272,-0.001534,0.035985,-0.003634,-0.014546,-0.012034
1.297774,0.006027,-0.001388,0.036399,-0.004575,-0.015060,-0.012069
1.307827,0.006168,-0.001237,0.036059,-0.005531,-0.014815,-0.012105
1.317880,0.006315,-0.001078,0.036491,-0.006503,-0.014956,-0.012143
1.327893,0.006085,-0.000912,0.036931,-0.007109,-0.015102,-0.012183
1.337944,0.006241,-0.000740,0.037376,-0.008108,-0.015253,-0.012223
1.348016,0.006404,-0.000559,0.037837,-0.009130,-0.015410,-0.011884
1.358076,0.006571,-0.000371,0.037155,-0.010162,-0.015572,-0.011927
1.368136,0.006744,-0.000176,0.037629,-0.010450,-0.015739,-0.011972
1.378196,0.006924,0.000028,0.037730,-0.011517,-0.015912,-0.012018
1.388255,0.007109,0.000240,0.038221,-0.012602,-0.016092,-0.012066
1.398318,0.007301,0.000460,0.038339,-0.013703,-0.016277,-0.012116
1.408378,0.007498,0.000688,0.038462,-0.014815,-0.016467,-0.012167
1.418440,0.007702,0.000925,0.038595,-0.015567,-0.016664,-0.012220
1.428500,0.007912,0.000789,0.039118,-0.016717,-0.016868,-0.012274
1.438560,0.008130,0.001045,0.039268,-0.017122,-0.016696,-0.012330
1.448622,0.008355,0.001309,0.039425,-0.018306,-0.017295,-0.012389
1.458680,0.008585,0.001582,0.039205,-0.018359,-0.017518,-0.012448
1.468743,0.008824,0.001865,0.039377,-0.019195,-0.017748,-0.012510
1.478804,0.009070,0.002159,0.039556,-0.019668,-0.017986,-0.012574
1.488857,0.009324,0.002462,0.039362,-0.020539,-0.018231,-0.012639
1.498908,0.009585,0.002776,0.039175,-0.020665,-0.018484,-0.012707
1.508960,0.009472,0.003099,0.038991,-0.020804,-0.018743,-0.012777
1.519018,0.009750,0.003433,0.038817,-0.020201,-0.018629,-0.012848
1.529080,0.010035,0.003779,0.039031,-0.020760,-0.018905,-0.012922
1.539138,0.010329,0.004135,0.038871,-0.020574,-0.019189,-0.012998
1.549199,0.010631,0.004502,0.039095,-0.021165,-0.019481,-0.013077
1.559252,0.010942,0.004881,0.039328,-0.022157,-0.020163,-0.013157
1.569312,0.011263,0.004890,0.039568,-0.022787,-0.020091,-0.013240
1.579370,0.011593,0.004911,0.039814,-0.023435,-0.020409,-0.013325
1.589432,0.011930,0.005324,0.039681,-0.024477,-0.020736,-0.013413
1.599495,0.012279,0.005750,0.040319,-0.025159,-0.021072,-0.013503
1.609554,0.012637,0.006189,0.040200,-0.025859,-0.021036,-0.013596
1.619614,0.013004,0.006639,0.040465,-0.026573,-0.021391,-0.013691
1.629676,0.013000,0.007103,0.039974,-0.026927,-0.022137,-0.013789
1.639739,0.013389,0.007580,0.040252,-0.027299,-0.022513,-0.013889
1.649803,0.013787,0.007687,0.039769,-0.026922,-0.022516,-0.013992
1.659868,0.014196,0.008190,0.040055,-0.027328,-0.022911,-0.014098
1.669929,0.014617,0.008707,0.039584,-0.026991,-0.023317,-0.014207
1.679991,0.015049,0.008857,0.039879,-0.027434,-0.023735,-0.014319
1.690051,0.015490,0.009018,0.039794,-0.027128,-0.024161,-0.014433
